security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,security_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG241025C04330000,BKNG,C,4330.0,2024-10-25,235,0,301,55.95,1728669156765000000,100,559500.0,2024-10-11,Multi Leg floor trade,Retail-Wholesale,Internet - Commerce,4300.0,4328.54,4277.86,4284.73,8,5.747800090864369,1,1,1,1,0
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,1. p999999_trade_value,1060200.0,1060200.0,O:BKNG241101C04480000,BKNG,C,4480.0,2024-11-01,235,0,301,88.35,1730215704598000000,120,1060200.0,2024-10-29,Multi Leg floor trade,Retail-Wholesale,Internet - Commerce,4332.21,4440.87,4332.21,4427.54,1,6.0253877998904075,1,1,1,1,0
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG241101C04750000,BKNG,C,4750.0,2024-11-01,209,0,308,23.0,1730316695691000000,130,299000.0,2024-10-30,Automatic Execution,Retail-Wholesale,Internet - Commerce,4385.0,4477.88,4385.0,4463.93,18,5.47567118832443,1,1,1,0,0
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG241122P04650000,BKNG,P,4650.0,2024-11-22,233,0,312,50.65,1730745640003000000,40,202600.0,2024-11-04,Multi Leg Auction,Retail-Wholesale,Internet - Commerce,4771.99,4825.0,4728.25,4776.46,36,5.306639441024261,1,0,0,0,1
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG241220C05350000,BKNG,C,5350.0,2024-12-20,232,0,308,65.1,1732286455083000000,33,214829.99999999997,2024-11-22,Multi Leg auto-electronic trade,Retail-Wholesale,Internet - Commerce,5202.54,5216.0,5140.84,5177.15,31,5.33209492844608,1,0,0,0,1
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG241220C05350000,BKNG,C,5350.0,2024-12-20,232,0,308,55.75,1732288221653000000,44,245300.0,2024-11-22,Multi Leg auto-electronic trade,Retail-Wholesale,Internet - Commerce,5202.54,5216.0,5140.84,5177.15,26,5.389697548206386,1,0,0,0,1
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG250117C05400000,BKNG,C,5400.0,2025-01-17,232,0,308,23.05,1734554657748000000,112,258160.0,2024-12-18,Multi Leg auto-electronic trade,Retail-Wholesale,Internet - Commerce,5154.96,5167.27,4939.85,4943.35,23,5.411888952395849,1,0,0,0,1
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG250117C05150000,BKNG,C,5150.0,2025-01-17,232,0,323,90.72,1734713730548000000,23,208656.0,2024-12-20,Multi Leg auto-electronic trade,Retail-Wholesale,Internet - Commerce,4955.43,5085.21,4955.43,5048.59,34,5.3194308775664245,1,0,0,0,1
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG250131C04900000,BKNG,C,4900.0,2025-01-31,235,0,301,72.0,1736274278232000000,100,720000.0,2025-01-07,Multi Leg floor trade,Retail-Wholesale,Internet - Commerce,4881.41,4889.36,4788.0,4796.1,5,5.857332496431268,1,1,0,0,0
BKNG,Retail-Wholesale,Internet - Commerce,45__2,45,2.0,4. p999_trade_value,202600.0,720000.0,O:BKNG250221C04800000,BKNG,C,4800.0,2025-02-21,232,0,308,101.6,1737573222242000000,50,508000.0,2025-01-22,Multi Leg auto-electronic trade,Retail-Wholesale,Internet - Commerce,4681.56,4704.5055,4595.91,4619.21,11,5.705863712283919,1,1,1,1,0
