security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
BK,Finance,Banks - Major Regional,0.55,6560.000000000001,8. p75_trade_value,111.0,444,25__1,25,1.0,9802.5,16643.5,52430.7,89901.67,100790.17,101879.02,101987.9
CMA,Finance,Banks - Major Regional,0.55,,,,443,25__1,25,1.0,20704.4,33848.0,115800.0,252320.0,268232.0,269823.2,269982.32
DB,Finance,Banks - Foreign,0.55,,,,238,25__1,25,1.0,13395.0,17766.55,50044.4,116889.02,129588.9,130858.89,130985.89
FCNCA,Finance,Banks - Southeast,0.55,,,,509,25__1,25,1.0,11128.0,19430.0,47056.0,96123.0,96237.3,96248.73,96249.87
FITB,Finance,Banks - Major Regional,0.55,123000.0,5. p99_trade_value,2.0,178,25__1,25,1.0,20143.5,38018.25,99222.4,186371.0,198637.1,199863.71,199986.37
GGAL,Finance,Banks - Foreign,0.55,,,,399,25__1,25,1.0,20208.0,29000.0,114120.0,300119.01,343211.9,347521.19,347952.12
KEY,Finance,Banks - Major Regional,0.55,340000.00000000006,5. p99_trade_value,3.0,246,25__0,25,0.0,17782.5,67388.5,302805.7,412620.43,433829.44,435950.34,436162.43
NTRS,Finance,Banks - Major Regional,0.55,7600.0,8. p75_trade_value,64.0,255,25__1,25,1.0,13760.0,19852.0,49591.18,105523.75,120239.88,121711.49,121858.65
OZK,Finance,Banks - Northeast,0.55,7505.0,8. p75_trade_value,48.0,189,25__1,25,1.0,12036.0,19116.0,30189.72,43207.22,45629.82,45872.08,45896.31
STT,Finance,Banks - Major Regional,0.55,,,,399,25__1,25,1.0,15100.0,21555.0,98058.04,192792.0,227179.2,230617.92,230961.79
UBS,Finance,Banks - Foreign,0.55,7917.0,8. p75_trade_value,47.0,188,25__1,25,1.0,11880.0,34488.25,119173.5,467896.06,534331.31,540974.83,541639.18
WAL,Finance,Banks - West,0.55,17500.0,6. p95_trade_value,28.0,555,25__1,25,1.0,12642.0,17290.0,34750.92,133357.7,148290.77,149784.08,149933.41
ZION,Finance,Banks - West,0.55,8474.999999999998,8. p75_trade_value,52.0,208,25__1,25,1.0,20539.2,30939.75,47116.39,78581.39,83771.34,84290.33,84342.23
