security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ADTN,Business Services,Technology Services,0.55,,,,14,10__0,10,0.0,11319.0,13126.75,13909.35,14085.44,14103.04,14104.8,14104.98
AIRS,Business Services,Technology Services,0.55,10500.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0
AISP,Business Services,Technology Services,0.55,,,,92,20__0,20,0.0,8777.5,11496.75,19439.7,21347.97,21538.8,21557.88,21559.79
ALLT,Business Services,Technology Services,0.55,10050.0,8. p75_trade_value,5.0,19,15__0,15,0.0,10849.2,11321.4,13304.28,13750.43,13795.04,13799.5,13799.95
AMBR,Business Services,Technology Services,0.55,,,,1,0__2,0,2.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0
AMPL,Business Services,Technology Services,0.55,150000.0,1. p999999_trade_value,1.0,40,15__0,15,0.0,10771.0,14544.0,97350.0,144735.0,149473.5,149947.35,149994.73
AMPX,Business Services,Technology Services,0.55,16410.0,1. p999999_trade_value,1.0,43,15__0,15,0.0,9101.0,10168.0,13927.8,16161.78,16385.18,16407.52,16409.75
API,Business Services,Technology Services,0.55,,,,16,10__0,10,0.0,7517.5,8776.25,11755.25,12425.52,12492.55,12499.26,12499.93
APP,Business Services,Technology Services,0.55,94080.0,5. p99_trade_value,1105.0,110486,50__2,50,2.0,20250.0,32495.0,94054.5,392018.03,2144597.45,5105467.18,5501666.12
ARBE,Business Services,Technology Services,0.55,6937.0,8. p75_trade_value,33.0,129,20__0,20,0.0,9870.0,13254.0,18487.2,19397.6,19489.76,19498.98,19499.9
AREN,Business Services,Technology Services,0.55,,,,1,0__0,0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
ASST,Business Services,Technology Services,0.55,,,,13,10__0,10,0.0,6124.0,8625.0,11325.0,11932.5,11993.25,11999.33,11999.93
AUR,Business Services,Technology Services,0.55,,,,601,30__0,30,0.0,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1
AYI,Business Services,Technology Services,0.55,,,,216,25__0,25,0.0,15960.0,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0
BITF,Business Services,Technology Services,0.55,20000.0,1. p999999_trade_value,1.0,86,20__0,20,0.0,11240.0,14597.5,18393.5,19839.35,19983.94,19998.39,19999.84
BKKT,Business Services,Technology Services,0.55,,,,16,10__0,10,0.0,9360.0,10515.0,12711.0,13205.1,13254.51,13259.45,13259.95
BKSY,Business Services,Technology Services,0.55,,,,175,20__0,20,0.0,17292.0,28248.5,76300.0,88871.24,90553.12,90721.31,90738.13
BLDE,Business Services,Technology Services,0.55,22714.999999999996,1. p999999_trade_value,1.0,15,10__0,10,0.0,10824.0,15242.5,21220.5,22565.55,22700.05,22713.51,22714.85
BTBT,Business Services,Technology Services,0.55,64750.0,1. p999999_trade_value,1.0,273,25__1,25,1.0,10250.0,14695.0,38708.4,62370.0,64512.0,64726.2,64747.62
BTCM,Business Services,Technology Services,0.55,3675.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0
BTDR,Business Services,Technology Services,0.55,10528.000000000002,8. p75_trade_value,423.0,1692,30__0,30,0.0,19595.0,30000.0,70075.8,194959.6,344348.49,358348.45,359748.44
BYRN,Business Services,Technology Services,0.55,,,,81,20__0,20,0.0,9600.0,12600.0,19390.0,33394.0,34794.4,34934.44,34948.44
CDLX,Business Services,Technology Services,0.55,11599.999999999998,7. p90_trade_value,2.0,14,10__0,10,0.0,10220.0,12265.0,13253.0,13475.3,13497.53,13499.75,13499.98
CIFR,Business Services,Technology Services,0.55,149990.0,5. p99_trade_value,6.0,549,25__1,25,1.0,14414.4,22224.0,110826.8,479100.0,565410.0,574041.0,574904.1
COHR,Business Services,Technology Services,0.55,8990.0,8. p75_trade_value,832.0,3325,35__1,35,1.0,19216.0,32227.0,128102.56,608264.72,1150455.0,1296295.5,1310879.55
COUR,Business Services,Technology Services,0.55,44865.0,1. p999999_trade_value,1.0,60,20__0,20,0.0,10800.1,15636.5,28908.45,43269.35,44705.43,44849.04,44863.4
CRCT,Business Services,Technology Services,0.55,,,,2,5__0,5,0.0,4720.0,4760.0,4792.0,4799.2,4799.92,4799.99,4800.0
CXAI,Business Services,Technology Services,0.55,,,,4,5__0,5,0.0,6790.0,7255.0,7627.0,7710.7,7719.07,7719.91,7719.99
CXM,Business Services,Technology Services,0.55,14925.0,1. p999999_trade_value,1.0,7,10__0,10,0.0,13170.0,14047.5,14749.5,14907.45,14923.25,14924.82,14924.98
CXT,Business Services,Technology Services,0.55,3600.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
DAO,Business Services,Technology Services,0.55,,,,4,5__0,5,0.0,5303.0,5571.5,5786.3,5834.63,5839.46,5839.95,5839.99
DAVE,Business Services,Technology Services,0.55,,,,928,30__0,30,0.0,15430.0,29707.5,74400.0,199267.15,282321.71,290627.17,291457.72
DSP,Business Services,Technology Services,0.55,,,,2,5__0,5,0.0,5871.5,5928.25,5973.65,5983.87,5984.89,5984.99,5985.0
DUOL,Business Services,Technology Services,0.55,9300.0,8. p75_trade_value,907.0,3613,35__3,35,3.0,17158.0,27162.0,70067.48,285507.84,814992.0,987502.2,1004753.22
FA,Business Services,Technology Services,0.55,,,,1,0__0,0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
FNGR,Business Services,Technology Services,0.55,9000.0,6. p95_trade_value,5.0,93,20__0,20,0.0,7960.0,8658.0,13245.6,35142.06,37331.71,37550.67,37572.57
FRSX,Business Services,Technology Services,0.55,,,,1,0__0,0,0.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0
FUTU,Business Services,Technology Services,0.55,551135.0,1. p999999_trade_value,1.0,12061,40__1,40,1.0,16875.0,27606.0,73485.0,173322.7,506525.76,550998.12,551121.31
GCT,Business Services,Technology Services,0.55,60900.0,5. p99_trade_value,5.0,401,25__1,25,1.0,19520.0,31080.0,60900.0,374942.0,469494.2,478949.42,479894.94
GDS,Business Services,Technology Services,0.55,70000.0,5. p99_trade_value,10.0,923,30__0,30,0.0,16440.0,24849.6,69903.42,201394.04,229522.6,232335.46,232616.75
GEN,Business Services,Technology Services,0.55,,,,23,15__0,15,0.0,19488.0,26286.0,45720.0,50472.0,50947.2,50994.72,50999.47
GRRR,Business Services,Technology Services,0.55,,,,1970,35__0,35,0.0,13302.0,21376.5,65465.4,200265.05,279102.34,294670.23,296227.02
HOLO,Business Services,Technology Services,0.55,,,,90,20__0,20,0.0,9006.5,9892.0,11358.9,14554.89,14874.49,14906.45,14909.64
IBTA,Business Services,Technology Services,0.55,6650.0,8. p75_trade_value,19.0,73,20__1,20,1.0,12820.0,31600.0,264530.0,374528.0,385527.8,386627.78,386737.78
INGM,Business Services,Technology Services,0.55,,,,1,0__0,0,0.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0
