security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
AIT,Industrial Products,Manufacturing - General Industrial ,20__0,20,2,0.0,1. p999999_trade_value,24100.0,24100.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AIT,Industrial Products,Manufacturing - General Industrial ,20__0,20,2,0.0,6. p95_trade_value,20000.0,13500.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
AIT,Industrial Products,Manufacturing - General Industrial ,20__0,20,2,0.0,7. p90_trade_value,13050.0,12600.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,1.0,6.0,0.16666666666666666
AIT,Industrial Products,Manufacturing - General Industrial ,20__0,20,2,0.0,8. p75_trade_value,12240.0,6519.999999999999,1.0,9.0,0.1111111111111111,0.55,2. BELOW BASELINE,2.0,15.0,0.13333333333333333
AOS,Industrial Products,Manufacturing - Electronics,20__3,20,2,3.0,1. p999999_trade_value,233890.0,233890.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AOS,Industrial Products,Manufacturing - Electronics,20__3,20,2,3.0,6. p95_trade_value,203500.0,143550.0,3.0,3.0,1.0,0.55,1. ABOVE BASELINE,4.0,4.0,1.0
AOS,Industrial Products,Manufacturing - Electronics,20__3,20,2,3.0,7. p90_trade_value,121210.00000000001,26055.0,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,5.0,7.0,0.7142857142857143
AOS,Industrial Products,Manufacturing - Electronics,20__3,20,2,3.0,8. p75_trade_value,15400.0,6400.0,6.0,10.0,0.6,0.55,2. BELOW BASELINE,11.0,17.0,0.6470588235294118
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,1. p999999_trade_value,1600000.0,1600000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,3. p9999_trade_value,1337500.0,1337500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,4. p999_trade_value,815570.0,370500.00000000006,4.0,9.0,0.4444444444444444,0.55,2. BELOW BASELINE,6.0,11.0,0.5454545454545454
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,5. p99_trade_value,340000.00000000006,66000.0,50.0,96.0,0.5208333333333334,0.55,2. BELOW BASELINE,56.0,107.0,0.5233644859813084
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,6. p95_trade_value,65675.0,23716.0,241.0,428.0,0.5630841121495327,0.55,2. BELOW BASELINE,297.0,535.0,0.5551401869158878
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,7. p90_trade_value,23635.0,14900.0,298.0,537.0,0.5549348230912476,0.55,2. BELOW BASELINE,595.0,1072.0,0.5550373134328358
CAT,Industrial Products,Manufacturing - Construction and Mining,40__0,40,2,0.0,8. p75_trade_value,14880.000000000002,8250.0,841.0,1608.0,0.5230099502487562,0.55,2. BELOW BASELINE,1436.0,2680.0,0.5358208955223881
CNM,Industrial Products,Manufacturing - Tools & Related Products,25__2,25,2,2.0,1. p999999_trade_value,573750.0,573750.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CNM,Industrial Products,Manufacturing - Tools & Related Products,25__2,25,2,2.0,5. p99_trade_value,282348.0,233470.00000000003,2.0,3.0,0.6666666666666666,0.55,2. BELOW BASELINE,2.0,4.0,0.5
CNM,Industrial Products,Manufacturing - Tools & Related Products,25__2,25,2,2.0,6. p95_trade_value,193936.0,87500.0,7.0,15.0,0.4666666666666667,0.55,2. BELOW BASELINE,9.0,19.0,0.47368421052631576
CNM,Industrial Products,Manufacturing - Tools & Related Products,25__2,25,2,2.0,7. p90_trade_value,77700.0,41030.0,13.0,19.0,0.6842105263157895,0.55,2. BELOW BASELINE,22.0,38.0,0.5789473684210527
CNM,Industrial Products,Manufacturing - Tools & Related Products,25__2,25,2,2.0,8. p75_trade_value,40257.0,12600.0,31.0,55.0,0.5636363636363636,0.55,2. BELOW BASELINE,53.0,93.0,0.5698924731182796
CR,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,1. p999999_trade_value,742500.0,742500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CR,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,5. p99_trade_value,262500.0,192318.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
CR,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,6. p95_trade_value,184000.0,77070.0,7.0,10.0,0.7,0.55,2. BELOW BASELINE,9.0,13.0,0.6923076923076923
CR,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,7. p90_trade_value,70620.0,50000.0,6.0,10.0,0.6,0.55,2. BELOW BASELINE,15.0,23.0,0.6521739130434783
CR,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,8. p75_trade_value,44100.0,8200.0,11.0,33.0,0.3333333333333333,0.55,2. BELOW BASELINE,26.0,56.0,0.4642857142857143
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,1. p999999_trade_value,1620000.0,1620000.0,0.0,1.0,0.0,0.55,1. ABOVE BASELINE,0.0,1.0,0.0
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,4. p999_trade_value,506250.0,188000.0,3.0,5.0,0.6,0.55,1. ABOVE BASELINE,3.0,6.0,0.5
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,5. p99_trade_value,142882.0,52400.0,31.0,52.0,0.5961538461538461,0.55,1. ABOVE BASELINE,34.0,58.0,0.5862068965517241
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,6. p95_trade_value,52250.0,23320.0,149.0,232.0,0.6422413793103449,0.55,1. ABOVE BASELINE,183.0,290.0,0.6310344827586207
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,7. p90_trade_value,23254.0,14950.0,169.0,288.0,0.5868055555555556,0.55,1. ABOVE BASELINE,352.0,578.0,0.6089965397923875
DE,Industrial Products,Manufacturing - Farm Equipment,40__3,40,2,3.0,8. p75_trade_value,14910.0,8225.0,495.0,866.0,0.5715935334872979,0.55,1. ABOVE BASELINE,847.0,1444.0,0.5865650969529086
DOV,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,1. p999999_trade_value,387000.0,387000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
DOV,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,5. p99_trade_value,250000.0,150000.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
DOV,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,6. p95_trade_value,147000.0,95410.0,8.0,10.0,0.8,0.55,2. BELOW BASELINE,10.0,13.0,0.7692307692307693
DOV,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,7. p90_trade_value,92015.0,50000.0,8.0,13.0,0.6153846153846154,0.55,2. BELOW BASELINE,18.0,26.0,0.6923076923076923
DOV,Industrial Products,Manufacturing - General Industrial ,25__2,25,2,2.0,8. p75_trade_value,43026.0,16560.0,27.0,38.0,0.7105263157894737,0.55,2. BELOW BASELINE,45.0,64.0,0.703125
EMR,Industrial Products,Manufacturing - Electronics,30__2,30,2,2.0,1. p999999_trade_value,427500.0,427500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
EMR,Industrial Products,Manufacturing - Electronics,30__2,30,2,2.0,5. p99_trade_value,336980.0,187500.0,4.0,7.0,0.5714285714285714,0.55,2. BELOW BASELINE,4.0,8.0,0.5
EMR,Industrial Products,Manufacturing - Electronics,30__2,30,2,2.0,6. p95_trade_value,140000.0,28000.0,11.0,30.0,0.36666666666666664,0.55,2. BELOW BASELINE,15.0,38.0,0.39473684210526316
EMR,Industrial Products,Manufacturing - Electronics,30__2,30,2,2.0,7. p90_trade_value,27750.0,15600.0,16.0,38.0,0.42105263157894735,0.55,2. BELOW BASELINE,31.0,76.0,0.40789473684210525
EMR,Industrial Products,Manufacturing - Electronics,30__2,30,2,2.0,8. p75_trade_value,15225.0,7500.0,52.0,117.0,0.4444444444444444,0.55,2. BELOW BASELINE,83.0,193.0,0.43005181347150256
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,1. p999999_trade_value,1110000.0,1110000.0,0.0,1.0,0.0,0.55,1. ABOVE BASELINE,0.0,1.0,0.0
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,4. p999_trade_value,787773.0,480000.0,3.0,4.0,0.75,0.55,1. ABOVE BASELINE,3.0,5.0,0.6
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,5. p99_trade_value,400890.00000000006,105000.0,21.0,37.0,0.5675675675675675,0.55,1. ABOVE BASELINE,24.0,42.0,0.5714285714285714
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,6. p95_trade_value,99904.0,22840.0,81.0,164.0,0.49390243902439024,0.55,2. BELOW BASELINE,105.0,206.0,0.5097087378640777
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,7. p90_trade_value,22790.0,13500.0,108.0,207.0,0.5217391304347826,0.55,2. BELOW BASELINE,213.0,413.0,0.5157384987893463
ETN,Industrial Products,Manufacturing - Electronics,35__1,35,2,1.0,8. p75_trade_value,13391.999999999998,8550.0,417.0,614.0,0.6791530944625407,0.55,2. BELOW BASELINE,630.0,1027.0,0.6134371957156767
FERG,Industrial Products,Manufacturing - General Industrial ,25__0,25,2,0.0,1. p999999_trade_value,886000.0,886000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
FERG,Industrial Products,Manufacturing - General Industrial ,25__0,25,2,0.0,5. p99_trade_value,63750.0,62500.0,2.0,2.0,1.0,0.55,1. ABOVE BASELINE,3.0,3.0,1.0
FERG,Industrial Products,Manufacturing - General Industrial ,25__0,25,2,0.0,6. p95_trade_value,52394.99999999999,14450.0,3.0,10.0,0.3,0.55,2. BELOW BASELINE,6.0,13.0,0.46153846153846156
FERG,Industrial Products,Manufacturing - General Industrial ,25__0,25,2,0.0,7. p90_trade_value,14350.0,10800.0,5.0,12.0,0.4166666666666667,0.55,2. BELOW BASELINE,11.0,25.0,0.44
