security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AIT,Industrial Products,Manufacturing - General Industrial ,0.55,24100.0,1. p999999_trade_value,1.0,58,20__0,20,2,0.0,12348.0,13117.5,21763.0,23866.3,24076.63,24097.66,24099.77
AOS,Industrial Products,Manufacturing - Electronics,0.55,143550.0,6. p95_trade_value,4.0,65,20__3,20,2,3.0,21793.0,139082.0,214440.4,231945.04,233695.5,233870.55,233888.06
CAT,Industrial Products,Manufacturing - Construction and Mining,0.55,1337500.0,3. p9999_trade_value,2.0,10689,40__0,40,2,0.0,14900.0,23683.6,65714.0,349516.0,1301591.22,1571944.0,1597194.4
CNM,Industrial Products,Manufacturing - Tools & Related Products,0.55,,,,371,25__2,25,2,2.0,41030.0,82600.0,205796.2,465931.26,562968.13,572671.81,573642.18
CR,Industrial Products,Manufacturing - General Industrial ,0.55,742500.0,1. p999999_trade_value,1.0,222,25__2,25,2,2.0,49410.0,77070.0,190571.22,636420.0,731892.0,741439.2,742393.92
DE,Industrial Products,Manufacturing - Farm Equipment,0.55,8225.0,8. p75_trade_value,1444.0,5777,40__3,40,2,3.0,14926.0,23320.0,52286.0,152988.43,976698.0,1555669.8,1613566.98
DOV,Industrial Products,Manufacturing - General Industrial ,0.55,387000.0,1. p999999_trade_value,1.0,255,25__2,25,2,2.0,47210.4,93033.5,148380.0,352202.0,383520.2,386652.02,386965.2
EMR,Industrial Products,Manufacturing - Electronics,0.55,,,,759,30__2,30,2,2.0,15300.0,27775.0,159950.0,358885.84,420638.58,426813.86,427431.39
ETN,Industrial Products,Manufacturing - Electronics,0.55,105000.0,5. p99_trade_value,42.0,4103,35__1,35,2,1.0,13500.0,22835.0,104898.08,471930.78,977822.48,1096782.25,1108678.22
FERG,Industrial Products,Manufacturing - General Industrial ,0.55,62500.0,5. p99_trade_value,3.0,248,25__0,25,2,0.0,10765.0,14415.0,57750.65,682904.25,865690.43,883969.04,885796.9
GNRC,Industrial Products,Manufacturing - General Industrial ,0.55,,,,863,30__2,30,2,2.0,15032.0,26100.4,66388.8,107716.5,118771.65,119877.17,119987.72
GTLS,Industrial Products,Manufacturing - General Industrial ,0.55,7789.999999999999,8. p75_trade_value,132.0,527,25__0,25,2,0.0,13044.0,17979.5,29500.0,302539.0,361003.9,366850.39,367435.04
HUBB,Industrial Products,Manufacturing - Electrical Utilities ,0.55,12600.0,8. p75_trade_value,71.0,278,25__2,25,2,2.0,20310.0,45210.0,202752.4,446710.8,496471.08,501447.11,501944.71
IR,Industrial Products,Manufacturing - General Industrial ,0.55,31500.0,6. p95_trade_value,13.0,254,25__0,25,2,0.0,16570.0,29658.55,83317.8,133981.92,147498.19,148849.82,148984.98
ITW,Industrial Products,Manufacturing - General Industrial ,0.55,,,,156,20__0,20,2,0.0,17552.0,38145.0,73404.0,163065.0,173806.5,174880.65,174988.06
MIDD,Industrial Products,Manufacturing - General Industrial ,0.55,79360.0,1. p999999_trade_value,1.0,124,20__0,20,2,0.0,17500.0,22500.0,49947.0,76056.22,79029.62,79326.96,79356.7
OTIS,Industrial Products,Manufacturing - General Industrial ,0.55,,,,71,20__0,20,2,0.0,10575.0,19405.0,55102.5,65922.75,67004.77,67112.98,67123.8
PH,Industrial Products,Manufacturing - General Industrial ,0.55,286400.0,5. p99_trade_value,10.0,966,30__1,30,2,1.0,31299.0,60532.5,284840.0,1053004.75,1831050.48,1908855.05,1916635.5
PLUG,Industrial Products,Manufacturing - Electronics,0.55,175800.0,1. p999999_trade_value,1.0,417,25__0,25,2,0.0,13419.8,19524.4,61760.0,134269.06,171646.91,175384.69,175758.47
POWL,Industrial Products,Manufacturing - Electronics,0.55,345000.0,4. p999_trade_value,2.0,1312,30__2,30,2,2.0,13400.9,20745.0,43529.0,258495.35,431021.1,442702.11,443870.21
RRX,Industrial Products,Manufacturing - General Industrial ,0.55,,,,191,25__2,25,2,2.0,22500.0,62900.0,257387.0,305780.0,312278.0,312927.8,312992.78
SWK,Industrial Products,Manufacturing - Tools & Related Products,0.55,140000.0,1. p999999_trade_value,1.0,466,25__0,25,2,0.0,16128.0,29153.75,62222.65,121180.52,138118.05,139811.81,139981.18
TRMB,Industrial Products,Manufacturing - General Industrial ,0.55,216840.0,5. p99_trade_value,2.0,190,25__2,25,2,2.0,11758.5,54379.4,208723.2,332602.14,356882.21,359310.22,359553.02
XMTR,Industrial Products,Manufacturing - General Industrial ,0.55,,,,60,20__0,20,2,0.0,20624.0,28070.0,37305.0,42880.5,43438.05,43493.81,43499.38
ZBRA,Industrial Products,Manufacturing - Thermal Products,0.55,78000.0,1. p999999_trade_value,1.0,244,25__0,25,2,0.0,13887.0,26067.5,49570.0,75084.0,77708.4,77970.84,77997.08
