security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,1. p999999_trade_value,1215000.0,1215000.0,0.0,1.0,0.0,0.55,1. ABOVE BASELINE,0.0,1.0,0.0
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,4. p999_trade_value,745000.0,358920.0,2.0,3.0,0.6666666666666666,0.55,1. ABOVE BASELINE,2.0,4.0,0.5
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,5. p99_trade_value,338000.0,132125.0,11.0,27.0,0.4074074074074074,0.55,2. BELOW BASELINE,13.0,31.0,0.41935483870967744
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,6. p95_trade_value,126000.0,27370.0,75.0,124.0,0.6048387096774194,0.55,2. BELOW BASELINE,88.0,155.0,0.567741935483871
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,7. p90_trade_value,27359.999999999996,15579.999999999998,78.0,155.0,0.5032258064516129,0.55,2. BELOW BASELINE,166.0,310.0,0.535483870967742
EL,Consumer Staples,Cosmetics,35__1,35,2,1.0,8. p75_trade_value,15560.000000000002,7880.0,239.0,464.0,0.5150862068965517,0.55,2. BELOW BASELINE,405.0,774.0,0.5232558139534884
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,1. p999999_trade_value,6500000.0,6500000.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,1.0,1.0
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,4. p999_trade_value,2046000.0,870000.0,3.0,9.0,0.3333333333333333,0.55,2. BELOW BASELINE,4.0,10.0,0.4
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,5. p99_trade_value,822000.0,55016.00000000001,41.0,82.0,0.5,0.55,2. BELOW BASELINE,45.0,92.0,0.4891304347826087
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,6. p95_trade_value,54723.0,21625.0,185.0,367.0,0.5040871934604905,0.55,2. BELOW BASELINE,230.0,459.0,0.5010893246187363
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,7. p90_trade_value,21600.0,14741.999999999998,236.0,459.0,0.514161220043573,0.55,2. BELOW BASELINE,466.0,918.0,0.5076252723311547
ELF,Consumer Staples,Cosmetics,40__1,40,2,1.0,8. p75_trade_value,14720.000000000002,8017.999999999999,710.0,1375.0,0.5163636363636364,0.55,2. BELOW BASELINE,1176.0,2293.0,0.5128652420409944
HELE,Consumer Staples,Cosmetics,25__0,25,2,0.0,1. p999999_trade_value,138000.0,138000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
HELE,Consumer Staples,Cosmetics,25__0,25,2,0.0,5. p99_trade_value,94000.0,35432.0,1.0,4.0,0.25,0.55,2. BELOW BASELINE,2.0,5.0,0.4
HELE,Consumer Staples,Cosmetics,25__0,25,2,0.0,6. p95_trade_value,34500.0,21160.0,5.0,8.0,0.625,0.55,2. BELOW BASELINE,7.0,13.0,0.5384615384615384
HELE,Consumer Staples,Cosmetics,25__0,25,2,0.0,7. p90_trade_value,20800.0,14471.999999999996,5.0,12.0,0.4166666666666667,0.55,2. BELOW BASELINE,12.0,25.0,0.48
HELE,Consumer Staples,Cosmetics,25__0,25,2,0.0,8. p75_trade_value,13750.0,8260.0,19.0,37.0,0.5135135135135135,0.55,2. BELOW BASELINE,31.0,62.0,0.5
