security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
CHKP,Computer and Technology,Security,0.55,,,,205,25__0,25,2,0.0,15422.0,24744.0,62240.0,223880.04,256559.0,259826.9,260153.69
CRWD,Computer and Technology,Security,0.55,8415.0,8. p75_trade_value,17134.0,68527,50__4,50,1,4.0,15550.8,24400.0,59368.8,207098.12,556361.4,1202071.3,1872541.33
CYBR,Computer and Technology,Security,0.55,177100.0,1. p999999_trade_value,1.0,827,30__2,30,2,2.0,14970.0,23540.0,70650.0,172061.4,176596.14,177049.61,177094.96
FTNT,Computer and Technology,Security,0.55,980500.0,1. p999999_trade_value,1.0,4313,35__0,35,2,0.0,15600.0,22863.0,62837.04,413366.4,897852.76,972235.28,979673.53
OKTA,Computer and Technology,Security,0.55,221056.99999999997,4. p999_trade_value,8.0,7875,40__3,40,2,3.0,14896.4,23548.0,60378.9,220241.56,763288.0,1314242.8,1369338.28
PANW,Computer and Technology,Security,0.55,188750.0,4. p999_trade_value,26.0,25711,45__1,45,1,1.0,15000.0,23250.0,61596.0,188288.5,624652.5,827578.22,867314.82
QLYS,Computer and Technology,Security,0.55,222138.0,5. p99_trade_value,2.0,183,25__2,25,2,2.0,32175.0,45384.0,176969.94,367629.12,396762.91,399676.29,399967.63
S,Computer and Technology,Security,0.55,225000.0,1. p999999_trade_value,1.0,1132,30__2,30,2,2.0,14579.5,24237.6,65380.0,167904.0,218779.5,224377.95,224937.8
VRNS,Computer and Technology,Security,0.55,8500.0,8. p75_trade_value,52.0,208,25__0,25,2,0.0,15449.0,22337.5,189139.5,681556.01,705508.6,707903.86,708143.39
ZS,Computer and Technology,Security,0.55,936000.0,3. p9999_trade_value,2.0,14715,40__3,40,2,3.0,15258.4,23205.3,51688.1,183999.42,795051.4,1353048.54,1417804.85
