security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AA,Industrial Products,Metal Products - Distribution,0.55,8463.000000000002,8. p75_trade_value,413.0,1648,30__0,30,2,0.0,17325.4,30156.0,106710.0,840000.0,840000.0,840000.0,840000.0
CENX,Industrial Products,Metal Products - Procurement and Fabrication,0.55,,,,100,20__0,20,2,0.0,24936.4,35269.9,128849.9,137750.99,138641.1,138730.11,138739.01
