security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,security_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
ARE,Finance,REIT and Equity Trust - Other,20__0,20,0.0,1. p999999_trade_value,95250.0,95250.0,O:ARE241115P00110000,ARE,P,110.0,2024-11-15,235,0,301,1.5,1730836680032000000,635,95250.0,2024-11-05,Multi Leg floor trade,Finance,REIT and Equity Trust - Other,112.0,114.16,111.95,113.84,1,4.978864984347657,1,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP240920C00075000,BXP,C,75.0,2024-09-20,227,0,312,1.25,1725908824603000000,106,13250.0,2024-09-09,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,74.51,74.625,73.47,74.3,14,4.122215878272827,2,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,7. p90_trade_value,15369.999999999998,19690.0,O:BXP240920C00075000,BXP,C,75.0,2024-09-20,227,0,304,1.25,1725908833073000000,145,18125.0,2024-09-09,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,74.51,74.625,73.47,74.3,11,4.2582780152430315,2,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,7. p90_trade_value,15369.999999999998,19690.0,O:BXP240920C00075000,BXP,C,75.0,2024-09-20,227,0,312,1.25,1725908828213000000,150,18750.0,2024-09-09,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,74.51,74.625,73.47,74.3,10,4.273001272063738,2,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP240920C00075000,BXP,C,75.0,2024-09-20,227,0,304,1.25,1725908837905000000,100,12500.0,2024-09-09,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,74.51,74.625,73.47,74.3,16,4.096910013008056,3,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP240920C00075000,BXP,C,75.0,2024-09-20,227,0,312,1.25,1725908824603000000,106,13250.0,2024-09-09,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,74.51,74.625,73.47,74.3,15,4.122215878272827,3,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP241115C00090000,BXP,C,90.0,2024-11-15,209,0,323,2.35,1729094551330000000,31,7285.000000000001,2024-10-16,Automatic Execution,Finance,REIT and Equity Trust - Other,87.0,87.79,86.9025,87.4,31,3.862429556106009,5,1,0,0,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,1. p999999_trade_value,154225.0,154225.0,O:BXP241115P00080000,BXP,P,80.0,2024-11-15,228,0,312,1.55,1730307899157000000,995,154225.0,2024-10-30,Single Leg Auction ISO,Finance,REIT and Equity Trust - Other,85.32,85.785,81.755,82.75,1,5.188154778916017,1,1,1,1,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP241115C00082500,BXP,C,82.5,2024-11-15,209,0,320,1.6,1730470907786000000,47,7520.0,2024-11-01,Automatic Execution,Finance,REIT and Equity Trust - Other,81.52,81.91,78.7,79.16,28,3.876217840591642,4,1,0,0,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP250117P00070000,BXP,P,70.0,2025-01-17,209,0,308,1.0,1734554309192000000,100,10000.0,2024-12-18,Automatic Execution,Finance,REIT and Equity Trust - Other,80.34,80.8131,73.96,74.23,23,4.0,4,1,0,0,0
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP250221C00075000,BXP,C,75.0,2025-02-21,209,0,308,1.5,1738092536007000000,71,10650.0,2025-01-28,Automatic Execution,Finance,REIT and Equity Trust - Other,73.77,74.07,72.1,73.18,20,4.027349607774757,3,0,0,0,1
BXP,Finance,REIT and Equity Trust - Other,20__0,20,0.0,8. p75_trade_value,7220.0,13250.0,O:BXP250321P00067500,BXP,P,67.5,2025-03-21,227,0,309,1.46,1740084313067000000,50,7300.0,2025-02-20,Single Leg Auction Non ISO,Finance,REIT and Equity Trust - Other,69.88,70.08,68.89,69.57,30,3.863322860120456,5,1,1,0,0
