security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AEE,Utilities,Utility - Electric Power,0.55,19845.0,1. p999999_trade_value,1.0,43,15__0,15,0.0,12000.0,16011.9,19227.6,19783.26,19838.83,19844.38,19844.94
AEP,Utilities,Utility - Electric Power,0.55,7050.0,8. p75_trade_value,63.0,250,25__1,25,1.0,13750.0,24026.35,125299.41,153366.48,154818.65,154963.86,154978.39
AES,Utilities,Utility - Electric Power,0.55,8400.000000000002,8. p75_trade_value,132.0,527,25__1,25,1.0,18503.0,31432.5,92500.0,167834.05,196783.4,199678.34,199967.83
ATO,Utilities,Utility - Gas Distribution,0.55,7200.0,8. p75_trade_value,13.0,52,15__0,15,0.0,10735.0,18793.25,148590.42,149202.04,149263.2,149269.32,149269.93
AVA,Utilities,Utility - Electric Power,0.55,,,,1,0__0,0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
AWK,Utilities,Utility - Water Supply,0.55,33408.0,1. p999999_trade_value,1.0,55,15__0,15,0.0,8866.8,12210.0,26254.08,32692.61,33336.46,33400.85,33407.28
AWR,Utilities,Utility - Water Supply,0.55,9700.0,8. p75_trade_value,2.0,8,10__0,10,0.0,12700.0,16200.0,19000.0,19630.0,19693.0,19699.3,19699.93
BCE,Utilities,Diversified Communication Services,0.55,,,,64,20__0,20,0.0,15000.0,36467.25,164940.4,210822.04,215410.2,215869.02,215914.9
BEP,Utilities,Utility - Electric Power,0.55,44955.0,1. p999999_trade_value,1.0,10,10__0,10,0.0,10345.5,27650.25,41494.05,44608.9,44920.39,44951.54,44954.65
BIPC,Utilities,Utility - Gas Distribution,0.55,,,,1,0__0,0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
CMS,Utilities,Utility - Electric Power,0.55,10005.0,8. p75_trade_value,12.0,47,15__0,15,0.0,23628.0,25910.5,84744.02,106484.4,108658.44,108875.84,108897.58
CNP,Utilities,Utility - Electric Power,0.55,41490.0,1. p999999_trade_value,1.0,35,15__0,15,0.0,19531.8,30000.0,37583.4,41099.34,41450.93,41486.09,41489.61
CTRI,Utilities,Utility - Electric Power,0.55,,,,8,10__0,10,0.0,9450.0,9975.0,10395.0,10489.5,10498.95,10499.9,10499.99
