security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACI,Consumer Staples,Consumer Products - Staples,0.55,,,,410,25__0,25,2,0.0,19275.5,38983.0,100000.0,310000.0,310000.0,310000.0,310000.0
BJ,Consumer Staples,Consumer Products - Staples,0.55,,,,639,30__2,30,2,2.0,11296.0,16040.0,62904.0,214133.16,302663.32,311516.33,312401.63
CHD,Consumer Staples,Consumer Products - Staples,0.55,,,,183,25__0,25,2,0.0,19830.0,34880.0,164206.9,255609.11,264600.91,265500.09,265590.01
CL,Consumer Staples,Consumer Products - Staples,0.55,877710.0,1. p999999_trade_value,1.0,691,30__2,30,2,2.0,13636.0,17550.0,51489.5,536553.3,843594.33,874298.43,877368.84
CLX,Consumer Staples,Consumer Products - Staples,0.55,,,,766,30__2,30,2,2.0,22325.0,35105.0,145600.0,280875.0,298087.5,299808.75,299980.88
KMB,Consumer Staples,Consumer Products - Staples,0.55,,,,280,25__2,25,2,2.0,20577.4,62050.0,193500.0,204567.67,207899.77,208232.98,208266.3
KVUE,Consumer Staples,Consumer Products - Staples,0.55,279378.0,1. p999999_trade_value,1.0,486,25__2,25,2,2.0,22468.0,47875.0,209062.5,262704.67,277710.67,279211.27,279361.33
OLLI,Consumer Staples,Consumer Products - Staples,0.55,180071.99999999997,5. p99_trade_value,6.0,507,25__2,25,2,2.0,15376.8,38880.0,180067.68,510679.85,666096.49,681638.15,683192.31
PG,Consumer Staples,Consumer Products - Staples,0.55,637500.0,1. p999999_trade_value,1.0,5021,35__0,35,2,0.0,14000.0,22000.0,55210.4,259260.4,543342.37,628084.24,636558.42
RH,Consumer Staples,Consumer Products - Staples,0.55,,,,14546,40__1,40,2,1.0,17500.0,28656.25,84500.0,443650.0,2231690.1,3089504.49,3166450.45
UL,Consumer Staples,Consumer Products - Staples,0.55,13650.0,8. p75_trade_value,17.0,65,20__0,20,2,0.0,25872.0,29736.0,41750.6,42735.56,42834.06,42843.91,42844.89
WDFC,Consumer Staples,Consumer Products - Staples,0.55,10170.0,7. p90_trade_value,9.0,84,20__0,20,2,0.0,10101.0,11985.0,20072.5,45657.25,48215.72,48471.57,48497.16
