security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
A,Medical,Medical - Products,0.55,195000.0,5. p99_trade_value,6.0,585,30__0,30,0.0,17500.0,30696.0,144761.28,306042.05,352716.9,357384.39,357851.14
ABCL,Medical,Medical - Biomedical and Genetics,0.55,,,,3,5__0,5,0.0,6088.0,6419.0,6683.8,6743.38,6749.34,6749.93,6749.99
ABEO,Medical,Medical - Biomedical and Genetics,0.55,7200.0,8. p75_trade_value,11.0,42,15__0,15,0.0,11870.0,14520.0,24242.72,27271.47,27574.35,27604.63,27607.66
ABSI,Medical,Medical - Biomedical and Genetics,0.55,,,,42,15__0,15,0.0,7436.0,7956.0,13971.24,16752.02,17030.1,17057.91,17060.69
ABT,Medical,Medical - Products,0.55,458000.0,1. p999999_trade_value,1.0,2262,35__0,35,0.0,13985.1,21399.5,70829.41,397716.17,451669.2,457366.92,457936.69
ABUS,Medical,Medical - Biomedical and Genetics,0.55,,,,3,5__0,5,0.0,5940.0,6135.0,6291.0,6326.1,6329.61,6329.96,6330.0
ACAD,Medical,Medical - Biomedical and Genetics,0.55,152750.0,1. p999999_trade_value,1.0,93,20__0,20,0.0,10728.0,27958.0,141940.0,151669.0,152641.9,152739.19,152748.92
ACB,Medical,Medical - Products,0.55,,,,45,15__0,15,0.0,12704.2,19196.0,21784.72,22957.67,23074.97,23086.7,23087.87
ACHC,Medical,Medical - Hospital,0.55,,,,178,25__0,25,0.0,16824.4,34262.0,101304.4,193904.16,198670.42,199147.04,199194.7
ACLX,Medical,Medical - Biomedical and Genetics,0.55,,,,223,25__2,25,2.0,42860.0,168000.0,240000.0,448940.0,494894.0,499489.4,499948.94
ACRS,Medical,Medical - Drugs,0.55,,,,4,5__0,5,0.0,4640.0,4820.0,4964.0,4996.4,4999.64,4999.96,5000.0
ADCT,Medical,Medical - Biomedical and Genetics,0.55,,,,1,0__2,0,2.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
ADMA,Medical,Medical - Biomedical and Genetics,0.55,396795.0,5. p99_trade_value,4.0,313,25__2,25,2.0,21000.0,50000.0,388766.4,660559.58,668574.46,669375.95,669456.09
ADUS,Medical,Medical - Outpatient and Home Healthcare,0.55,,,,39,15__0,15,0.0,8896.0,11463.0,19650.0,22215.0,22471.5,22497.15,22499.71
AGEN,Medical,Medical - Biomedical and Genetics,0.55,14700.0,1. p999999_trade_value,1.0,45,15__0,15,0.0,7735.2,10144.0,13952.0,14625.2,14692.52,14699.25,14699.93
AGIO,Medical,Medical - Biomedical and Genetics,0.55,100000.0,1. p999999_trade_value,1.0,28,15__0,15,0.0,40000.0,52350.0,88930.0,98893.0,99889.3,99988.93,99998.89
AHCO,Medical,Medical - Products,0.55,,,,5,5__3,5,3.0,13076.0,13468.0,13781.6,13852.16,13859.22,13859.92,13859.99
AKBA,Medical,Medical - Drugs,0.55,3500.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
AKRO,Medical,Medical - Biomedical and Genetics,0.55,683530.0,1. p999999_trade_value,1.0,395,25__0,25,0.0,17113.6,20500.0,46367.2,463006.62,661477.66,681324.77,683309.48
ALC,Medical,Medical - Instruments,0.55,95000.0,6. p95_trade_value,13.0,252,25__2,25,2.0,42860.5,87300.0,221115.0,337051.3,342405.13,342940.51,342994.05
ALDX,Medical,Medical - Drugs,0.55,,,,37,15__0,15,0.0,14820.0,16005.0,39623.08,50152.11,51205.01,51310.3,51320.83
ALEC,Medical,Medical - Biomedical and Genetics,0.55,,,,24,15__0,15,0.0,7550.0,9568.25,48464.35,58846.44,59884.64,59988.46,59998.85
ALGN,Medical,Medical - Dental Supplies,0.55,,,,1815,35__0,35,0.0,15507.6,23992.5,65006.04,266770.32,603622.73,667862.27,674286.23
ALGS,Medical,Medical - Biomedical and Genetics,0.55,,,,1,0__2,0,2.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
ALKS,Medical,Medical - Biomedical and Genetics,0.55,22500.0,8. p75_trade_value,13.0,49,15__0,15,0.0,40414.4,90896.0,129584.0,137446.4,138232.64,138311.26,138319.13
ALLO,Medical,Medical - Biomedical and Genetics,0.55,13860.0,8. p75_trade_value,3.0,10,10__0,10,0.0,16963.8,19941.9,22324.38,22860.44,22914.04,22919.4,22919.94
ALNY,Medical,Medical - Biomedical and Genetics,0.55,,,,1086,30__0,30,0.0,17515.5,30474.0,93454.65,518925.0,1094501.25,1154800.13,1160830.01
ALT,Medical,Medical - Drugs,0.55,44800.0,5. p99_trade_value,6.0,598,30__2,30,2.0,12248.0,17248.0,41890.0,270206.7,457670.67,476417.07,478291.71
ALUR,Medical,Medical - Products,0.55,4800.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,4770.0,4785.0,4797.0,4799.7,4799.97,4800.0,4800.0
ALXO,Medical,Medical - Biomedical and Genetics,0.55,,,,4,5__0,5,0.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0
AMED,Medical,Medical - Outpatient and Home Healthcare,0.55,,,,30,15__0,15,0.0,45500.0,63750.0,75000.0,75000.0,75000.0,75000.0,75000.0
AMGN,Medical,Medical - Biomedical and Genetics,0.55,,,,8313,40__0,40,0.0,16956.0,26578.4,79387.2,433668.0,963091.98,1246245.5,1274560.85
AMLX,Medical,Medical - Drugs,0.55,4550.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,4427.5,4488.75,4537.75,4548.77,4549.88,4549.99,4550.0
AMRN,Medical,Medical - Biomedical and Genetics,0.55,8625.0,1. p999999_trade_value,1.0,3,5__0,5,0.0,7716.0,8170.5,8534.1,8615.91,8624.09,8624.91,8624.99
AMRX,Medical,Medical - Drugs,0.55,,,,15,10__3,10,3.0,13187.0,44016.0,91375.2,102031.02,103096.6,103203.16,103213.82
ANAB,Medical,Medical - Biomedical and Genetics,0.55,202390.0,5. p99_trade_value,4.0,302,25__2,25,2.0,29708.0,45091.5,202245.95,695970.0,704097.0,704909.7,704990.97
ANIK,Medical,Medical - Biomedical and Genetics,0.55,,,,4,5__0,5,0.0,6736.0,7108.0,7405.6,7472.56,7479.26,7479.93,7479.99
ANIP,Medical,Medical - Biomedical and Genetics,0.55,,,,2,5__0,5,0.0,4227.0,4228.5,4229.7,4229.97,4230.0,4230.0,4230.0
ANNX,Medical,Medical - Biomedical and Genetics,0.55,,,,9,10__0,10,0.0,8488.0,11624.0,14132.8,14697.28,14753.73,14759.37,14759.94
ANRO,Medical,Medical - Biomedical and Genetics,0.55,12540.0,7. p90_trade_value,6.0,68,20__0,20,0.0,11500.0,15358.0,136650.0,199965.0,206296.5,206929.65,206992.96
ANVS,Medical,Medical - Biomedical and Genetics,0.55,,,,16,10__0,10,0.0,10225.0,11337.5,13467.5,13946.75,13994.68,13999.47,13999.95
APGE,Medical,Medical - Biomedical and Genetics,0.55,,,,51,15__0,15,0.0,16520.0,35560.0,183000.0,201900.0,203790.0,203979.0,203997.9
APLS,Medical,Medical - Biomedical and Genetics,0.55,,,,288,25__0,25,0.0,13581.5,22925.0,76300.0,455489.58,468346.46,469632.15,469760.71
APLT,Medical,Medical - Biomedical and Genetics,0.55,525000.0,1. p999999_trade_value,1.0,201,25__0,25,0.0,21250.0,40800.0,200000.0,501000.0,522600.0,524760.0,524976.0
AQST,Medical,Medical - Drugs,0.55,,,,7,10__0,10,0.0,7208.0,8114.0,8838.8,9001.88,9018.19,9019.82,9019.98
ARCT,Medical,Medical - Biomedical and Genetics,0.55,,,,31,15__0,15,0.0,9000.0,10250.0,18364.0,21204.4,21488.44,21516.84,21519.68
ARDX,Medical,Medical - Drugs,0.55,6250.0,8. p75_trade_value,22.0,72,20__0,20,0.0,11319.0,14901.0,25441.96,26415.8,26513.18,26522.92,26523.89
ARGX,Medical,Medical - Biomedical and Genetics,0.55,14500.0,7. p90_trade_value,67.0,669,30__0,30,0.0,14292.0,19500.0,53144.0,670944.0,1147094.4,1194709.44,1199470.94
ARQT,Medical,Medical - Biomedical and Genetics,0.55,,,,127,20__2,20,2.0,75000.0,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9
ARVN,Medical,Medical - Biomedical and Genetics,0.55,503470.00000000006,1. p999999_trade_value,1.0,338,25__2,25,2.0,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09
ARWR,Medical,Medical - Biomedical and Genetics,0.55,54329.99999999999,1. p999999_trade_value,1.0,37,15__0,15,0.0,15684.0,20500.0,42871.2,53184.12,54215.41,54318.54,54328.85
ASND,Medical,Medical - Biomedical and Genetics,0.55,,,,120,20__1,20,1.0,32370.8,57064.5,141383.5,558828.43,609382.84,614438.28,614943.83
ASTH,Medical,Medical - Outpatient and Home Healthcare,0.55,940320.0000000001,6. p95_trade_value,2.0,23,15__2,15,2.0,373171.0,891248.0,1358166.0,1464234.6,1474841.46,1475902.15,1476008.21
ATAI,Medical,Medical - Outpatient and Home Healthcare,0.55,7950.0,8. p75_trade_value,5.0,19,15__0,15,0.0,22533.6,36868.2,65669.64,72149.96,72798.0,72862.8,72869.28
ATEC,Medical,Medical - Instruments,0.55,15750.0,8. p75_trade_value,18.0,70,20__1,20,1.0,39000.0,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23
ATHA,Medical,Medical - Biomedical and Genetics,0.55,5100.0,8. p75_trade_value,3.0,11,10__0,10,0.0,5625.0,10282.5,14008.5,14846.85,14930.69,14939.07,14939.91
