data_date,option_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-15,O:CFG250516C00040000,1815,1.97,357555.0,$0.3M-$1.0M,1747336954319000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,CFG,2025-05-16,C,40.0,1841,5,9,385.692,1
2025-03-04,O:CMA250307P00063000,1350,3.8,513000.0,$0.3M-$1.0M,1741101648651000000,202,0,313,202,Late and Out Of Sequence,sale_condition,trade,CMA,2025-03-07,P,63.0,3701,65,9,141.334,3
2025-03-04,O:CMA250307P00063000,1350,3.8,513000.0,$0.3M-$1.0M,1741105939250000000,202,0,313,202,Late and Out Of Sequence,sale_condition,trade,CMA,2025-03-07,P,63.0,3701,65,9,141.334,3
2025-03-04,O:CMA250307P00063000,1350,3.75,506250.0,$0.3M-$1.0M,1741100745413000000,235,0,313,235,Multi Leg floor trade,sale_condition,trade,CMA,2025-03-07,P,63.0,3701,65,9,141.334,3
2025-03-04,O:CMA250307P00063000,1350,3.75,506250.0,$0.3M-$1.0M,1741101648651000000,235,0,313,235,Multi Leg floor trade,sale_condition,trade,CMA,2025-03-07,P,63.0,3701,65,9,141.334,3
2025-03-04,O:CMA250307P00063000,1000,3.9,390000.0,$0.3M-$1.0M,1741105939091000000,202,0,313,202,Late and Out Of Sequence,sale_condition,trade,CMA,2025-03-07,P,63.0,3701,65,9,141.334,3
2025-06-02,O:CMA250620P00075000,329,19.06,627074.0,$0.3M-$1.0M,1748886278870000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,2025-06-20,P,75.0,442,4,9,141.334,1
2025-03-31,O:COOP250417C00105000,420,18.8,789600.0,$0.3M-$1.0M,1743437102321000000,202,0,313,202,Late and Out Of Sequence,sale_condition,trade,COOP,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-31,O:COOP250417C00105000,315,18.8,592200.0,$0.3M-$1.0M,1743436520726000000,231,0,313,231,Single Leg Floor Trade,sale_condition,trade,COOP,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-31,O:COOP250417C00105000,315,18.8,592200.0,$0.3M-$1.0M,1743437102321000000,231,0,313,231,Single Leg Floor Trade,sale_condition,trade,COOP,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-31,O:COOP250417C00105000,210,18.9,396899.99999999994,$0.3M-$1.0M,1743436638856000000,231,0,313,231,Single Leg Floor Trade,sale_condition,trade,COOP,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-31,O:COOP250417C00105000,210,18.9,396899.99999999994,$0.3M-$1.0M,1743437119265000000,231,0,313,231,Single Leg Floor Trade,sale_condition,trade,COOP,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-03,O:CRBG250321C00035000,7000,0.95,665000.0,$0.3M-$1.0M,1741018960575000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,CRBG,2025-03-21,C,35.0,7217,76,9,220.79399999999998,9
2025-03-03,O:CRBG250321C00036000,7000,0.6,420000.0,$0.3M-$1.0M,1741018960579000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,CRBG,2025-03-21,C,36.0,7057,9,9,220.79399999999998,1
2025-05-15,O:HBAN250516C00015000,4985,1.15,573275.0,$0.3M-$1.0M,1747336793175000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,HBAN,2025-05-16,C,15.0,5012,4,9,185.662,1
2025-04-15,O:KEY250417C00014000,32799,0.69,2263131.0,$1.0M-$3.0M,1744725819116000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-04-17,C,14.0,33313,94,9,150.49849999999998,2
2025-04-10,O:KEY250417C00014000,14297,0.58,829226.0,$0.3M-$1.0M,1744309055581000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-04-17,C,14.0,33868,280,9,150.49849999999998,5
2025-04-10,O:KEY250417C00014000,7320,0.57,417239.99999999994,$0.3M-$1.0M,1744309055581000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-04-17,C,14.0,33868,280,9,150.49849999999998,5
2025-04-10,O:KEY250417C00014000,7320,0.57,417239.99999999994,$0.3M-$1.0M,1744309055581000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-04-17,C,14.0,33868,280,9,150.49849999999998,5
2025-04-15,O:KEY250516C00015000,32799,0.49,1607151.0,$1.0M-$3.0M,1744725819116000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-05-16,C,15.0,34555,165,9,150.49849999999998,22
2025-04-15,O:KEY250516P00012000,32799,0.15,491984.99999999994,$0.3M-$1.0M,1744725819116000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-05-16,P,12.0,33073,45,9,150.49849999999998,19
2025-04-17,O:KEY250516C00015000,12829,0.34,436186.00000000006,$0.3M-$1.0M,1744898164376000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-05-16,C,15.0,34399,54,9,150.49849999999998,20
2025-04-17,O:KEY250516C00015000,10000,0.34,340000.00000000006,$0.3M-$1.0M,1744898164376000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-05-16,C,15.0,34399,54,9,150.49849999999998,20
2025-04-17,O:KEY250516C00015000,10000,0.34,340000.00000000006,$0.3M-$1.0M,1744898164376000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,2025-05-16,C,15.0,34399,54,9,150.49849999999998,20
2025-03-20,O:NTRS250321P00115000,410,15.7,643700.0,$0.3M-$1.0M,1742499617458000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,NTRS,2025-03-21,P,115.0,466,4,9,132.708,1
2025-01-14,O:PNC250117C00165000,560,32.19,1802639.9999999998,$1.0M-$3.0M,1736881153614000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,165.0,2913,19,9,160.253,1
2025-01-14,O:PNC250117C00120000,180,75.6,1360799.9999999998,$1.0M-$3.0M,1736881153614000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,120.0,1713,22,9,160.253,1
2025-01-14,O:PNC250117C00110000,140,87.5,1225000.0,$1.0M-$3.0M,1736881153614000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,110.0,905,18,9,160.253,1
2025-01-14,O:PNC250117C00120000,160,74.7,1195200.0,$1.0M-$3.0M,1736883791554000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,120.0,1713,22,9,160.253,1
2025-01-14,O:PNC250117C00120000,160,74.7,1195200.0,$1.0M-$3.0M,1736883811166000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,120.0,1713,22,9,160.253,1
2025-01-14,O:PNC250117C00160000,240,35.3,847200.0,$0.3M-$1.0M,1736881153615000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,160.0,1764,24,9,160.253,1
2025-01-14,O:PNC250117C00175000,320,20.05,641600.0,$0.3M-$1.0M,1736883796383000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,320,20.05,641600.0,$0.3M-$1.0M,1736883814875000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882586276000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882579142000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882581660000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882584745000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882587808000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882589259000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882591072000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.2,636000.0,$0.3M-$1.0M,1736882592892000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,21.0,630000.0,$0.3M-$1.0M,1736882577732000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00175000,300,20.6,618000.0,$0.3M-$1.0M,1736883292037000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-14,O:PNC250117C00160000,160,34.2,547200.0,$0.3M-$1.0M,1736883796382000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,160.0,1764,24,9,160.253,1
2025-01-14,O:PNC250117C00160000,160,34.2,547200.0,$0.3M-$1.0M,1736883814875000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,160.0,1764,24,9,160.253,1
2025-01-16,O:PNC250117P00210000,310,12.9,399900.0,$0.3M-$1.0M,1737060786832000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,P,210.0,312,3,9,160.253,1
2025-01-14,O:PNC250117C00185000,300,10.4,312000.0,$0.3M-$1.0M,1736887521275000000,235,0,323,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-01-17,C,185.0,304,4,9,160.253,2
2025-01-17,O:PNC250221C00200000,1000,4.7,470000.0,$0.3M-$1.0M,1737145987002000000,241,0,323,241,Stock Options Cross,sale_condition,trade,PNC,2025-02-21,C,200.0,2902,22,9,160.253,23
2025-02-13,O:PNC250321C00200000,1000,3.3,330000.0,$0.3M-$1.0M,1739464994347000000,241,0,323,241,Stock Options Cross,sale_condition,trade,PNC,2025-03-21,C,200.0,1014,12,9,160.253,12
2025-04-16,O:PNC250417P00175000,1290,24.4,3147599.9999999995,$3.0M-$10.0M,1744828961460000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-04-17,P,175.0,1802,3,9,160.253,1
2025-04-16,O:PNC250417P00190000,660,40.1,2646600.0,$1.0M-$3.0M,1744828961460000000,235,0,301,235,Multi Leg floor trade,sale_condition,trade,PNC,2025-04-17,P,190.0,1061,4,9,160.253,1
