max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,anomaly_category,anomaly_volume
2025-06-06,BK,O:BK250711C00090000,2025-07-11,C,90.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,9,82.798
2025-06-06,BK,O:BK250711C00091000,2025-07-11,C,91.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,9,82.798
2025-06-06,BK,O:BK250711P00091000,2025-07-11,P,91.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,9,82.798
2025-06-06,BK,O:BK250711P00092000,2025-07-11,P,92.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,9,82.798
2025-06-06,BK,O:BK250718C00085000,2025-07-18,C,85.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,9,82.798
2025-06-06,BK,O:BK250718C00087500,2025-07-18,C,87.5,2,13.5,13.5,0.707,3,20.0,14.0,11.269,3,20.0,14.0,11.269,9,82.798
2025-06-06,BK,O:BK250718C00090000,2025-07-18,C,90.0,7,42.86,22.0,61.548,12,40.0,24.0,48.011,12,40.0,24.0,48.011,9,82.798
2025-06-06,BK,O:BK250718C00092500,2025-07-18,C,92.5,7,45.57,21.0,61.798,11,50.64,36.0,50.652,11,50.64,36.0,50.652,9,82.798
2025-06-06,BK,O:BK250718C00095000,2025-07-18,C,95.0,5,193.6,71.0,275.782,11,132.55,60.0,200.215,11,132.55,60.0,200.215,9,82.798
2025-06-06,BK,O:BK250718C00097500,2025-07-18,C,97.5,2,107.5,107.5,94.045,6,131.0,131.0,100.938,6,131.0,131.0,100.938,9,82.798
2025-06-06,BK,O:BK250718P00080000,2025-07-18,P,80.0,2,18.5,18.5,4.95,5,28.6,16.0,26.68,5,28.6,16.0,26.68,9,82.798
2025-06-06,BK,O:BK250718P00082500,2025-07-18,P,82.5,1,15.0,15.0,0.0,2,13.0,13.0,2.828,2,13.0,13.0,2.828,9,82.798
2025-06-06,BK,O:BK250718P00085000,2025-07-18,P,85.0,3,23.67,26.0,4.041,3,23.67,26.0,4.041,3,23.67,26.0,4.041,9,82.798
2025-06-06,BK,O:BK250718P00087500,2025-07-18,P,87.5,4,32.75,23.5,25.63,6,25.67,16.0,22.686,6,25.67,16.0,22.686,9,82.798
2025-06-06,BK,O:BK250718P00090000,2025-07-18,P,90.0,4,17.25,16.0,2.5,8,17.38,16.0,3.777,8,17.38,16.0,3.777,9,82.798
2025-06-06,BK,O:BK250718P00092500,2025-07-18,P,92.5,2,14.0,14.0,2.828,2,14.0,14.0,2.828,2,14.0,14.0,2.828,9,82.798
2025-06-04,BOH,O:BOH250620P00065000,2025-06-20,P,65.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,9,25.341
2025-06-04,BOH,O:BOH250718C00070000,2025-07-18,C,70.0,4,17.75,10.5,14.841,6,15.5,10.5,12.029,8,38.25,11.5,66.149,9,25.341
2025-06-04,BOH,O:BOH250718P00065000,2025-07-18,P,65.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,3,88.33,50.0,98.277,9,25.341
2025-06-06,CMA,O:CMA250620C00050000,2025-06-20,C,50.0,1,15.0,15.0,0.0,2,15.0,15.0,0.0,3,23.33,15.0,14.434,9,54.456
2025-06-06,CMA,O:CMA250620C00052500,2025-06-20,C,52.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,3,19.33,12.0,14.468,9,54.456
2025-06-06,CMA,O:CMA250620C00055000,2025-06-20,C,55.0,4,15.0,12.0,7.394,6,13.83,12.0,6.08,7,13.57,12.0,5.593,9,54.456
2025-06-06,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,7,52.86,22.0,73.703,13,45.92,22.0,59.956,17,59.88,22.0,88.248,9,54.456
2025-06-06,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,8,83.5,20.5,129.843,14,92.93,21.0,161.06,23,66.09,19.0,128.769,9,54.456
2025-06-06,CMA,O:CMA250620P00045000,2025-06-20,P,45.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,9,54.456
2025-06-06,CMA,O:CMA250620P00050000,2025-06-20,P,50.0,1,29.0,29.0,0.0,2,33.0,33.0,5.657,8,23.38,21.0,10.967,9,54.456
2025-06-06,CMA,O:CMA250620P00055000,2025-06-20,P,55.0,2,23.5,23.5,10.607,5,28.6,21.0,18.663,7,26.29,21.0,16.49,9,54.456
2025-06-06,CMA,O:CMA250620P00057500,2025-06-20,P,57.5,6,14.83,13.5,3.817,8,14.25,13.5,3.495,11,16.82,14.0,7.481,9,54.456
2025-06-06,CMA,O:CMA250620P00060000,2025-06-20,P,60.0,2,19.0,19.0,4.243,3,19.33,20.0,3.055,4,17.0,18.0,5.292,9,54.456
2025-06-06,CMA,O:CMA250620P00062500,2025-06-20,P,62.5,3,16.33,10.0,10.97,3,16.33,10.0,10.97,4,14.75,10.0,9.5,9,54.456
2025-06-06,CMA,O:CMA250620P00065000,2025-06-20,P,65.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0,2,30.0,30.0,0.0,9,54.456
2025-06-06,CMA,O:CMA250620P00075000,2025-06-20,P,75.0,1,442.0,442.0,0.0,1,442.0,442.0,0.0,1,442.0,442.0,0.0,9,54.456
2025-06-06,CMA,O:CMA250718C00050000,2025-07-18,C,50.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,9,54.456
2025-06-06,CMA,O:CMA250718C00052500,2025-07-18,C,52.5,3,15.33,16.0,5.033,3,15.33,16.0,5.033,4,26.75,18.0,23.2,9,54.456
2025-06-06,CMA,O:CMA250718C00055000,2025-07-18,C,55.0,2,15.0,15.0,4.243,2,15.0,15.0,4.243,4,29.5,22.0,22.413,9,54.456
2025-06-06,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,4,41.0,30.5,35.749,7,33.0,23.0,27.725,12,32.5,26.0,23.126,9,54.456
2025-06-06,CMA,O:CMA250718C00060000,2025-07-18,C,60.0,3,30.0,21.0,23.812,6,25.33,21.5,17.131,10,29.6,21.5,21.428,9,54.456
2025-06-06,CMA,O:CMA250718C00062500,2025-07-18,C,62.5,4,29.0,26.5,10.231,9,96.67,26.0,188.084,11,80.91,23.0,171.841,9,54.456
2025-06-06,CMA,O:CMA250718C00065000,2025-07-18,C,65.0,1,15.0,15.0,0.0,3,346.0,15.0,574.175,5,232.8,25.0,435.416,9,54.456
2025-06-06,CMA,O:CMA250718P00052500,2025-07-18,P,52.5,1,10.0,10.0,0.0,6,15.67,16.5,3.266,8,17.25,16.5,7.573,9,54.456
2025-06-06,CMA,O:CMA250718P00055000,2025-07-18,P,55.0,3,24.33,13.0,22.279,5,27.4,22.0,17.771,6,24.5,17.5,17.41,9,54.456
2025-06-06,CMA,O:CMA250718P00060000,2025-07-18,P,60.0,3,13.0,10.0,5.196,4,22.25,14.5,18.98,5,111.8,19.0,200.913,9,54.456
2025-06-06,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,3,35.67,10.0,44.456,4,32.25,16.0,36.936,5,28.8,15.0,32.904,9,54.456
2025-06-06,CMA,O:CMA250718P00065000,2025-07-18,P,65.0,2,22.0,22.0,11.314,2,22.0,22.0,11.314,2,22.0,22.0,11.314,9,54.456
2025-06-06,FHN,O:FHN250620C00015000,2025-06-20,C,15.0,1,20.0,20.0,0.0,2,20.0,20.0,0.0,2,20.0,20.0,0.0,9,479.6085
2025-06-06,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,3,740.33,910.0,662.012,11,585.45,910.0,537.313,15,606.67,505.0,622.168,9,479.6085
2025-06-06,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,6,887.0,39.0,2092.409,15,988.13,69.0,1468.273,17,875.47,51.0,1409.787,9,479.6085
2025-06-06,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,2,93.0,93.0,76.368,9,1443.89,147.0,2156.325,9,1443.89,147.0,2156.325,9,479.6085
2025-06-06,FHN,O:FHN250620P00018000,2025-06-20,P,18.0,1,20.0,20.0,0.0,2,15.0,15.0,7.071,3,17.33,20.0,6.429,9,479.6085
2025-06-06,FHN,O:FHN250620P00019000,2025-06-20,P,19.0,1,13.0,13.0,0.0,5,236.4,21.0,476.715,5,236.4,21.0,476.715,9,479.6085
2025-06-06,FHN,O:FHN250620P00020000,2025-06-20,P,20.0,1,38.0,38.0,0.0,4,31.25,28.5,16.215,4,31.25,28.5,16.215,9,479.6085
2025-06-06,FHN,O:FHN250620P00021000,2025-06-20,P,21.0,1,10.0,10.0,0.0,5,35.6,32.0,19.527,5,35.6,32.0,19.527,9,479.6085
2025-06-06,FHN,O:FHN250718C00020000,2025-07-18,C,20.0,4,127.0,30.0,207.958,6,90.83,18.5,170.564,6,90.83,18.5,170.564,9,479.6085
2025-06-06,FHN,O:FHN250718C00021000,2025-07-18,C,21.0,3,433.0,299.0,422.259,4,331.5,196.5,400.097,4,331.5,196.5,400.097,9,479.6085
2025-06-06,FHN,O:FHN250718C00022000,2025-07-18,C,22.0,1,16.0,16.0,0.0,2,30.0,30.0,19.799,2,30.0,30.0,19.799,9,479.6085
2025-06-06,FHN,O:FHN250718C00023000,2025-07-18,C,23.0,1,47.0,47.0,0.0,1,47.0,47.0,0.0,1,47.0,47.0,0.0,9,479.6085
2025-06-06,FHN,O:FHN250718P00018000,2025-07-18,P,18.0,3,50.0,11.0,68.418,4,50.25,31.0,55.865,4,50.25,31.0,55.865,9,479.6085
2025-06-06,FHN,O:FHN250718P00019000,2025-07-18,P,19.0,1,28.0,28.0,0.0,1,28.0,28.0,0.0,1,28.0,28.0,0.0,9,479.6085
2025-06-06,FHN,O:FHN250718P00020000,2025-07-18,P,20.0,2,15.5,15.5,7.778,3,14.33,12.0,5.859,3,14.33,12.0,5.859,9,479.6085
2025-06-06,FHN,O:FHN250718P00022000,2025-07-18,P,22.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,9,479.6085
2025-06-06,FITB,O:FITB250620C00038000,2025-06-20,C,38.0,1,21.0,21.0,0.0,3,33.67,21.0,28.219,9,26.11,14.0,22.751,9,187.526
2025-06-06,FITB,O:FITB250620C00039000,2025-06-20,C,39.0,6,53.17,43.5,44.047,11,90.09,37.0,157.52,15,109.13,37.0,160.766,9,187.526
2025-06-06,FITB,O:FITB250620C00040000,2025-06-20,C,40.0,2,17.0,17.0,8.485,11,67.27,23.0,129.639,22,524.27,41.5,2129.942,9,187.526
2025-06-06,FITB,O:FITB250620C00041000,2025-06-20,C,41.0,1,11.0,11.0,0.0,8,118.38,40.0,200.418,9,106.33,30.0,190.923,9,187.526
2025-06-06,FITB,O:FITB250620C00045000,2025-06-20,C,45.0,1,11.0,11.0,0.0,2,10.5,10.5,0.707,3,18.67,11.0,14.154,9,187.526
2025-06-06,FITB,O:FITB250620P00030000,2025-06-20,P,30.0,1,10.0,10.0,0.0,2,15.0,15.0,7.071,8,30.88,17.5,33.237,9,187.526
2025-06-06,FITB,O:FITB250620P00035000,2025-06-20,P,35.0,2,1004.5,1004.5,4.95,5,413.8,40.0,539.378,18,167.61,38.5,319.542,9,187.526
2025-06-06,FITB,O:FITB250620P00036000,2025-06-20,P,36.0,1,11.0,11.0,0.0,2,14.0,14.0,4.243,3,21.67,17.0,13.614,9,187.526
2025-06-06,FITB,O:FITB250620P00037000,2025-06-20,P,37.0,1,10.0,10.0,0.0,3,14.33,10.0,7.506,6,27.33,18.0,26.074,9,187.526
2025-06-06,FITB,O:FITB250620P00038000,2025-06-20,P,38.0,1,10.0,10.0,0.0,2,25.0,25.0,21.213,3,23.33,20.0,15.275,9,187.526
2025-06-06,FITB,O:FITB250620P00039000,2025-06-20,P,39.0,1,28.0,28.0,0.0,5,23.8,23.0,5.495,5,23.8,23.0,5.495,9,187.526
2025-06-06,FITB,O:FITB250620P00040000,2025-06-20,P,40.0,1,10.0,10.0,0.0,3,12.0,10.0,3.464,7,22.29,24.0,11.116,9,187.526
2025-06-06,FITB,O:FITB250718C00037000,2025-07-18,C,37.0,1,15.0,15.0,0.0,2,17.5,17.5,3.536,2,17.5,17.5,3.536,9,187.526
2025-06-06,FITB,O:FITB250718C00038000,2025-07-18,C,38.0,1,25.0,25.0,0.0,2,50.0,50.0,35.355,2,50.0,50.0,35.355,9,187.526
2025-06-06,FITB,O:FITB250718C00039000,2025-07-18,C,39.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,9,187.526
2025-06-06,FITB,O:FITB250718C00040000,2025-07-18,C,40.0,4,49.0,45.0,43.528,4,49.0,45.0,43.528,4,49.0,45.0,43.528,9,187.526
2025-06-06,FITB,O:FITB250718C00041000,2025-07-18,C,41.0,4,166.0,125.0,162.505,7,105.71,50.0,137.886,7,105.71,50.0,137.886,9,187.526
2025-06-06,FITB,O:FITB250718C00042000,2025-07-18,C,42.0,2,19.0,19.0,12.728,4,16.5,14.0,8.544,4,16.5,14.0,8.544,9,187.526
2025-06-06,FITB,O:FITB250718C00043000,2025-07-18,C,43.0,1,26.0,26.0,0.0,3,31.67,26.0,12.503,3,31.67,26.0,12.503,9,187.526
2025-06-06,FITB,O:FITB250718P00033000,2025-07-18,P,33.0,1,70.0,70.0,0.0,1,70.0,70.0,0.0,1,70.0,70.0,0.0,9,187.526
2025-06-06,FITB,O:FITB250718P00034000,2025-07-18,P,34.0,2,25.5,25.5,2.121,2,25.5,25.5,2.121,2,25.5,25.5,2.121,9,187.526
2025-06-06,FITB,O:FITB250718P00035000,2025-07-18,P,35.0,1,30.0,30.0,0.0,2,30.0,30.0,0.0,2,30.0,30.0,0.0,9,187.526
2025-06-06,FITB,O:FITB250718P00036000,2025-07-18,P,36.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,9,187.526
2025-06-06,FITB,O:FITB250718P00037000,2025-07-18,P,37.0,2,50.0,50.0,0.0,2,50.0,50.0,0.0,2,50.0,50.0,0.0,9,187.526
2025-06-06,FITB,O:FITB250718P00039000,2025-07-18,P,39.0,1,40.0,40.0,0.0,1,40.0,40.0,0.0,1,40.0,40.0,0.0,9,187.526
2025-06-06,HBAN,O:HBAN250620C00013000,2025-06-20,C,13.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,2,15.0,15.0,0.0,9,555.2625
2025-06-06,HBAN,O:HBAN250620C00015000,2025-06-20,C,15.0,1,14.0,14.0,0.0,8,35.0,27.0,22.928,18,77.5,34.5,183.136,9,555.2625
2025-06-06,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,9,130.0,53.0,221.975,19,173.68,53.0,267.46,28,130.29,44.5,228.105,9,555.2625
2025-06-06,HBAN,O:HBAN250620C00017000,2025-06-20,C,17.0,2,10.0,10.0,0.0,9,725.44,28.0,1661.787,12,556.92,28.0,1449.891,9,555.2625
2025-06-06,HBAN,O:HBAN250620P00014000,2025-06-20,P,14.0,1,20.0,20.0,0.0,3,33.33,20.0,28.449,6,28.67,22.0,18.843,9,555.2625
2025-06-06,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,6,360.0,29.5,806.05,12,805.0,118.5,993.742,14,715.93,118.5,943.783,9,555.2625
2025-06-06,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,3,826.67,725.0,866.982,12,309.92,26.5,561.373,13,287.23,22.0,543.662,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00012000,2025-07-18,C,12.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,2,15.0,15.0,0.0,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00014000,2025-07-18,C,14.0,1,51.0,51.0,0.0,1,51.0,51.0,0.0,9,20.22,14.0,14.069,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00015000,2025-07-18,C,15.0,4,72.5,14.0,119.684,6,52.83,14.0,97.598,22,37.95,16.0,53.528,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00016000,2025-07-18,C,16.0,5,49.6,53.0,29.356,16,72.13,40.5,121.217,33,66.76,38.0,112.006,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00017000,2025-07-18,C,17.0,5,138.8,141.0,80.347,11,160.91,90.0,199.767,24,94.21,36.5,148.319,9,555.2625
2025-06-06,HBAN,O:HBAN250718C00018000,2025-07-18,C,18.0,1,19.0,19.0,0.0,4,41.25,22.0,40.558,7,47.0,24.0,34.962,9,555.2625
2025-06-06,HBAN,O:HBAN250718P00013000,2025-07-18,P,13.0,2,20.0,20.0,14.142,4,29.0,22.5,22.964,5,35.4,30.0,24.501,9,555.2625
2025-06-06,HBAN,O:HBAN250718P00014000,2025-07-18,P,14.0,3,14.0,12.0,3.464,8,29.75,15.0,31.171,11,26.91,18.0,26.808,9,555.2625
2025-06-06,HBAN,O:HBAN250718P00016000,2025-07-18,P,16.0,4,26.75,24.0,13.2,10,58.4,43.0,59.272,11,54.27,43.0,57.872,9,555.2625
2025-06-06,HBAN,O:HBAN250718P00017000,2025-07-18,P,17.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,2,39.0,39.0,38.184,9,555.2625
2025-06-06,KEY,O:KEY250613C00014500,2025-06-13,C,14.5,1,19.0,19.0,0.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0,9,92.053
2025-06-06,KEY,O:KEY250613C00015000,2025-06-13,C,15.0,2,15.0,15.0,7.071,3,30.0,20.0,26.458,3,30.0,20.0,26.458,9,92.053
2025-06-06,KEY,O:KEY250613C00015500,2025-06-13,C,15.5,3,22.33,15.0,16.289,6,21.0,18.0,11.883,7,71.29,21.0,133.485,9,92.053
2025-06-06,KEY,O:KEY250613C00016000,2025-06-13,C,16.0,5,74.4,46.0,82.458,9,50.89,32.0,65.097,9,50.89,32.0,65.097,9,92.053
2025-06-06,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,7,84.0,25.0,113.477,12,70.25,20.5,93.989,13,67.08,25.0,90.712,9,92.053
2025-06-06,KEY,O:KEY250613C00017000,2025-06-13,C,17.0,2,18.5,18.5,12.021,5,21.4,16.0,12.7,6,23.17,21.5,12.156,9,92.053
2025-06-06,KEY,O:KEY250613C00017500,2025-06-13,C,17.5,5,41.0,23.0,48.678,10,585.3,32.0,1665.275,11,534.73,30.0,1588.698,9,92.053
