max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,anomaly_category,anomaly_volume
2025-06-06,BANC,O:BANC250620C00015000,2025-06-20,C,15.0,3,48.67,38.0,44.959,10,103.1,50.0,146.481,11,95.0,44.0,141.537,9,462.81399999999996
2025-06-06,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,6,456.5,300.0,542.669,9,1690.67,400.0,2585.58,9,1690.67,400.0,2585.58,9,462.81399999999996
2025-06-06,BANC,O:BANC250718C00015000,2025-07-18,C,15.0,2,22.0,22.0,12.728,6,189.0,118.0,216.43,12,110.5,34.5,167.995,9,462.81399999999996
2025-06-06,BANC,O:BANC250718P00012500,2025-07-18,P,12.5,2,448.0,448.0,67.882,3,800.0,496.0,611.568,7,359.43,41.0,542.765,9,462.81399999999996
2025-06-06,BK,O:BK250613C00086000,2025-06-13,C,86.0,1,16.0,16.0,0.0,3,12.0,10.0,3.464,3,12.0,10.0,3.464,9,82.798
2025-06-06,BK,O:BK250613C00088000,2025-06-13,C,88.0,1,64.0,64.0,0.0,4,31.0,25.0,26.153,4,31.0,25.0,26.153,9,82.798
2025-06-06,BK,O:BK250613C00089000,2025-06-13,C,89.0,3,23.0,22.0,8.544,8,22.13,19.0,10.035,8,22.13,19.0,10.035,9,82.798
2025-06-06,BK,O:BK250613C00090000,2025-06-13,C,90.0,1,18.0,18.0,0.0,5,21.4,22.0,8.706,6,27.67,22.5,17.212,9,82.798
2025-06-06,BK,O:BK250613C00091000,2025-06-13,C,91.0,1,20.0,20.0,0.0,2,21.0,21.0,1.414,2,21.0,21.0,1.414,9,82.798
2025-06-06,BK,O:BK250613C00092000,2025-06-13,C,92.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,9,82.798
2025-06-06,BK,O:BK250613P00086000,2025-06-13,P,86.0,1,13.0,13.0,0.0,2,11.5,11.5,2.121,2,11.5,11.5,2.121,9,82.798
2025-06-06,BK,O:BK250613P00087000,2025-06-13,P,87.0,1,12.0,12.0,0.0,3,12.67,12.0,3.055,3,12.67,12.0,3.055,9,82.798
2025-06-06,BK,O:BK250613P00088000,2025-06-13,P,88.0,1,97.0,97.0,0.0,5,28.6,10.0,38.325,5,28.6,10.0,38.325,9,82.798
2025-06-06,BK,O:BK250613P00089000,2025-06-13,P,89.0,1,14.0,14.0,0.0,3,13.33,14.0,3.055,3,13.33,14.0,3.055,9,82.798
2025-06-06,BK,O:BK250613P00090000,2025-06-13,P,90.0,1,80.0,80.0,0.0,3,35.33,16.0,38.799,3,35.33,16.0,38.799,9,82.798
2025-06-06,BK,O:BK250613P00092000,2025-06-13,P,92.0,2,63.5,63.5,72.832,4,36.75,11.0,52.175,4,36.75,11.0,52.175,9,82.798
2025-06-06,BK,O:BK250620C00070000,2025-06-20,C,70.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,5,41.4,28.0,34.188,9,82.798
2025-06-06,BK,O:BK250620C00080000,2025-06-20,C,80.0,1,20.0,20.0,0.0,3,14.33,13.0,5.132,20,43.0,21.0,61.087,9,82.798
2025-06-06,BK,O:BK250620C00085000,2025-06-20,C,85.0,1,11.0,11.0,0.0,7,35.0,45.0,18.376,26,43.0,39.0,31.548,9,82.798
2025-06-06,BK,O:BK250620C00087500,2025-06-20,C,87.5,3,12.67,11.0,2.887,9,37.0,31.0,29.215,21,59.43,33.0,93.658,9,82.798
2025-06-06,BK,O:BK250620C00089000,2025-06-20,C,89.0,2,11.0,11.0,1.414,4,15.5,15.5,5.323,4,15.5,15.5,5.323,9,82.798
2025-06-06,BK,O:BK250620C00090000,2025-06-20,C,90.0,5,20.8,16.0,12.276,16,64.0,37.0,81.255,22,51.45,25.5,71.882,9,82.798
2025-06-06,BK,O:BK250620C00091000,2025-06-20,C,91.0,3,37.0,20.0,32.97,4,31.0,18.0,29.473,4,31.0,18.0,29.473,9,82.798
2025-06-06,BK,O:BK250620C00092000,2025-06-20,C,92.0,2,28.5,28.5,24.749,3,30.33,34.0,17.786,3,30.33,34.0,17.786,9,82.798
2025-06-06,BK,O:BK250620C00092500,2025-06-20,C,92.5,3,53.33,32.0,46.801,11,43.18,22.0,51.915,16,40.31,28.0,43.257,9,82.798
2025-06-06,BK,O:BK250620C00093000,2025-06-20,C,93.0,1,20.0,20.0,0.0,2,17.0,17.0,4.243,2,17.0,17.0,4.243,9,82.798
2025-06-06,BK,O:BK250620C00094000,2025-06-20,C,94.0,4,86.0,88.0,49.383,5,83.4,75.0,43.16,5,83.4,75.0,43.16,9,82.798
2025-06-06,BK,O:BK250620C00095000,2025-06-20,C,95.0,1,386.0,386.0,0.0,7,81.14,23.0,136.182,10,89.6,35.0,130.312,9,82.798
2025-06-06,BK,O:BK250620P00067500,2025-06-20,P,67.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,4,24.5,25.5,10.847,9,82.798
2025-06-06,BK,O:BK250620P00075000,2025-06-20,P,75.0,1,18.0,18.0,0.0,3,20.67,18.0,7.371,18,40.72,31.5,28.553,9,82.798
2025-06-06,BK,O:BK250620P00080000,2025-06-20,P,80.0,2,16.0,16.0,8.485,4,14.5,13.0,5.26,10,46.4,33.0,37.672,9,82.798
2025-06-06,BK,O:BK250620P00082500,2025-06-20,P,82.5,1,13.0,13.0,0.0,4,20.75,18.0,12.176,10,42.7,19.0,51.835,9,82.798
2025-06-06,BK,O:BK250620P00085000,2025-06-20,P,85.0,1,672.0,672.0,0.0,11,261.18,76.0,406.133,12,243.75,64.0,391.912,9,82.798
2025-06-06,BK,O:BK250620P00086000,2025-06-20,P,86.0,1,11.0,11.0,0.0,4,10.25,10.0,0.5,4,10.25,10.0,0.5,9,82.798
2025-06-06,BK,O:BK250620P00087000,2025-06-20,P,87.0,1,18.0,18.0,0.0,3,44.67,18.0,47.931,3,44.67,18.0,47.931,9,82.798
2025-06-06,BK,O:BK250620P00087500,2025-06-20,P,87.5,4,27.0,25.0,16.693,12,28.67,23.0,23.031,14,26.36,20.0,22.006,9,82.798
2025-06-06,BK,O:BK250620P00088000,2025-06-20,P,88.0,1,17.0,17.0,0.0,4,20.25,18.5,6.946,4,20.25,18.5,6.946,9,82.798
2025-06-06,BK,O:BK250620P00089000,2025-06-20,P,89.0,1,13.0,13.0,0.0,5,18.4,19.0,4.45,5,18.4,19.0,4.45,9,82.798
2025-06-06,BK,O:BK250620P00090000,2025-06-20,P,90.0,2,13.0,13.0,4.243,9,28.11,29.0,16.128,12,25.0,20.5,15.255,9,82.798
2025-06-06,BK,O:BK250620P00091000,2025-06-20,P,91.0,1,26.0,26.0,0.0,3,16.0,12.0,8.718,3,16.0,12.0,8.718,9,82.798
2025-06-06,BK,O:BK250620P00093000,2025-06-20,P,93.0,1,14.0,14.0,0.0,4,11.5,11.0,1.915,4,11.5,11.0,1.915,9,82.798
2025-06-06,BK,O:BK250620P00095000,2025-06-20,P,95.0,1,63.0,63.0,0.0,3,55.33,63.0,20.599,3,55.33,63.0,20.599,9,82.798
2025-06-06,BK,O:BK250627C00086000,2025-06-27,C,86.0,1,18.0,18.0,0.0,2,19.0,19.0,1.414,2,19.0,19.0,1.414,9,82.798
2025-06-06,BK,O:BK250627C00087000,2025-06-27,C,87.0,1,20.0,20.0,0.0,4,20.0,20.0,8.165,4,20.0,20.0,8.165,9,82.798
2025-06-06,BK,O:BK250627C00090000,2025-06-27,C,90.0,1,26.0,26.0,0.0,2,18.5,18.5,10.607,2,18.5,18.5,10.607,9,82.798
2025-06-06,BK,O:BK250627C00095000,2025-06-27,C,95.0,1,30.0,30.0,0.0,2,20.0,20.0,14.142,2,20.0,20.0,14.142,9,82.798
2025-06-06,BK,O:BK250627P00080000,2025-06-27,P,80.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,9,82.798
2025-06-06,BK,O:BK250627P00090000,2025-06-27,P,90.0,1,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,9,82.798
2025-06-06,BK,O:BK250703C00085000,2025-07-03,C,85.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,9,82.798
2025-06-06,BK,O:BK250703C00100000,2025-07-03,C,100.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,9,82.798
2025-06-06,BK,O:BK250703P00081000,2025-07-03,P,81.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0,9,82.798
2025-06-06,BK,O:BK250703P00088000,2025-07-03,P,88.0,1,46.0,46.0,0.0,2,28.0,28.0,25.456,2,28.0,28.0,25.456,9,82.798
2025-06-06,BK,O:BK250703P00093000,2025-07-03,P,93.0,1,14.0,14.0,0.0,3,11.33,10.0,2.309,3,11.33,10.0,2.309,9,82.798
2025-06-06,BK,O:BK250703P00094000,2025-07-03,P,94.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0,9,82.798
