min_data_date,max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,last_100_count,last_100_avg_volume,last_100_median_volume,last_100_std_volume
2025-01-14,2025-06-06,BK,O:BK250627P00085000,2025-06-27,P,85.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00086000,2025-06-27,P,86.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00087000,2025-06-27,P,87.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00088000,2025-06-27,P,88.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00089000,2025-06-27,P,89.0,1,45.0,45.0,0.0,1,45.0,45.0,0.0,1,45.0,45.0,0.0,1,45.0,45.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00090000,2025-06-27,P,90.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00091000,2025-06-27,P,91.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00092000,2025-06-27,P,92.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00093000,2025-06-27,P,93.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0,3,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250627P00097000,2025-06-27,P,97.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703C00085000,2025-07-03,C,85.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703C00100000,2025-07-03,C,100.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703P00081000,2025-07-03,P,81.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703P00088000,2025-07-03,P,88.0,1,46.0,46.0,0.0,1,46.0,46.0,0.0,1,46.0,46.0,0.0,1,46.0,46.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703P00093000,2025-07-03,P,93.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0
2025-01-14,2025-06-06,BK,O:BK250703P00094000,2025-07-03,P,94.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0,1,19.0,19.0,0.0
2025-01-14,2025-06-06,BK,O:BK250711C00090000,2025-07-11,C,90.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250711C00091000,2025-07-11,C,91.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0
2025-01-14,2025-06-06,BK,O:BK250711P00091000,2025-07-11,P,91.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,BK,O:BK250711P00092000,2025-07-11,P,92.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0
2025-01-15,2025-05-08,BKU,O:BKU250221C00040000,2025-02-21,C,40.0,3,27.0,34.0,13.0,3,27.0,34.0,13.0,3,27.0,34.0,13.0,3,27.0,34.0,13.0
2025-01-15,2025-05-08,BKU,O:BKU250221P00040000,2025-02-21,P,40.0,2,15.0,15.0,7.071,2,15.0,15.0,7.071,2,15.0,15.0,7.071,2,15.0,15.0,7.071
2025-01-15,2025-05-08,BKU,O:BKU250321P00040000,2025-03-21,P,40.0,7,34.29,10.0,41.975,7,34.29,10.0,41.975,7,34.29,10.0,41.975,7,34.29,10.0,41.975
2025-01-15,2025-05-08,BKU,O:BKU250417C00030000,2025-04-17,C,30.0,2,35.0,35.0,21.213,2,35.0,35.0,21.213,2,35.0,35.0,21.213,2,35.0,35.0,21.213
2025-01-15,2025-05-08,BKU,O:BKU250516C00030000,2025-05-16,C,30.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-15,2025-05-08,BKU,O:BKU250516C00035000,2025-05-16,C,35.0,2,13.5,13.5,0.707,2,13.5,13.5,0.707,2,13.5,13.5,0.707,2,13.5,13.5,0.707
2025-01-15,2025-05-08,BKU,O:BKU250516C00040000,2025-05-16,C,40.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250117C00070000,2025-01-17,C,70.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250221C00065000,2025-02-21,C,65.0,3,16.0,17.0,2.646,5,82.6,18.0,140.699,5,82.6,18.0,140.699,5,82.6,18.0,140.699
2025-01-14,2025-05-27,BOH,O:BOH250221C00070000,2025-02-21,C,70.0,3,17.33,17.0,4.509,6,82.33,27.0,129.603,6,82.33,27.0,129.603,6,82.33,27.0,129.603
2025-01-14,2025-05-27,BOH,O:BOH250221C00075000,2025-02-21,C,75.0,1,11.0,11.0,0.0,2,12.0,12.0,1.414,2,12.0,12.0,1.414,2,12.0,12.0,1.414
2025-01-14,2025-05-27,BOH,O:BOH250221C00080000,2025-02-21,C,80.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250221C00090000,2025-02-21,C,90.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250221C00095000,2025-02-21,C,95.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250221P00055000,2025-02-21,P,55.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250221P00060000,2025-02-21,P,60.0,3,25.33,22.0,17.243,3,25.33,22.0,17.243,3,25.33,22.0,17.243,3,25.33,22.0,17.243
2025-01-14,2025-05-27,BOH,O:BOH250221P00070000,2025-02-21,P,70.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250321C00075000,2025-03-21,C,75.0,4,59.0,58.5,50.813,4,59.0,58.5,50.813,4,59.0,58.5,50.813,4,59.0,58.5,50.813
2025-01-14,2025-05-27,BOH,O:BOH250321P00060000,2025-03-21,P,60.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250321P00070000,2025-03-21,P,70.0,4,65.0,65.0,40.415,5,54.0,30.0,42.778,5,54.0,30.0,42.778,5,54.0,30.0,42.778
2025-01-14,2025-05-27,BOH,O:BOH250417C00060000,2025-04-17,C,60.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250417C00065000,2025-04-17,C,65.0,2,109.0,109.0,132.936,2,109.0,109.0,132.936,2,109.0,109.0,132.936,2,109.0,109.0,132.936
2025-01-14,2025-05-27,BOH,O:BOH250417C00070000,2025-04-17,C,70.0,3,55.67,28.0,64.143,3,55.67,28.0,64.143,3,55.67,28.0,64.143,3,55.67,28.0,64.143
2025-01-14,2025-05-27,BOH,O:BOH250417C00075000,2025-04-17,C,75.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250417C00085000,2025-04-17,C,85.0,1,10.0,10.0,0.0,2,15.5,15.5,7.778,2,15.5,15.5,7.778,2,15.5,15.5,7.778
2025-01-14,2025-05-27,BOH,O:BOH250417P00050000,2025-04-17,P,50.0,3,13.33,14.0,2.082,3,13.33,14.0,2.082,3,13.33,14.0,2.082,3,13.33,14.0,2.082
2025-01-14,2025-05-27,BOH,O:BOH250417P00060000,2025-04-17,P,60.0,2,14.5,14.5,3.536,2,14.5,14.5,3.536,2,14.5,14.5,3.536,2,14.5,14.5,3.536
2025-01-14,2025-05-27,BOH,O:BOH250417P00065000,2025-04-17,P,65.0,2,217.0,217.0,258.801,2,217.0,217.0,258.801,2,217.0,217.0,258.801,2,217.0,217.0,258.801
2025-01-14,2025-05-27,BOH,O:BOH250417P00070000,2025-04-17,P,70.0,1,13.0,13.0,0.0,2,81.5,81.5,96.874,2,81.5,81.5,96.874,2,81.5,81.5,96.874
2025-01-14,2025-05-27,BOH,O:BOH250516C00065000,2025-05-16,C,65.0,1,10.0,10.0,0.0,2,10.5,10.5,0.707,2,10.5,10.5,0.707,2,10.5,10.5,0.707
2025-01-14,2025-05-27,BOH,O:BOH250516C00070000,2025-05-16,C,70.0,2,13.0,13.0,4.243,2,13.0,13.0,4.243,3,12.0,10.0,3.464,3,12.0,10.0,3.464
2025-01-14,2025-05-27,BOH,O:BOH250516P00070000,2025-05-16,P,70.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250516P00075000,2025-05-16,P,75.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250620C00070000,2025-06-20,C,70.0,3,42.0,21.0,46.228,3,42.0,21.0,46.228,3,42.0,21.0,46.228,3,42.0,21.0,46.228
2025-01-14,2025-05-27,BOH,O:BOH250620C00075000,2025-06-20,C,75.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250620P00060000,2025-06-20,P,60.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-05-27,BOH,O:BOH250620P00065000,2025-06-20,P,65.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-04-04,BOKF,O:BOKF250221C00110000,2025-02-21,C,110.0,1,47.0,47.0,0.0,2,49.5,49.5,3.536,2,49.5,49.5,3.536,2,49.5,49.5,3.536
2025-01-14,2025-04-04,BOKF,O:BOKF250221C00115000,2025-02-21,C,115.0,3,27.0,26.0,2.646,3,27.0,26.0,2.646,3,27.0,26.0,2.646,3,27.0,26.0,2.646
2025-01-14,2025-04-04,BOKF,O:BOKF250221P00100000,2025-02-21,P,100.0,2,12.5,12.5,3.536,2,12.5,12.5,3.536,2,12.5,12.5,3.536,2,12.5,12.5,3.536
2025-01-14,2025-04-04,BOKF,O:BOKF250221P00105000,2025-02-21,P,105.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0
2025-01-14,2025-04-04,BOKF,O:BOKF250221P00110000,2025-02-21,P,110.0,3,25.67,25.0,10.017,3,25.67,25.0,10.017,3,25.67,25.0,10.017,3,25.67,25.0,10.017
2025-01-14,2025-04-04,BOKF,O:BOKF250321C00115000,2025-03-21,C,115.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-04-04,BOKF,O:BOKF250321C00125000,2025-03-21,C,125.0,1,55.0,55.0,0.0,1,55.0,55.0,0.0,1,55.0,55.0,0.0,1,55.0,55.0,0.0
2025-01-14,2025-04-04,BOKF,O:BOKF250417P00085000,2025-04-17,P,85.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-30,2025-02-20,BRKL,O:BRKL250221C00012500,2025-02-21,C,12.5,1,40.0,40.0,0.0,1,40.0,40.0,0.0,1,40.0,40.0,0.0,1,40.0,40.0,0.0
2025-01-30,2025-02-20,BRKL,O:BRKL250321C00012500,2025-03-21,C,12.5,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-03-11,2025-04-22,BUSE,O:BUSE250417C00020000,2025-04-17,C,20.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,2,256.5,256.5,344.361,2,256.5,256.5,344.361
2025-03-11,2025-04-22,BUSE,O:BUSE250516C00020000,2025-05-16,C,20.0,1,491.0,491.0,0.0,1,491.0,491.0,0.0,1,491.0,491.0,0.0,1,491.0,491.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250221C00035000,2025-02-21,C,35.0,1,109.0,109.0,0.0,1,109.0,109.0,0.0,1,109.0,109.0,0.0,1,109.0,109.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250221C00040000,2025-02-21,C,40.0,2,31.5,31.5,28.991,2,31.5,31.5,28.991,2,31.5,31.5,28.991,2,31.5,31.5,28.991
2025-01-15,2025-04-10,CADE,O:CADE250221C00050000,2025-02-21,C,50.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250221P00035000,2025-02-21,P,35.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250321C00040000,2025-03-21,C,40.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250321C00045000,2025-03-21,C,45.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250516C00030000,2025-05-16,C,30.0,1,38.0,38.0,0.0,1,38.0,38.0,0.0,1,38.0,38.0,0.0,1,38.0,38.0,0.0
2025-01-15,2025-04-10,CADE,O:CADE250516P00030000,2025-05-16,P,30.0,1,22.0,22.0,0.0,1,22.0,22.0,0.0,1,22.0,22.0,0.0,1,22.0,22.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250221C00080000,2025-02-21,C,80.0,1,30.0,30.0,0.0,2,30.0,30.0,0.0,2,30.0,30.0,0.0,2,30.0,30.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250221P00075000,2025-02-21,P,75.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250321P00075000,2025-03-21,P,75.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250516P00055000,2025-05-16,P,55.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250516P00060000,2025-05-16,P,60.0,2,10.0,10.0,0.0,3,13.67,10.0,6.351,3,13.67,10.0,6.351,3,13.67,10.0,6.351
2025-01-21,2025-05-20,CASH,O:CASH250516P00075000,2025-05-16,P,75.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-21,2025-05-20,CASH,O:CASH250620P00080000,2025-06-20,P,80.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0
2025-01-22,2025-04-22,CATY,O:CATY250221C00050000,2025-02-21,C,50.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0
2025-01-22,2025-04-22,CATY,O:CATY250516C00050000,2025-05-16,C,50.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-21,2025-01-21,CBSH,O:CBSH250221C00070000,2025-02-21,C,70.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0
2025-01-29,2025-04-22,CBU,O:CBU250221P00065000,2025-02-21,P,65.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-29,2025-04-22,CBU,O:CBU250417P00040000,2025-04-17,P,40.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0
2025-01-29,2025-04-22,CBU,O:CBU250516P00065000,2025-05-16,P,65.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0,1,14.0,14.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250321C00100000,2025-03-21,C,100.0,1,51.0,51.0,0.0,1,51.0,51.0,0.0,1,51.0,51.0,0.0,1,51.0,51.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250321C00105000,2025-03-21,C,105.0,1,23.0,23.0,0.0,1,23.0,23.0,0.0,1,23.0,23.0,0.0,1,23.0,23.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250417C00050000,2025-04-17,C,50.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250417C00090000,2025-04-17,C,90.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250417P00080000,2025-04-17,P,80.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250417P00085000,2025-04-17,P,85.0,2,49.5,49.5,44.548,2,49.5,49.5,44.548,2,49.5,49.5,44.548,2,49.5,49.5,44.548
2025-03-03,2025-06-05,CCB,O:CCB250516C00085000,2025-05-16,C,85.0,2,120.0,120.0,113.137,2,120.0,120.0,113.137,2,120.0,120.0,113.137,2,120.0,120.0,113.137
2025-03-03,2025-06-05,CCB,O:CCB250516C00090000,2025-05-16,C,90.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250516P00080000,2025-05-16,P,80.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250516P00090000,2025-05-16,P,90.0,1,200.0,200.0,0.0,1,200.0,200.0,0.0,1,200.0,200.0,0.0,1,200.0,200.0,0.0
2025-03-03,2025-06-05,CCB,O:CCB250620P00085000,2025-06-20,P,85.0,4,22.5,15.0,18.93,4,22.5,15.0,18.93,4,22.5,15.0,18.93,4,22.5,15.0,18.93
2025-01-14,2025-06-06,CFG,O:CFG250117C00037500,2025-01-17,C,37.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250117C00040000,2025-01-17,C,40.0,1,36.0,36.0,0.0,1,36.0,36.0,0.0,1,36.0,36.0,0.0,1,36.0,36.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250117C00042500,2025-01-17,C,42.5,3,49.0,30.0,41.869,3,49.0,30.0,41.869,3,49.0,30.0,41.869,3,49.0,30.0,41.869
2025-01-14,2025-06-06,CFG,O:CFG250117C00045000,2025-01-17,C,45.0,3,866.33,143.0,1258.05,3,866.33,143.0,1258.05,3,866.33,143.0,1258.05,3,866.33,143.0,1258.05
2025-01-14,2025-06-06,CFG,O:CFG250117C00047500,2025-01-17,C,47.5,3,304.67,241.0,168.761,3,304.67,241.0,168.761,3,304.67,241.0,168.761,3,304.67,241.0,168.761
2025-01-14,2025-06-06,CFG,O:CFG250117C00050000,2025-01-17,C,50.0,2,628.0,628.0,745.291,2,628.0,628.0,745.291,2,628.0,628.0,745.291,2,628.0,628.0,745.291
2025-01-14,2025-06-06,CFG,O:CFG250117P00040000,2025-01-17,P,40.0,2,36.0,36.0,26.87,2,36.0,36.0,26.87,2,36.0,36.0,26.87,2,36.0,36.0,26.87
2025-01-14,2025-06-06,CFG,O:CFG250117P00042500,2025-01-17,P,42.5,3,47.67,61.0,32.146,3,47.67,61.0,32.146,3,47.67,61.0,32.146,3,47.67,61.0,32.146
2025-01-14,2025-06-06,CFG,O:CFG250117P00045000,2025-01-17,P,45.0,3,180.0,30.0,274.662,3,180.0,30.0,274.662,3,180.0,30.0,274.662,3,180.0,30.0,274.662
2025-01-14,2025-06-06,CFG,O:CFG250117P00047500,2025-01-17,P,47.5,1,81.0,81.0,0.0,1,81.0,81.0,0.0,1,81.0,81.0,0.0,1,81.0,81.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221C00025000,2025-02-21,C,25.0,1,70.0,70.0,0.0,2,109.0,109.0,55.154,2,109.0,109.0,55.154,2,109.0,109.0,55.154
2025-01-14,2025-06-06,CFG,O:CFG250221C00030000,2025-02-21,C,30.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221C00032500,2025-02-21,C,32.5,1,172.0,172.0,0.0,1,172.0,172.0,0.0,1,172.0,172.0,0.0,1,172.0,172.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221C00035000,2025-02-21,C,35.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221C00037500,2025-02-21,C,37.5,3,542.33,116.0,772.452,3,542.33,116.0,772.452,3,542.33,116.0,772.452,3,542.33,116.0,772.452
2025-01-14,2025-06-06,CFG,O:CFG250221C00040000,2025-02-21,C,40.0,1,309.0,309.0,0.0,1,309.0,309.0,0.0,1,309.0,309.0,0.0,1,309.0,309.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221C00042500,2025-02-21,C,42.5,1,1401.0,1401.0,0.0,3,488.0,51.0,790.922,3,488.0,51.0,790.922,3,488.0,51.0,790.922
2025-01-14,2025-06-06,CFG,O:CFG250221C00045000,2025-02-21,C,45.0,3,31.33,30.0,2.309,9,75.11,33.0,109.693,13,77.08,45.0,90.904,13,77.08,45.0,90.904
2025-01-14,2025-06-06,CFG,O:CFG250221C00047500,2025-02-21,C,47.5,5,201.0,46.0,237.004,13,139.15,38.0,192.561,18,137.5,51.0,167.142,18,137.5,51.0,167.142
2025-01-14,2025-06-06,CFG,O:CFG250221C00050000,2025-02-21,C,50.0,5,51.6,31.0,40.072,15,248.27,61.0,537.382,18,227.28,71.0,491.405,18,227.28,71.0,491.405
2025-01-14,2025-06-06,CFG,O:CFG250221C00052500,2025-02-21,C,52.5,3,44.67,27.0,45.17,3,44.67,27.0,45.17,3,44.67,27.0,45.17,3,44.67,27.0,45.17
2025-01-14,2025-06-06,CFG,O:CFG250221C00055000,2025-02-21,C,55.0,4,34.75,32.5,26.018,4,34.75,32.5,26.018,4,34.75,32.5,26.018,4,34.75,32.5,26.018
2025-01-14,2025-06-06,CFG,O:CFG250221P00037500,2025-02-21,P,37.5,1,32.0,32.0,0.0,1,32.0,32.0,0.0,1,32.0,32.0,0.0,1,32.0,32.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250221P00040000,2025-02-21,P,40.0,2,44.5,44.5,43.134,2,44.5,44.5,43.134,4,166.5,81.0,218.022,4,166.5,81.0,218.022
2025-01-14,2025-06-06,CFG,O:CFG250221P00042500,2025-02-21,P,42.5,2,30.0,30.0,14.142,5,26.0,28.0,10.583,5,26.0,28.0,10.583,5,26.0,28.0,10.583
2025-01-14,2025-06-06,CFG,O:CFG250221P00045000,2025-02-21,P,45.0,3,29.67,19.0,23.861,13,54.0,45.0,42.243,15,53.27,45.0,39.322,15,53.27,45.0,39.322
2025-01-14,2025-06-06,CFG,O:CFG250221P00047500,2025-02-21,P,47.5,6,19.83,19.5,7.834,11,21.27,20.0,10.179,13,22.08,20.0,10.42,13,22.08,20.0,10.42
2025-01-14,2025-06-06,CFG,O:CFG250221P00050000,2025-02-21,P,50.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250321C00037500,2025-03-21,C,37.5,1,48.0,48.0,0.0,1,48.0,48.0,0.0,1,48.0,48.0,0.0,1,48.0,48.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250321C00040000,2025-03-21,C,40.0,7,56.29,40.0,56.237,7,56.29,40.0,56.237,7,56.29,40.0,56.237,7,56.29,40.0,56.237
2025-01-14,2025-06-06,CFG,O:CFG250321C00042500,2025-03-21,C,42.5,4,42.25,46.0,23.528,5,37.2,36.0,23.296,5,37.2,36.0,23.296,5,37.2,36.0,23.296
2025-01-14,2025-06-06,CFG,O:CFG250321C00045000,2025-03-21,C,45.0,5,68.2,51.0,37.03,12,99.75,44.5,132.621,12,99.75,44.5,132.621,12,99.75,44.5,132.621
2025-01-14,2025-06-06,CFG,O:CFG250321C00047500,2025-03-21,C,47.5,8,72.88,50.0,71.621,17,77.35,42.0,108.959,17,77.35,42.0,108.959,17,77.35,42.0,108.959
2025-01-14,2025-06-06,CFG,O:CFG250321C00050000,2025-03-21,C,50.0,2,610.5,610.5,655.488,12,311.75,81.5,600.737,14,273.14,67.0,561.291,14,273.14,67.0,561.291
2025-01-14,2025-06-06,CFG,O:CFG250321P00035000,2025-03-21,P,35.0,1,150.0,150.0,0.0,1,150.0,150.0,0.0,1,150.0,150.0,0.0,1,150.0,150.0,0.0
2025-01-14,2025-06-06,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,3,506.0,228.0,678.173,5,649.0,533.0,568.257,5,649.0,533.0,568.257,5,649.0,533.0,568.257
2025-01-14,2025-06-06,CFG,O:CFG250321P00040000,2025-03-21,P,40.0,7,149.57,55.0,175.327,11,113.73,52.0,145.986,11,113.73,52.0,145.986,11,113.73,52.0,145.986
2025-01-14,2025-06-06,CFG,O:CFG250321P00042500,2025-03-21,P,42.5,4,167.25,62.0,244.703,11,210.91,44.0,332.605,12,199.17,57.0,319.725,12,199.17,57.0,319.725
