min_data_date,max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,last_100_count,last_100_avg_volume,last_100_median_volume,last_100_std_volume
2025-01-14,2025-06-06,AX,O:AX250221C00067500,2025-02-21,C,67.5,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-14,2025-06-06,AX,O:AX250221C00070000,2025-02-21,C,70.0,2,25.5,25.5,20.506,3,22.0,15.0,15.716,3,22.0,15.0,15.716,3,22.0,15.0,15.716
2025-01-14,2025-06-06,AX,O:AX250221C00072500,2025-02-21,C,72.5,4,46.25,19.0,57.973,4,46.25,19.0,57.973,4,46.25,19.0,57.973,4,46.25,19.0,57.973
2025-01-14,2025-06-06,AX,O:AX250221C00075000,2025-02-21,C,75.0,3,23.33,20.0,15.275,6,28.33,19.5,22.079,6,28.33,19.5,22.079,6,28.33,19.5,22.079
2025-01-14,2025-06-06,AX,O:AX250221C00077500,2025-02-21,C,77.5,2,56.0,56.0,62.225,2,56.0,56.0,62.225,2,56.0,56.0,62.225,2,56.0,56.0,62.225
2025-01-14,2025-06-06,AX,O:AX250221C00080000,2025-02-21,C,80.0,6,22.33,20.5,11.094,7,20.71,16.0,10.996,7,20.71,16.0,10.996,7,20.71,16.0,10.996
2025-01-14,2025-06-06,AX,O:AX250221C00082500,2025-02-21,C,82.5,1,50.0,50.0,0.0,4,28.25,26.5,18.945,4,28.25,26.5,18.945,4,28.25,26.5,18.945
2025-01-14,2025-06-06,AX,O:AX250221C00085000,2025-02-21,C,85.0,4,39.0,18.0,47.546,4,39.0,18.0,47.546,4,39.0,18.0,47.546,4,39.0,18.0,47.546
2025-01-14,2025-06-06,AX,O:AX250221P00055000,2025-02-21,P,55.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0
2025-01-14,2025-06-06,AX,O:AX250221P00057500,2025-02-21,P,57.5,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0
2025-01-14,2025-06-06,AX,O:AX250221P00060000,2025-02-21,P,60.0,5,48.8,20.0,58.87,6,57.33,35.5,56.652,6,57.33,35.5,56.652,6,57.33,35.5,56.652
2025-01-14,2025-06-06,AX,O:AX250221P00062500,2025-02-21,P,62.5,1,20.0,20.0,0.0,7,21.29,20.0,13.805,8,26.0,20.0,18.47,8,26.0,20.0,18.47
2025-01-14,2025-06-06,AX,O:AX250221P00065000,2025-02-21,P,65.0,2,61.5,61.5,71.418,2,61.5,61.5,71.418,2,61.5,61.5,71.418,2,61.5,61.5,71.418
2025-01-14,2025-06-06,AX,O:AX250221P00067500,2025-02-21,P,67.5,2,52.0,52.0,2.828,4,72.0,60.0,31.411,5,60.2,54.0,37.897,5,60.2,54.0,37.897
2025-01-14,2025-06-06,AX,O:AX250221P00070000,2025-02-21,P,70.0,2,31.5,31.5,30.406,2,31.5,31.5,30.406,2,31.5,31.5,30.406,2,31.5,31.5,30.406
2025-01-14,2025-06-06,AX,O:AX250221P00072500,2025-02-21,P,72.5,2,19.5,19.5,0.707,2,19.5,19.5,0.707,2,19.5,19.5,0.707,2,19.5,19.5,0.707
2025-01-14,2025-06-06,AX,O:AX250221P00075000,2025-02-21,P,75.0,1,15.0,15.0,0.0,3,13.33,15.0,2.887,3,13.33,15.0,2.887,3,13.33,15.0,2.887
2025-01-14,2025-06-06,AX,O:AX250221P00080000,2025-02-21,P,80.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0
2025-01-14,2025-06-06,AX,O:AX250221P00082500,2025-02-21,P,82.5,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0
2025-01-14,2025-06-06,AX,O:AX250321C00062500,2025-03-21,C,62.5,2,69.0,69.0,80.61,2,69.0,69.0,80.61,2,69.0,69.0,80.61,2,69.0,69.0,80.61
2025-01-14,2025-06-06,AX,O:AX250321C00065000,2025-03-21,C,65.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0
2025-01-14,2025-06-06,AX,O:AX250321C00067500,2025-03-21,C,67.5,2,19.0,19.0,8.485,3,22.33,25.0,8.327,3,22.33,25.0,8.327,3,22.33,25.0,8.327
2025-01-14,2025-06-06,AX,O:AX250321C00070000,2025-03-21,C,70.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0,1,26.0,26.0,0.0
2025-01-14,2025-06-06,AX,O:AX250321C00072500,2025-03-21,C,72.5,2,15.5,15.5,4.95,2,15.5,15.5,4.95,2,15.5,15.5,4.95,2,15.5,15.5,4.95
2025-01-14,2025-06-06,AX,O:AX250321C00075000,2025-03-21,C,75.0,2,105.5,105.5,133.643,2,105.5,105.5,133.643,2,105.5,105.5,133.643,2,105.5,105.5,133.643
2025-01-14,2025-06-06,AX,O:AX250321C00077500,2025-03-21,C,77.5,2,20.5,20.5,0.707,2,20.5,20.5,0.707,2,20.5,20.5,0.707,2,20.5,20.5,0.707
2025-01-14,2025-06-06,AX,O:AX250321P00057500,2025-03-21,P,57.5,2,75.5,75.5,34.648,2,75.5,75.5,34.648,2,75.5,75.5,34.648,2,75.5,75.5,34.648
2025-01-14,2025-06-06,AX,O:AX250321P00062500,2025-03-21,P,62.5,3,143.0,126.0,126.361,3,143.0,126.0,126.361,3,143.0,126.0,126.361,3,143.0,126.0,126.361
2025-01-14,2025-06-06,AX,O:AX250321P00065000,2025-03-21,P,65.0,3,23.33,21.0,4.933,3,23.33,21.0,4.933,3,23.33,21.0,4.933,3,23.33,21.0,4.933
2025-01-14,2025-06-06,AX,O:AX250321P00067500,2025-03-21,P,67.5,1,44.0,44.0,0.0,1,44.0,44.0,0.0,1,44.0,44.0,0.0,1,44.0,44.0,0.0
2025-01-14,2025-06-06,AX,O:AX250321P00072500,2025-03-21,P,72.5,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0
2025-01-14,2025-06-06,AX,O:AX250321P00075000,2025-03-21,P,75.0,1,29.0,29.0,0.0,1,29.0,29.0,0.0,1,29.0,29.0,0.0,1,29.0,29.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417C00060000,2025-04-17,C,60.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417C00062500,2025-04-17,C,62.5,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417C00067500,2025-04-17,C,67.5,2,66.0,66.0,53.74,2,66.0,66.0,53.74,2,66.0,66.0,53.74,2,66.0,66.0,53.74
2025-01-14,2025-06-06,AX,O:AX250417C00070000,2025-04-17,C,70.0,4,17.25,14.5,8.016,7,15.29,14.0,6.291,7,15.29,14.0,6.291,7,15.29,14.0,6.291
2025-01-14,2025-06-06,AX,O:AX250417C00072500,2025-04-17,C,72.5,2,12.0,12.0,0.0,2,12.0,12.0,0.0,2,12.0,12.0,0.0,2,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00047500,2025-04-17,P,47.5,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00050000,2025-04-17,P,50.0,1,59.0,59.0,0.0,2,35.0,35.0,33.941,2,35.0,35.0,33.941,2,35.0,35.0,33.941
2025-01-14,2025-06-06,AX,O:AX250417P00052500,2025-04-17,P,52.5,2,187.0,187.0,241.831,2,187.0,187.0,241.831,2,187.0,187.0,241.831,2,187.0,187.0,241.831
2025-01-14,2025-06-06,AX,O:AX250417P00055000,2025-04-17,P,55.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00057500,2025-04-17,P,57.5,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00060000,2025-04-17,P,60.0,3,26.33,21.0,10.116,3,26.33,21.0,10.116,3,26.33,21.0,10.116,3,26.33,21.0,10.116
2025-01-14,2025-06-06,AX,O:AX250417P00062500,2025-04-17,P,62.5,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00065000,2025-04-17,P,65.0,2,20.0,20.0,0.0,2,20.0,20.0,0.0,2,20.0,20.0,0.0,2,20.0,20.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00067500,2025-04-17,P,67.5,2,30.5,30.5,28.991,2,30.5,30.5,28.991,3,23.67,10.0,23.671,3,23.67,10.0,23.671
2025-01-14,2025-06-06,AX,O:AX250417P00070000,2025-04-17,P,70.0,1,32.0,32.0,0.0,1,32.0,32.0,0.0,1,32.0,32.0,0.0,1,32.0,32.0,0.0
2025-01-14,2025-06-06,AX,O:AX250417P00077500,2025-04-17,P,77.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516C00060000,2025-05-16,C,60.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516C00062500,2025-05-16,C,62.5,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0,1,31.0,31.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516C00065000,2025-05-16,C,65.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516C00070000,2025-05-16,C,70.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516C00072500,2025-05-16,C,72.5,2,58.5,58.5,61.518,2,58.5,58.5,61.518,2,58.5,58.5,61.518,2,58.5,58.5,61.518
2025-01-14,2025-06-06,AX,O:AX250516C00080000,2025-05-16,C,80.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516P00037500,2025-05-16,P,37.5,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0,1,100.0,100.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516P00050000,2025-05-16,P,50.0,2,17.0,17.0,9.899,4,13.5,10.0,7.0,4,13.5,10.0,7.0,4,13.5,10.0,7.0
2025-01-14,2025-06-06,AX,O:AX250516P00052500,2025-05-16,P,52.5,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516P00060000,2025-05-16,P,60.0,2,10.0,10.0,0.0,4,15.0,15.0,5.774,4,15.0,15.0,5.774,4,15.0,15.0,5.774
2025-01-14,2025-06-06,AX,O:AX250516P00062500,2025-05-16,P,62.5,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0,1,50.0,50.0,0.0
2025-01-14,2025-06-06,AX,O:AX250516P00072500,2025-05-16,P,72.5,1,35.0,35.0,0.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0,1,35.0,35.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620C00070000,2025-06-20,C,70.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620C00077500,2025-06-20,C,77.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620C00090000,2025-06-20,C,90.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00057500,2025-06-20,P,57.5,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00060000,2025-06-20,P,60.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0,1,20.0,20.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00065000,2025-06-20,P,65.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00067500,2025-06-20,P,67.5,1,44.0,44.0,0.0,1,44.0,44.0,0.0,1,44.0,44.0,0.0,1,44.0,44.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00070000,2025-06-20,P,70.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0,1,11.0,11.0,0.0
2025-01-14,2025-06-06,AX,O:AX250620P00072500,2025-06-20,P,72.5,1,30.0,30.0,0.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0,1,30.0,30.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250117C00015000,2025-01-17,C,15.0,3,531.33,650.0,280.504,3,531.33,650.0,280.504,3,531.33,650.0,280.504,3,531.33,650.0,280.504
2025-01-14,2025-06-06,BANC,O:BANC250117C00017500,2025-01-17,C,17.5,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250221C00012500,2025-02-21,C,12.5,1,190.0,190.0,0.0,1,190.0,190.0,0.0,1,190.0,190.0,0.0,1,190.0,190.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250221C00015000,2025-02-21,C,15.0,5,954.4,1066.0,532.395,10,1293.7,858.0,1476.224,12,1094.75,448.0,1414.349,12,1094.75,448.0,1414.349
2025-01-14,2025-06-06,BANC,O:BANC250221C00017500,2025-02-21,C,17.5,3,10.67,11.0,0.577,11,95.82,62.0,104.836,15,97.4,62.0,99.732,15,97.4,62.0,99.732
2025-01-14,2025-06-06,BANC,O:BANC250221P00012500,2025-02-21,P,12.5,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250221P00015000,2025-02-21,P,15.0,2,18.0,18.0,8.485,7,78.14,34.0,75.634,9,65.11,24.0,70.456,9,65.11,24.0,70.456
2025-01-14,2025-06-06,BANC,O:BANC250321C00012500,2025-03-21,C,12.5,2,15.0,15.0,0.0,3,25.0,15.0,17.321,3,25.0,15.0,17.321,3,25.0,15.0,17.321
2025-01-14,2025-06-06,BANC,O:BANC250321C00015000,2025-03-21,C,15.0,4,100.5,37.0,138.416,7,113.29,52.0,132.695,7,113.29,52.0,132.695,7,113.29,52.0,132.695
2025-01-14,2025-06-06,BANC,O:BANC250321C00017500,2025-03-21,C,17.5,2,28.5,28.5,10.607,2,28.5,28.5,10.607,2,28.5,28.5,10.607,2,28.5,28.5,10.607
2025-01-14,2025-06-06,BANC,O:BANC250321P00015000,2025-03-21,P,15.0,3,57.0,16.0,76.269,4,46.5,15.5,65.719,6,38.17,18.5,52.518,6,38.17,18.5,52.518
2025-01-14,2025-06-06,BANC,O:BANC250417C00012500,2025-04-17,C,12.5,3,538.0,303.0,498.898,7,560.0,303.0,535.75,10,582.2,457.0,448.768,10,582.2,457.0,448.768
2025-01-14,2025-06-06,BANC,O:BANC250417C00015000,2025-04-17,C,15.0,4,95.25,33.5,140.607,10,134.2,56.5,161.614,10,134.2,56.5,161.614,10,134.2,56.5,161.614
2025-01-14,2025-06-06,BANC,O:BANC250417C00017500,2025-04-17,C,17.5,2,11.0,11.0,1.414,3,11.33,12.0,1.155,3,11.33,12.0,1.155,3,11.33,12.0,1.155
2025-01-14,2025-06-06,BANC,O:BANC250417P00010000,2025-04-17,P,10.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0,1,13.0,13.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250417P00012500,2025-04-17,P,12.5,3,83.67,72.0,72.21,5,61.4,36.0,59.739,5,61.4,36.0,59.739,5,61.4,36.0,59.739
2025-01-14,2025-06-06,BANC,O:BANC250417P00015000,2025-04-17,P,15.0,3,1843.0,2703.0,1490.43,6,955.67,136.0,1354.765,7,820.71,122.0,1287.236,7,820.71,122.0,1287.236
2025-01-14,2025-06-06,BANC,O:BANC250516C00010000,2025-05-16,C,10.0,2,355.0,355.0,487.904,3,470.0,700.0,398.372,3,470.0,700.0,398.372,3,470.0,700.0,398.372
2025-01-14,2025-06-06,BANC,O:BANC250516C00012500,2025-05-16,C,12.5,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BANC,O:BANC250516C00015000,2025-05-16,C,15.0,2,112.0,112.0,144.25,6,231.67,63.5,398.499,8,186.75,52.0,346.91,8,186.75,52.0,346.91
2025-01-14,2025-06-06,BANC,O:BANC250516P00010000,2025-05-16,P,10.0,3,14.67,15.0,1.528,3,14.67,15.0,1.528,3,14.67,15.0,1.528,3,14.67,15.0,1.528
2025-01-14,2025-06-06,BANC,O:BANC250516P00012500,2025-05-16,P,12.5,2,20.0,20.0,14.142,2,20.0,20.0,14.142,2,20.0,20.0,14.142,2,20.0,20.0,14.142
2025-01-14,2025-06-06,BANC,O:BANC250620C00015000,2025-06-20,C,15.0,3,48.67,38.0,44.959,9,112.33,56.0,152.248,9,112.33,56.0,152.248,9,112.33,56.0,152.248
2025-01-14,2025-06-06,BANC,O:BANC250620P00012500,2025-06-20,P,12.5,2,22.5,22.5,14.849,2,22.5,22.5,14.849,2,22.5,22.5,14.849,2,22.5,22.5,14.849
2025-01-15,2025-03-06,BANF,O:BANF250117C00120000,2025-01-17,C,120.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-15,2025-03-06,BANF,O:BANF250321C00120000,2025-03-21,C,120.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-29,2025-04-16,BANR,O:BANR250221C00070000,2025-02-21,C,70.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-29,2025-04-16,BANR,O:BANR250516P00060000,2025-05-16,P,60.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0
2025-01-14,2025-06-06,BK,O:BK250117C00050000,2025-01-17,C,50.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0
2025-01-14,2025-06-06,BK,O:BK250117C00055000,2025-01-17,C,55.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0,1,365.0,365.0,0.0
2025-01-14,2025-06-06,BK,O:BK250117C00057500,2025-01-17,C,57.5,2,53.5,53.5,61.518,2,53.5,53.5,61.518,2,53.5,53.5,61.518,2,53.5,53.5,61.518
2025-01-14,2025-06-06,BK,O:BK250117C00060000,2025-01-17,C,60.0,1,196.0,196.0,0.0,1,196.0,196.0,0.0,1,196.0,196.0,0.0,1,196.0,196.0,0.0
2025-01-14,2025-06-06,BK,O:BK250117C00075000,2025-01-17,C,75.0,3,39.33,35.0,17.898,3,39.33,35.0,17.898,3,39.33,35.0,17.898,3,39.33,35.0,17.898
2025-01-14,2025-06-06,BK,O:BK250117C00075500,2025-01-17,C,75.5,2,17.0,17.0,2.828,2,17.0,17.0,2.828,2,17.0,17.0,2.828,2,17.0,17.0,2.828
2025-01-14,2025-06-06,BK,O:BK250117C00076000,2025-01-17,C,76.0,2,344.5,344.5,352.846,2,344.5,344.5,352.846,2,344.5,344.5,352.846,2,344.5,344.5,352.846
2025-01-14,2025-06-06,BK,O:BK250117C00076500,2025-01-17,C,76.5,3,42.0,39.0,28.618,3,42.0,39.0,28.618,3,42.0,39.0,28.618,3,42.0,39.0,28.618
2025-01-14,2025-06-06,BK,O:BK250117C00077000,2025-01-17,C,77.0,2,52.5,52.5,4.95,2,52.5,52.5,4.95,2,52.5,52.5,4.95,2,52.5,52.5,4.95
2025-01-14,2025-06-06,BK,O:BK250117C00077500,2025-01-17,C,77.5,3,254.0,170.0,290.264,3,254.0,170.0,290.264,3,254.0,170.0,290.264,3,254.0,170.0,290.264
2025-01-14,2025-06-06,BK,O:BK250117C00078000,2025-01-17,C,78.0,3,97.67,39.0,104.223,3,97.67,39.0,104.223,3,97.67,39.0,104.223,3,97.67,39.0,104.223
2025-01-14,2025-06-06,BK,O:BK250117C00078500,2025-01-17,C,78.5,2,658.0,658.0,914.996,2,658.0,658.0,914.996,2,658.0,658.0,914.996,2,658.0,658.0,914.996
2025-01-14,2025-06-06,BK,O:BK250117C00079000,2025-01-17,C,79.0,3,26.33,26.0,15.503,3,26.33,26.0,15.503,3,26.33,26.0,15.503,3,26.33,26.0,15.503
