max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,anomaly_category,anomaly_volume
2025-06-04,AUB,O:AUB250620C00020000,2025-06-20,C,20.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620C00022500,2025-06-20,C,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620C00025000,2025-06-20,C,25.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620C00030000,2025-06-20,C,30.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620C00035000,2025-06-20,C,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620P00020000,2025-06-20,P,20.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620P00022500,2025-06-20,P,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620P00025000,2025-06-20,P,25.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620P00030000,2025-06-20,P,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250620P00035000,2025-06-20,P,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00020000,2025-07-18,C,20.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00022500,2025-07-18,C,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00025000,2025-07-18,C,25.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00030000,2025-07-18,C,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00035000,2025-07-18,C,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00040000,2025-07-18,C,40.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,20.0,20.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00045000,2025-07-18,C,45.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00050000,2025-07-18,C,50.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718C00055000,2025-07-18,C,55.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00020000,2025-07-18,P,20.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00022500,2025-07-18,P,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00025000,2025-07-18,P,25.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,75.0,75.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00030000,2025-07-18,P,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00035000,2025-07-18,P,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00040000,2025-07-18,P,40.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00045000,2025-07-18,P,45.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00050000,2025-07-18,P,50.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-04,AUB,O:AUB250718P00055000,2025-07-18,P,55.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00027500,2025-06-20,C,27.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00030000,2025-06-20,C,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00032500,2025-06-20,C,32.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00035000,2025-06-20,C,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00037500,2025-06-20,C,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00040000,2025-06-20,C,40.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00042500,2025-06-20,C,42.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00045000,2025-06-20,C,45.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00047500,2025-06-20,C,47.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00050000,2025-06-20,C,50.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00052500,2025-06-20,C,52.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,10.0,10.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00055000,2025-06-20,C,55.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00057500,2025-06-20,C,57.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00060000,2025-06-20,C,60.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,20.0,20.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00062500,2025-06-20,C,62.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00065000,2025-06-20,C,65.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,11.0,11.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00067500,2025-06-20,C,67.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00070000,2025-06-20,C,70.0,0,0.0,0.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00072500,2025-06-20,C,72.5,0,0.0,0.0,0.0,1,44.0,44.0,0.0,1,44.0,44.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00075000,2025-06-20,C,75.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00077500,2025-06-20,C,77.5,1,12.0,12.0,0.0,1,12.0,12.0,0.0,1,12.0,12.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00080000,2025-06-20,C,80.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00082500,2025-06-20,C,82.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00085000,2025-06-20,C,85.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00087500,2025-06-20,C,87.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00090000,2025-06-20,C,90.0,0,0.0,0.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00095000,2025-06-20,C,95.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00100000,2025-06-20,C,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00105000,2025-06-20,C,105.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00110000,2025-06-20,C,110.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00115000,2025-06-20,C,115.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620C00120000,2025-06-20,C,120.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00027500,2025-06-20,P,27.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00030000,2025-06-20,P,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00032500,2025-06-20,P,32.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00035000,2025-06-20,P,35.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00037500,2025-06-20,P,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,20.0,20.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00040000,2025-06-20,P,40.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00042500,2025-06-20,P,42.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00045000,2025-06-20,P,45.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00047500,2025-06-20,P,47.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00050000,2025-06-20,P,50.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,10.0,10.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00052500,2025-06-20,P,52.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00055000,2025-06-20,P,55.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00057500,2025-06-20,P,57.5,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,0,20.0
2025-06-06,AX,O:AX250620P00060000,2025-06-20,P,60.0,0,0.0,0.0,0.0,2,20.5,20.5,0.707,2,20.5,20.5,0.707,0,20.0
2025-06-06,AX,O:AX250620P00062500,2025-06-20,P,62.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0
