min_data_date,max_data_date,security,option_ticker,expiration,option_type,strike_price,last_9_count,last_9_avg_volume,last_9_median_volume,last_9_std_volume,last_21_count,last_21_avg_volume,last_21_median_volume,last_21_std_volume,last_50_count,last_50_avg_volume,last_50_median_volume,last_50_std_volume,last_100_count,last_100_avg_volume,last_100_median_volume,last_100_std_volume,anomaly_category,anomaly_volume
2025-01-21,2025-05-14,TFIN,O:TFIN250221C00135000,2025-02-21,C,135.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,1,17.0,17.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250221P00075000,2025-02-21,P,75.0,4,20.0,20.0,8.165,4,20.0,20.0,8.165,4,20.0,20.0,8.165,4,20.0,20.0,8.165,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250221P00080000,2025-02-21,P,80.0,1,14.0,14.0,0.0,2,27.0,27.0,18.385,2,27.0,27.0,18.385,2,27.0,27.0,18.385,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250221P00085000,2025-02-21,P,85.0,2,11.0,11.0,1.414,3,21.67,12.0,18.502,3,21.67,12.0,18.502,3,21.67,12.0,18.502,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250221P00090000,2025-02-21,P,90.0,1,14.0,14.0,0.0,2,12.0,12.0,2.828,2,12.0,12.0,2.828,2,12.0,12.0,2.828,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250221P00095000,2025-02-21,P,95.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,1,18.0,18.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250321C00085000,2025-03-21,C,85.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0,1,60.0,60.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417C00050000,2025-04-17,C,50.0,2,59.5,59.5,21.92,2,59.5,59.5,21.92,2,59.5,59.5,21.92,2,59.5,59.5,21.92,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417C00055000,2025-04-17,C,55.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417C00060000,2025-04-17,C,60.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417C00065000,2025-04-17,C,65.0,1,20.0,20.0,0.0,2,15.5,15.5,6.364,2,15.5,15.5,6.364,2,15.5,15.5,6.364,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417C00070000,2025-04-17,C,70.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417P00045000,2025-04-17,P,45.0,1,478.0,478.0,0.0,1,478.0,478.0,0.0,1,478.0,478.0,0.0,1,478.0,478.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417P00050000,2025-04-17,P,50.0,2,62.0,62.0,18.385,2,62.0,62.0,18.385,2,62.0,62.0,18.385,2,62.0,62.0,18.385,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250417P00055000,2025-04-17,P,55.0,1,42.0,42.0,0.0,1,42.0,42.0,0.0,1,42.0,42.0,0.0,1,42.0,42.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250516P00035000,2025-05-16,P,35.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250516P00040000,2025-05-16,P,40.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,1,16.0,16.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250516P00045000,2025-05-16,P,45.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,1,15.0,15.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250516P00060000,2025-05-16,P,60.0,1,110.0,110.0,0.0,1,110.0,110.0,0.0,1,110.0,110.0,0.0,1,110.0,110.0,0.0,21,30.502
2025-01-21,2025-05-14,TFIN,O:TFIN250620P00060000,2025-06-20,P,60.0,1,164.0,164.0,0.0,1,164.0,164.0,0.0,1,164.0,164.0,0.0,1,164.0,164.0,0.0,21,30.502
2025-02-11,2025-05-12,TOWN,O:TOWN250321C00025000,2025-03-21,C,25.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,1,10.0,10.0,0.0,21,30.564
2025-02-11,2025-05-12,TOWN,O:TOWN250321C00030000,2025-03-21,C,30.0,1,43.0,43.0,0.0,4,20.75,15.0,15.564,4,20.75,15.0,15.564,4,20.75,15.0,15.564,21,30.564
2025-02-11,2025-05-12,TOWN,O:TOWN250417P00035000,2025-04-17,P,35.0,1,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,2,10.0,10.0,0.0,21,30.564
2025-02-11,2025-05-12,TOWN,O:TOWN250516C00022500,2025-05-16,C,22.5,1,43.0,43.0,0.0,1,43.0,43.0,0.0,2,43.0,43.0,0.0,2,43.0,43.0,0.0,21,30.564
