security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AB,Finance,Financial - Investment Management,0.55,,,,11,10__0,10,3,0.0,16000.0,19250.0,21850.0,22435.0,22493.5,22499.35,22499.94
AGM,Finance,Financial - Mortgage & Related Services,0.55,,,,2,5__3,5,3,3.0,13820.0,14410.0,14882.0,14988.2,14998.82,14999.88,14999.99
ALTS,Finance,Financial - Miscellaneous Services,0.55,,,,17,10__0,10,3,0.0,8120.0,9840.0,9968.0,9996.8,9999.68,9999.97,10000.0
AMG,Finance,Financial - Investment Management,0.55,9500.0,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,8566.0,9033.0,9406.6,9490.66,9499.07,9499.91,9499.99
APAM,Finance,Financial - Investment Management,0.55,,,,2,5__0,5,3,0.0,4341.5,4405.75,4457.15,4468.72,4469.87,4469.99,4470.0
AX,Finance,Financial - Miscellaneous Services,0.55,23000.0,1. p999999_trade_value,1.0,45,15__0,15,3,0.0,12873.0,18704.0,22428.0,22942.8,22994.28,22999.43,22999.94
BEN,Finance,Financial - Investment Management,0.55,14850.0,8. p75_trade_value,11.0,41,15__0,15,3,0.0,30000.0,222570.0,225708.0,227590.8,227779.08,227797.91,227799.79
BFH,Finance,Financial - Miscellaneous Services,0.55,,,,56,15__0,15,3,0.0,9839.0,16885.0,54064.5,65256.45,66375.65,66487.56,66498.76
BGC,Finance,Financial - Investment Bank,0.55,,,,32,15__0,15,3,0.0,19900.0,28686.0,51413.72,58050.57,58714.26,58780.63,58787.26
BTM,Finance,Financial - Miscellaneous Services,0.55,,,,1,0__2,0,3,2.0,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0
BUR,Finance,Financial - Miscellaneous Services,0.55,,,,6,10__0,10,3,0.0,29178.0,32589.0,35317.8,35931.78,35993.18,35999.32,35999.93
BXSL,Finance,Financial - SBIC & Commercial Industry,0.55,,,,8,10__0,10,3,0.0,7133.2,7148.6,7160.92,7163.69,7163.97,7164.0,7164.0
CLBK,Finance,Financial - Miscellaneous Services,0.55,,,,1,0__1,0,3,1.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
CNNE,Finance,Financial - Investment Management,0.55,45500.0,1. p999999_trade_value,1.0,1,0__1,0,3,1.0,45500.0,45500.0,45500.0,45500.0,45500.0,45500.0,45500.0
CSWC,Finance,Financial - Investment Management,0.55,3720.0000000000005,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,3596.0,3658.0,3707.6,3718.76,3719.88,3719.99,3720.0
ECPG,Finance,Financial - Consumer Loans,0.55,10400.0,8. p75_trade_value,2.0,5,5__0,5,3,0.0,10760.0,10880.0,10976.0,10997.6,10999.76,10999.98,11000.0
EEFT,Finance,Financial - Miscellaneous Services,0.55,20470.0,1. p999999_trade_value,1.0,8,10__0,10,3,0.0,20232.0,20351.0,20446.2,20467.62,20469.76,20469.98,20470.0
ENVA,Finance,Financial - Consumer Loans,0.55,6250.0,8. p75_trade_value,2.0,6,10__0,10,3,0.0,7750.0,8500.0,9100.0,9235.0,9248.5,9249.85,9249.99
EZPW,Finance,Financial - Consumer Loans,0.55,,,,8,10__0,10,3,0.0,8067.2,10623.6,12668.72,13128.87,13174.89,13179.49,13179.95
FFIC,Finance,Financial - Savings and Loan,0.55,,,,4,5__1,5,3,1.0,72000.0,78000.0,82800.0,83880.0,83988.0,83998.8,83999.88
FHI,Finance,Financial - Investment Management,0.55,12000.0,1. p999999_trade_value,1.0,1,0__0,0,3,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
FINV,Finance,Financial - Miscellaneous Services,0.55,29970.0,8. p75_trade_value,2.0,8,10__0,10,3,0.0,32224.5,34854.75,36958.95,37432.4,37479.74,37484.47,37484.95
FOA,Finance,Financial - Mortgage & Related Services,0.55,5865.0,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,5742.0,5803.5,5852.7,5863.77,5864.88,5864.99,5865.0
FRGE,Finance,Financial - Miscellaneous Services,0.55,5830.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,5676.0,5753.0,5814.6,5828.46,5829.85,5829.98,5830.0
FRHC,Finance,Financial - Miscellaneous Services,0.55,12000.0,1. p999999_trade_value,1.0,10,10__0,10,3,0.0,9480.0,10740.0,11748.0,11974.8,11997.48,11999.75,11999.97
FSK,Finance,Financial - SBIC & Commercial Industry,0.55,4800.0,8. p75_trade_value,3.0,9,10__0,10,3,0.0,7184.0,8292.0,9178.4,9377.84,9397.78,9399.78,9399.98
GBDC,Finance,Financial - SBIC & Commercial Industry,0.55,7450.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0
GLAD,Finance,Financial - SBIC & Commercial Industry,0.55,3339.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3339.0,3339.0,3339.0,3339.0,3339.0,3339.0,3339.0
HASI,Finance,Financial - Miscellaneous Services,0.55,7125.0,8. p75_trade_value,9.0,31,15__0,15,3,0.0,12000.0,60743.0,104624.0,121542.2,123234.02,123403.2,123420.12
HLI,Finance,Financial - Miscellaneous Services,0.55,,,,5,5__3,5,3,3.0,17522.8,17875.4,18157.48,18220.95,18227.29,18227.93,18227.99
HLNE,Finance,Financial - Investment Management,0.55,,,,33,15__0,15,3,0.0,15484.0,19232.0,29910.4,34311.04,34751.1,34795.11,34799.51
HTGC,Finance,Financial - SBIC & Commercial Industry,0.55,,,,9,10__0,10,3,0.0,10615.4,11796.2,12740.84,12953.38,12974.64,12976.76,12976.98
LAZ,Finance,Financial - Miscellaneous Services,0.55,,,,33,15__0,15,3,0.0,7330.0,20907.0,32600.4,32609.04,32609.9,32609.99,32610.0
LPRO,Finance,Financial - Consumer Loans,0.55,,,,3,5__0,5,3,0.0,6246.8,6403.9,6529.58,6557.86,6560.69,6560.97,6561.0
LU,Finance,Financial - Miscellaneous Services,0.55,22500.0,1. p999999_trade_value,1.0,27,15__0,15,3,0.0,16414.4,20228.3,22263.4,22476.34,22497.63,22499.76,22499.98
MC,Finance,Financial - Investment Bank,0.55,16000.0,8. p75_trade_value,8.0,30,15__0,15,3,0.0,48719.9,58602.95,80282.52,87228.25,87922.83,87992.28,87999.23
MRX,Finance,Financial - Miscellaneous Services,0.55,,,,12,10__0,10,3,0.0,10700.0,13330.0,15706.0,16240.6,16294.06,16299.41,16299.94
NAVI,Finance,Financial - Consumer Loans,0.55,,,,1,0__2,0,3,2.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0
NOAH,Finance,Financial - Investment Management,0.55,,,,2,5__0,5,3,0.0,4130.0,4190.0,4238.0,4248.8,4249.88,4249.99,4250.0
NRDS,Finance,Financial - Miscellaneous Services,0.55,,,,17,10__0,10,3,0.0,5760.0,6879.2,8732.64,9149.66,9191.37,9195.54,9195.95
OFS,Finance,Financial - SBIC & Commercial Industry,0.55,,,,1,0__2,0,3,2.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
OPRT,Finance,Financial - Miscellaneous Services,0.55,,,,7,10__0,10,3,0.0,5568.0,6744.0,7684.8,7896.48,7917.65,7919.76,7919.98
OPY,Finance,Financial - Investment Bank,0.55,9720.0,7. p90_trade_value,3.0,12,10__0,10,3,0.0,9720.0,10048.5,10369.7,10441.97,10449.2,10449.92,10449.99
PFSI,Finance,Financial - Mortgage & Related Services,0.55,,,,11,10__2,10,3,2.0,55500.0,93375.0,123675.0,130492.5,131174.25,131242.43,131249.24
PIPR,Finance,Financial - Investment Bank,0.55,13800.0,8. p75_trade_value,2.0,8,10__0,10,3,0.0,14124.0,14502.0,14804.4,14872.44,14879.24,14879.92,14879.99
PJT,Finance,Financial - Miscellaneous Services,0.55,,,,4,5__0,5,3,0.0,4748.0,4844.0,4920.8,4938.08,4939.81,4939.98,4940.0
PRAA,Finance,Financial - Miscellaneous Services,0.55,5200.0,8. p75_trade_value,5.0,17,10__0,10,3,0.0,7222.0,8874.0,10070.8,10340.08,10367.01,10369.7,10369.97
PRG,Finance,Financial - Consumer Loans,0.55,,,,9,10__0,10,3,0.0,6284.0,6892.0,7378.4,7487.84,7498.78,7499.88,7499.99
PSEC,Finance,Financial - Investment Management,0.55,45350.0,1. p999999_trade_value,1.0,6,10__0,10,3,0.0,45175.0,45262.5,45332.5,45348.25,45349.83,45349.98,45350.0
PWP,Finance,Financial - Miscellaneous Services,0.55,12201.0,1. p999999_trade_value,1.0,4,5__0,5,3,0.0,10640.7,11420.85,12044.97,12185.4,12199.44,12200.84,12200.98
PX,Finance,Financial - Miscellaneous Services,0.55,,,,1,0__2,0,3,2.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
RITM,Finance,Financial - Miscellaneous Services,0.55,,,,6,10__0,10,3,0.0,11000.0,12500.0,13700.0,13970.0,13997.0,13999.7,13999.97
RWAY,Finance,Financial - SBIC & Commercial Industry,0.55,52710.0,1. p999999_trade_value,1.0,2,5__1,5,3,1.0,50688.0,51699.0,52507.8,52689.78,52707.98,52709.8,52709.98
SF,Finance,Financial - Investment Bank,0.55,,,,33,15__1,15,3,1.0,14160.0,131690.0,313552.0,328355.2,329835.52,329983.55,329998.36
SII,Finance,Financial - Investment Management,0.55,7437.0,1. p999999_trade_value,1.0,11,10__0,10,3,0.0,6300.0,6868.5,7323.3,7425.63,7435.86,7436.89,7436.99
STEP,Finance,Financial - Miscellaneous Services,0.55,9610.0,8. p75_trade_value,2.0,8,10__0,10,3,0.0,10192.0,10871.0,11414.2,11536.42,11548.64,11549.86,11549.99
TFIN,Finance,Financial - Miscellaneous Services,0.55,56000.0,1. p999999_trade_value,1.0,5,5__1,5,3,1.0,36200.0,46100.0,54020.0,55802.0,55980.2,55998.02,55999.8
TPG,Finance,Financial - Investment Management,0.55,,,,35,15__0,15,3,0.0,23010.0,28707.0,36489.8,38640.98,38856.1,38877.61,38879.76
UPBD,Finance,Financial - Leasing Companies,0.55,4512.0,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,4503.6,4507.8,4511.16,4511.92,4511.99,4512.0,4512.0
VCTR,Finance,Financial - Investment Management,0.55,7600.0,8. p75_trade_value,2.0,6,10__0,10,3,0.0,8312.5,8668.75,8953.75,9017.88,9024.29,9024.93,9024.99
VEL,Finance,Financial - Mortgage & Related Services,0.55,,,,4,5__3,5,3,3.0,17415.0,20430.0,22842.0,23384.7,23438.97,23444.4,23444.94
