security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
BYD,Consumer Discretionary,Gaming,0.75,9800.0,8. p75_trade_value,29.0,114,20__1,20,1.0,21881.5,50564.7,262200.0,277088.9,277901.69,277982.97,277991.1
CHDN,Consumer Discretionary,Gaming,0.75,216000.0,1. p999999_trade_value,1.0,32,15__0,15,0.0,17500.0,145575.0,206700.0,215070.0,215907.0,215990.7,215999.07
CRSR,Consumer Discretionary,Gaming,0.75,150500.0,1. p999999_trade_value,1.0,55,15__0,15,0.0,11730.0,14779.8,84350.0,143885.0,149838.5,150433.85,150493.39
DKNG,Consumer Discretionary,Gaming,0.75,,,,8681,40__0,40,0.0,15561.0,24600.0,89424.0,374108.48,714650.23,731388.22,733062.02
DOYU,Consumer Discretionary,Gaming,0.75,,,,2,5__0,5,0.0,5290.0,5295.0,5299.0,5299.9,5299.99,5300.0,5300.0
EA,Consumer Discretionary,Gaming,0.75,580000.0,4. p999_trade_value,3.0,2156,35__2,35,2.0,16884.0,31625.0,141125.0,559850.0,1019163.75,1067166.38,1071966.64
FLUT,Consumer Discretionary,Gaming,0.75,,,,2104,35__0,35,0.0,13968.0,25172.7,79726.6,345932.32,446658.55,451609.86,452104.99
GDEN,Consumer Discretionary,Gaming,0.75,,,,3,5__3,5,3.0,21512.0,23426.0,24957.2,25301.72,25336.17,25339.62,25339.96
GME,Consumer Discretionary,Gaming,0.75,,,,51223,45__1,45,1.0,14060.0,21099.8,49934.04,151679.13,574284.55,2445544.05,2896128.1
IGT,Consumer Discretionary,Gaming,0.75,156000.0,1. p999999_trade_value,1.0,52,15__0,15,0.0,48804.0,95737.5,128616.06,153261.61,155726.16,155972.62,155997.26
LNW,Consumer Discretionary,Gaming,0.75,11600.0,7. p90_trade_value,3.0,29,15__0,15,0.0,10320.0,13040.0,15584.0,16138.4,16193.84,16199.38,16199.94
LVS,Consumer Discretionary,Gaming,0.75,604800.0,1. p999999_trade_value,1.0,2236,35__2,35,2.0,15580.5,24897.0,131315.8,342500.0,547668.93,599086.89,604228.69
MCRI,Consumer Discretionary,Gaming,0.75,10143.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,10143.0,10143.0,10143.0,10143.0,10143.0,10143.0,10143.0
MGM,Consumer Discretionary,Gaming,0.75,525000.0,4. p999_trade_value,2.0,1328,30__2,30,2.0,12600.0,19336.5,51377.51,507518.58,590047.5,599004.75,599900.48
MLCO,Consumer Discretionary,Gaming,0.75,30000.0,7. p90_trade_value,7.0,64,20__1,20,1.0,28353.0,53970.0,148201.9,290445.19,304669.52,306091.95,306234.2
PENN,Consumer Discretionary,Gaming,0.75,367500.0,1. p999999_trade_value,1.0,958,30__2,30,2.0,15000.0,29543.55,170108.54,305295.0,361279.5,366877.95,367437.8
RBLX,Consumer Discretionary,Gaming,0.75,775500.0,1. p999999_trade_value,1.0,9814,40__0,40,0.0,15014.1,24255.0,77521.32,370309.0,772261.71,775176.17,775467.62
RRR,Consumer Discretionary,Gaming,0.75,,,,50,15__0,15,0.0,11234.0,23600.0,27089.3,29483.93,29723.39,29747.34,29749.73
RSI,Consumer Discretionary,Gaming,0.75,19895.0,7. p90_trade_value,5.0,50,15__0,15,0.0,15381.5,39771.4,44731.5,47223.15,47472.32,47497.23,47499.72
TTWO,Consumer Discretionary,Gaming,0.75,590409.0,1. p999999_trade_value,1.0,3767,35__0,35,0.0,15270.0,25071.0,110000.0,291889.78,543631.89,585731.29,589941.23
WYNN,Consumer Discretionary,Gaming,0.75,,,,4077,35__2,35,2.0,17362.4,29000.0,86800.0,332632.0,891986.0,989198.6,998919.86
