security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
AZTA,Medical,Medical Info Systems,10__2,10,3,2.0,8. p75_trade_value,12665.0,12665.0,O:AZTA250516P00025000,AZTA,P,25.0,2025-05-16,232,0,313,1.49,1746561466954000000,85,12665.0,2025-05-06,3000.0,30,True,Multi Leg auto-electronic trade,Medical,Medical Info Systems,25.91,26.07,25.305,25.42,2,4.102605194126567,20,2,1,0,0,0
AZTA,Medical,Medical Info Systems,10__2,10,3,2.0,1. p999999_trade_value,260000.0,260000.0,O:AZTA250516P00025000,AZTA,P,25.0,2025-05-16,235,0,313,1.3,1746560803991000000,2000,260000.0,2025-05-06,3000.0,30,True,Multi Leg floor trade,Medical,Medical Info Systems,25.91,26.07,25.305,25.42,1,5.414973347970818,20,1,1,0,0,0
BFLY,Medical,Medical Info Systems,5__0,5,3,0.0,1. p999999_trade_value,13000.0,13000.0,O:BFLY241115C00002000,BFLY,C,2.0,2024-11-15,227,0,323,0.13,1730397724917000000,1000,13000.0,2024-10-31,3000.0,30,True,Single Leg Auction Non ISO,Medical,Medical Info Systems,1.87,1.87,1.75,1.78,1,4.113943352306837,20,1,1,1,1,0
CCLD,Medical,Medical Info Systems,0__2,0,3,2.0,1. p999999_trade_value,4768.0,4768.0,O:CCLD250321C00002000,CCLD,C,2.0,2025-03-21,209,0,316,0.16,1741615889715000000,298,4768.0,2025-03-10,3000.0,30,True,Automatic Execution,Medical,Medical Info Systems,1.63,1.94,1.51,1.68,1,3.67833624673218,20,1,1,0,0,0
FLGT,Medical,Medical Info Systems,0__2,0,3,2.0,1. p999999_trade_value,3900.0,3900.0,O:FLGT241115C00020000,FLGT,C,20.0,2024-11-15,227,0,323,0.78,1729870459262000000,50,3900.0,2024-10-25,3000.0,30,True,Single Leg Auction Non ISO,Medical,Medical Info Systems,19.22,19.61,19.115,19.42,1,3.591064607026499,20,1,1,0,0,0
HCAT,Medical,Medical Info Systems,5__1,5,3,1.0,8. p75_trade_value,45350.0,45350.0,O:HCAT250117C00007500,HCAT,C,7.5,2025-01-17,231,0,313,0.5,1734984276941000000,907,45350.0,2024-12-23,3000.0,30,True,Single Leg Floor Trade,Medical,Medical Info Systems,7.06,7.14,6.85,6.94,2,4.656577291396114,20,2,1,0,0,0
HCAT,Medical,Medical Info Systems,5__1,5,3,1.0,1. p999999_trade_value,49610.0,49610.0,O:HCAT250117C00007500,HCAT,C,7.5,2025-01-17,231,0,301,0.55,1735312176824000000,902,49610.0,2024-12-27,3000.0,30,True,Single Leg Floor Trade,Medical,Medical Info Systems,7.05,7.2,6.775,7.08,1,4.695569227036185,20,1,1,0,0,0
HNGE,Medical,Medical Info Systems,10__0,10,3,0.0,1. p999999_trade_value,5375.0,5375.0,O:HNGE250620P00035000,HNGE,P,35.0,2025-06-20,209,0,313,1.25,1749583331774000000,43,5375.0,2025-06-10,3000.0,30,True,Automatic Execution,Medical,Medical Info Systems,38.05,39.29,35.59,36.59,1,3.730378468587643,20,1,1,0,0,0
HNGE,Medical,Medical Info Systems,10__0,10,3,0.0,8. p75_trade_value,4680.0,4680.0,O:HNGE250620P00035000,HNGE,P,35.0,2025-06-20,209,0,304,1.2,1749583586189000000,39,4680.0,2025-06-10,3000.0,30,True,Automatic Execution,Medical,Medical Info Systems,38.05,39.29,35.59,36.59,2,3.670245853074124,20,2,1,0,0,0
PRVA,Medical,Medical Info Systems,15__0,15,3,0.0,1. p999999_trade_value,50000.0,50000.0,O:PRVA250117P00020000,PRVA,P,20.0,2025-01-17,231,0,301,1.0,1734553422085000000,500,50000.0,2024-12-18,3000.0,30,True,Single Leg Floor Trade,Medical,Medical Info Systems,20.83,21.47,20.07,20.34,1,4.698970004336019,20,1,1,0,0,0
SENS,Medical,Medical Info Systems,5__0,5,3,0.0,1. p999999_trade_value,5150.0,5150.0,O:SENS250221P00001000,SENS,P,1.0,2025-02-21,219,0,301,0.1,1738177895087000000,515,5150.0,2025-01-29,3000.0,30,True,Intermarket Sweep Order,Medical,Medical Info Systems,1.1,1.12,1.04,1.04,1,3.711807229041191,20,1,1,1,1,0
TALK,Medical,Medical Info Systems,10__0,10,3,0.0,1. p999999_trade_value,6000.0,6000.0,O:TALK241115C00003000,TALK,C,3.0,2024-11-15,227,0,301,0.2,1729105981870000000,300,6000.0,2024-10-16,3000.0,30,True,Single Leg Auction Non ISO,Medical,Medical Info Systems,2.7,2.86,2.625,2.83,1,3.7781512503836434,20,1,1,1,1,0
TALK,Medical,Medical Info Systems,10__0,10,3,0.0,8. p75_trade_value,4750.0,4750.0,O:TALK241115C00003000,TALK,C,3.0,2024-11-15,219,0,301,0.25,1729171821784000000,190,4750.0,2024-10-17,3000.0,30,True,Intermarket Sweep Order,Medical,Medical Info Systems,2.81,2.8489,2.74,2.74,3,3.6766936096248664,20,3,1,1,1,0
TALK,Medical,Medical Info Systems,10__0,10,3,0.0,7. p90_trade_value,5000.0,5000.0,O:TALK241115C00003000,TALK,C,3.0,2024-11-15,209,0,301,0.25,1729619947288000000,200,5000.0,2024-10-22,3000.0,30,True,Automatic Execution,Medical,Medical Info Systems,2.8,2.95,2.76,2.86,2,3.6989700043360187,20,2,1,1,1,0
