security,option_ticker,trade_date,option_type,expiration,option_condition_name,option_strike_price,option_size,security_iqr_size,n_range,security_n_size,option_price,option_trade_value,option_trade_value_bin,security_iqr_trade_value,security_n_trade_value,stock_min_date,stock_max_date,highest_price_in_period,lowest_price_in_period,expiration_high,expiration_low,expiration_close,itm_otm_category
AMGN,O:AMGN241129P00252500,2024-11-26,P,2024-11-29,Multi Leg auto-electronic trade,252.5,183,261.5,0.985,1037.99,2.33,42639.0,9,60737.5,231306.25,2024-11-27,2024-11-29,283.64,277.64,283.64,277.64,282.87,4P. Option Stay OTM
AMGN,O:AMGN241206C00285000,2024-11-27,C,2024-12-06,Automatic Execution,285.0,195,261.5,0.985,1037.99,2.3,44850.0,8,60737.5,231306.25,2024-11-29,2024-12-06,283.64,271.48,275.355,271.48,272.58,4C. Option Stay OTM
AMGN,O:AMGN241213P00285000,2024-11-22,P,2024-12-13,Automatic Execution,285.0,63,261.5,0.985,1037.99,12.0,75600.0,5,60737.5,231306.25,2024-11-25,2024-12-13,297.3235,257.8,274.065,270.02,270.62,1P. Option Close ITM
AMGN,O:AMGN241213P00290000,2024-11-25,P,2024-12-13,Automatic Execution,290.0,28,261.5,0.985,1037.99,13.7,38360.0,10,60737.5,231306.25,2024-11-26,2024-12-13,283.64,257.8,274.065,270.02,270.62,1P. Option Close ITM
AMGN,O:AMGN241213C00295000,2024-11-15,C,2024-12-13,Automatic Execution,295.0,34,261.5,0.985,1037.99,11.5,39100.0,9,60737.5,231306.25,2024-11-18,2024-12-13,297.3235,257.8,274.065,270.02,270.62,3C. Option Temp ITM
AMGN,O:AMGN241213P00270000,2024-11-13,P,2024-12-13,Automatic Execution,270.0,95,261.5,0.985,1037.99,4.75,45125.0,8,60737.5,231306.25,2024-11-14,2024-12-13,298.48,257.8,274.065,270.02,270.62,3P. Option Temp ITM
AMGN,O:AMGN241213P00265000,2024-11-22,P,2024-12-13,Single Leg Floor Trade,265.0,224,261.5,0.985,1037.99,4.95,110880.0,4,60737.5,231306.25,2024-11-25,2024-12-13,297.3235,257.8,274.065,270.02,270.62,3P. Option Temp ITM
AMGN,O:AMGN241213C00282500,2024-12-10,C,2024-12-13,Automatic Execution,282.5,1996,261.5,0.985,1037.99,0.85,169660.0,2,60737.5,231306.25,2024-12-11,2024-12-13,276.28,270.02,274.065,270.02,270.62,4C. Option Stay OTM
AMGN,O:AMGN241213P00270000,2024-12-05,P,2024-12-13,Single Leg Auction ISO,270.0,414,261.5,0.985,1037.99,2.05,84870.0,4,60737.5,231306.25,2024-12-06,2024-12-13,280.0,270.02,274.065,270.02,270.62,4P. Option Stay OTM
AMGN,O:AMGN241220P00285000,2024-11-22,P,2024-12-20,Multi Leg auto-electronic trade,285.0,98,261.5,0.985,1037.99,14.21,139062.0,3,60737.5,231306.25,2024-11-25,2024-12-20,297.3235,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00280000,2024-11-22,P,2024-12-20,Multi Leg auto-electronic trade,280.0,40,261.5,0.985,1037.99,11.9,47600.0,8,60737.5,231306.25,2024-11-25,2024-12-20,297.3235,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00280000,2024-11-22,P,2024-12-20,Automatic Execution,280.0,40,261.5,0.985,1037.99,11.8,47200.0,8,60737.5,231306.25,2024-11-25,2024-12-20,297.3235,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00285000,2024-11-22,P,2024-12-20,Automatic Execution,285.0,28,261.5,0.985,1037.99,14.1,39480.0,9,60737.5,231306.25,2024-11-25,2024-12-20,297.3235,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00292500,2024-11-25,P,2024-12-20,Automatic Execution,292.5,46,261.5,0.985,1037.99,16.35,75210.0,5,60737.5,231306.25,2024-11-26,2024-12-20,283.64,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00270000,2024-12-12,P,2024-12-20,Automatic Execution,270.0,126,261.5,0.985,1037.99,3.85,48510.0,7,60737.5,231306.25,2024-12-13,2024-12-20,274.065,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220P00270000,2024-12-12,P,2024-12-20,Intermarket Sweep Order,270.0,127,261.5,0.985,1037.99,3.75,47625.0,7,60737.5,231306.25,2024-12-13,2024-12-20,274.065,253.3,269.61,262.21,263.38,1P. Option Close ITM
AMGN,O:AMGN241220C00295000,2024-11-20,C,2024-12-20,Automatic Execution,295.0,39,261.5,0.985,1037.99,14.9,57915.0,6,60737.5,231306.25,2024-11-21,2024-12-20,297.3235,253.3,269.61,262.21,263.38,3C. Option Temp ITM
AMGN,O:AMGN241220C00292500,2024-11-20,C,2024-12-20,Automatic Execution,292.5,27,261.5,0.985,1037.99,15.4,41580.0,9,60737.5,231306.25,2024-11-21,2024-12-20,297.3235,253.3,269.61,262.21,263.38,3C. Option Temp ITM
AMGN,O:AMGN241220C00300000,2024-11-20,C,2024-12-20,Multi Leg floor trade,300.0,350,261.5,0.985,1037.99,12.6,441000.0,1,60737.5,231306.25,2024-11-21,2024-12-20,297.3235,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00300000,2024-11-20,C,2024-12-20,Multi Leg auto-electronic trade,300.0,31,261.5,0.985,1037.99,12.46,38626.0,9,60737.5,231306.25,2024-11-21,2024-12-20,297.3235,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00310000,2024-11-25,C,2024-12-20,Single Leg Auction Non ISO,310.0,50,261.5,0.985,1037.99,12.67,63350.0,5,60737.5,231306.25,2024-11-26,2024-12-20,283.64,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00300000,2024-11-25,C,2024-12-20,Automatic Execution,300.0,33,261.5,0.985,1037.99,16.35,53955.0,6,60737.5,231306.25,2024-11-26,2024-12-20,283.64,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00325000,2024-11-25,C,2024-12-20,Single Leg Auction Non ISO,325.0,50,261.5,0.985,1037.99,7.25,36250.0,10,60737.5,231306.25,2024-11-26,2024-12-20,283.64,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00310000,2024-11-25,C,2024-12-20,Automatic Execution,310.0,29,261.5,0.985,1037.99,12.2,35380.0,10,60737.5,231306.25,2024-11-26,2024-12-20,283.64,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00285000,2024-11-26,C,2024-12-20,Automatic Execution,285.0,100,261.5,0.985,1037.99,4.95,49500.0,7,60737.5,231306.25,2024-11-27,2024-12-20,283.64,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00285000,2024-12-02,C,2024-12-20,Automatic Execution,285.0,150,261.5,0.985,1037.99,3.6,54000.0,6,60737.5,231306.25,2024-12-03,2024-12-20,281.3799,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00287500,2024-12-03,C,2024-12-20,Automatic Execution,287.5,150,261.5,0.985,1037.99,3.15,47250.0,8,60737.5,231306.25,2024-12-04,2024-12-20,280.0,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00290000,2024-12-11,C,2024-12-20,Single Leg Auction Non ISO,290.0,3241,261.5,0.985,1037.99,0.7,226870.0,1,60737.5,231306.25,2024-12-12,2024-12-20,275.875,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241220C00285000,2024-12-12,C,2024-12-20,Automatic Execution,285.0,199,261.5,0.985,1037.99,2.06,40994.0,9,60737.5,231306.25,2024-12-13,2024-12-20,274.065,253.3,269.61,262.21,263.38,4C. Option Stay OTM
AMGN,O:AMGN241227C00280000,2024-12-11,C,2024-12-27,Automatic Execution,280.0,175,261.5,0.985,1037.99,3.8,66500.0,5,60737.5,231306.25,2024-12-12,2024-12-27,275.875,253.3,263.5,260.51,262.65,4C. Option Stay OTM
AMGN,O:AMGN250117C00272500,2025-01-13,C,2025-01-17,Automatic Execution,272.5,881,261.5,0.985,1037.99,1.49,131269.0,3,60737.5,231306.25,2025-01-14,2025-01-17,276.97,264.91,276.97,269.78,272.11,2C. Option Close Temp ITM
AMGN,O:AMGN250117C00275000,2025-01-13,C,2025-01-17,Automatic Execution,275.0,987,261.5,0.985,1037.99,1.15,113505.0,4,60737.5,231306.25,2025-01-14,2025-01-17,276.97,264.91,276.97,269.78,272.11,2C. Option Close Temp ITM
AMGN,O:AMGN250124C00277500,2025-01-15,C,2025-01-24,Automatic Execution,277.5,1599,261.5,0.985,1037.99,0.95,151905.0,3,60737.5,231306.25,2025-01-16,2025-01-24,278.0,267.15,277.3625,273.5,275.42,3C. Option Temp ITM
AMGN,O:AMGN250131C00282500,2025-01-21,C,2025-01-31,Automatic Execution,282.5,500,261.5,0.985,1037.99,1.08,54000.0,6,60737.5,231306.25,2025-01-22,2025-01-31,286.69,272.0693,286.69,281.98,285.42,1C. Option Close ITM
AMGN,O:AMGN250207C00282500,2025-01-24,C,2025-02-07,Automatic Execution,282.5,1612,261.5,0.985,1037.99,4.1,660920.0,1,60737.5,231306.25,2025-01-27,2025-02-07,309.49,276.18,299.61,292.58,293.54,1C. Option Close ITM
AMGN,O:AMGN250207C00285000,2025-01-24,C,2025-02-07,Multi Leg floor trade,285.0,1598,261.5,0.985,1037.99,3.45,551310.0,1,60737.5,231306.25,2025-01-27,2025-02-07,309.49,276.18,299.61,292.58,293.54,1C. Option Close ITM
AMGN,O:AMGN250207C00290000,2025-01-30,C,2025-02-07,Multi Leg auto-electronic trade,290.0,500,261.5,0.985,1037.99,4.03,195000.0,2,60737.5,231306.25,2025-01-31,2025-02-07,309.49,281.98,299.61,292.58,293.54,1C. Option Close ITM
AMGN,O:AMGN250207C00290000,2025-01-31,C,2025-02-07,Multi Leg Auction,290.0,100,261.5,0.985,1037.99,4.35,43500.0,8,60737.5,231306.25,2025-02-03,2025-02-07,309.49,283.4,299.61,292.58,293.54,1C. Option Close ITM
AMGN,O:AMGN250207C00292500,2025-02-04,C,2025-02-07,Multi Leg floor trade,292.5,650,261.5,0.985,1037.99,4.4,286000.0,1,60737.5,231306.25,2025-02-05,2025-02-07,309.49,289.525,299.61,292.58,293.54,1C. Option Close ITM
AMGN,O:AMGN250207P00280000,2025-02-04,P,2025-02-07,Multi Leg floor trade,280.0,650,261.5,0.985,1037.99,3.25,211250.0,2,60737.5,231306.25,2025-02-05,2025-02-07,309.49,289.525,299.61,292.58,293.54,4P. Option Stay OTM
AMGN,O:AMGN250214C00290000,2025-01-31,C,2025-02-14,Multi Leg Auction,290.0,100,261.5,0.985,1037.99,4.89,48900.0,7,60737.5,231306.25,2025-02-03,2025-02-14,309.49,283.4,295.1624,290.45,291.16,1C. Option Close ITM
AMGN,O:AMGN250214C00295000,2025-02-04,C,2025-02-14,Multi Leg auto-electronic trade,295.0,139,261.5,0.985,1037.99,4.17,57963.0,6,60737.5,231306.25,2025-02-05,2025-02-14,309.49,288.36,295.1624,290.45,291.16,2C. Option Close Temp ITM
AMGN,O:AMGN250221C00295000,2025-01-27,C,2025-02-21,Single Leg Auction Non ISO,295.0,875,261.5,0.985,1037.99,2.3,175000.0,2,60737.5,231306.25,2025-01-28,2025-02-21,309.49,279.31,305.33,297.19,303.01,1C. Option Close ITM
AMGN,O:AMGN250221C00295000,2025-01-27,C,2025-02-21,Automatic Execution,295.0,280,261.5,0.985,1037.99,2.0,51800.0,7,60737.5,231306.25,2025-01-28,2025-02-21,309.49,279.31,305.33,297.19,303.01,1C. Option Close ITM
AMGN,O:AMGN250221C00295000,2025-02-04,C,2025-02-21,Single Leg Auction Non ISO,295.0,500,261.5,0.985,1037.99,4.53,226500.0,2,60737.5,231306.25,2025-02-05,2025-02-21,309.49,288.36,305.33,297.19,303.01,1C. Option Close ITM
AMGN,O:AMGN250221C00300000,2025-02-04,C,2025-02-21,Automatic Execution,300.0,239,261.5,0.985,1037.99,3.4,81260.0,5,60737.5,231306.25,2025-02-05,2025-02-21,309.49,288.36,305.33,297.19,303.01,1C. Option Close ITM
AMGN,O:AMGN250307C00300000,2025-02-11,C,2025-03-07,Automatic Execution,300.0,115,261.5,0.985,1037.99,3.5,40250.0,9,60737.5,231306.25,2025-02-12,2025-03-07,328.19,289.0,328.19,317.78,324.86,1C. Option Close ITM
AMGN,O:AMGN250307P00307500,2025-03-04,P,2025-03-07,Multi Leg floor trade,307.5,1500,261.5,0.985,1037.99,0.55,82500.0,4,60737.5,231306.25,2025-03-05,2025-03-07,328.19,310.14,328.19,317.78,324.86,4P. Option Stay OTM
AMGN,O:AMGN250321C00310000,2025-02-21,C,2025-03-21,Multi Leg floor trade against single leg(s),310.0,450,261.5,0.985,1037.99,2.46,110700.0,4,60737.5,231306.25,2025-02-24,2025-03-21,335.88,303.1,316.49,311.16,316.04,1C. Option Close ITM
AMGN,O:AMGN250321C00320000,2025-03-04,C,2025-03-21,Automatic Execution,320.0,70,261.5,0.985,1037.99,5.1,35700.0,10,60737.5,231306.25,2025-03-05,2025-03-21,335.88,308.64,316.49,311.16,316.04,3C. Option Temp ITM
AMGN,O:AMGN250321P00310000,2025-03-06,P,2025-03-21,Multi Leg Auction,310.0,94,261.5,0.985,1037.99,4.25,39950.0,9,60737.5,231306.25,2025-03-07,2025-03-21,335.88,308.64,316.49,311.16,316.04,3P. Option Temp ITM
AMGN,O:AMGN250321C00340000,2025-03-10,C,2025-03-21,Automatic Execution,340.0,100,261.5,0.985,1037.99,5.0,50000.0,7,60737.5,231306.25,2025-03-11,2025-03-21,329.1,308.64,316.49,311.16,316.04,4C. Option Stay OTM
AMGN,O:AMGN250321P00285000,2025-02-21,P,2025-03-21,Single Leg Floor Trade,285.0,624,261.5,0.985,1037.99,1.45,90480.0,4,60737.5,231306.25,2025-02-24,2025-03-21,335.88,303.1,316.49,311.16,316.04,4P. Option Stay OTM
AMGN,O:AMGN250321P00302500,2025-03-03,P,2025-03-21,Single Leg Auction Non ISO,302.5,816,261.5,0.985,1037.99,2.75,224400.0,2,60737.5,231306.25,2025-03-04,2025-03-21,335.88,308.64,316.49,311.16,316.04,4P. Option Stay OTM
AMGN,O:AMGN250321P00300000,2025-03-04,P,2025-03-21,Automatic Execution,300.0,170,261.5,0.985,1037.99,2.12,36040.0,10,60737.5,231306.25,2025-03-05,2025-03-21,335.88,308.64,316.49,311.16,316.04,4P. Option Stay OTM
AMGN,O:AMGN250321P00310000,2025-03-13,P,2025-03-21,Automatic Execution,310.0,151,261.5,0.985,1037.99,2.72,41072.0,9,60737.5,231306.25,2025-03-14,2025-03-21,319.31,310.3,316.49,311.16,316.04,4P. Option Stay OTM
AMGN,O:AMGN250404P00300000,2025-03-25,P,2025-04-04,Single Leg Auction ISO,300.0,442,261.5,0.985,1037.99,1.8,79560.0,5,60737.5,231306.25,2025-03-26,2025-04-04,315.0,293.72,312.11,293.72,294.39,1P. Option Close ITM
AMGN,O:AMGN250404P00300000,2025-03-25,P,2025-04-04,Single Leg Floor Trade,300.0,422,261.5,0.985,1037.99,1.7,71740.0,5,60737.5,231306.25,2025-03-26,2025-04-04,315.0,293.72,312.11,293.72,294.39,1P. Option Close ITM
AMGN,O:AMGN250404P00300000,2025-03-28,P,2025-04-04,Single Leg Floor Trade,300.0,500,261.5,0.985,1037.99,2.3,115000.0,3,60737.5,231306.25,2025-03-31,2025-04-04,315.0,293.72,312.11,293.72,294.39,1P. Option Close ITM
AMGN,O:AMGN250411P00292500,2025-04-04,P,2025-04-11,Automatic Execution,292.5,58,261.5,0.985,1037.99,6.8,39440.0,9,60737.5,231306.25,2025-04-07,2025-04-11,296.94,267.4,287.9,277.1,285.98,1P. Option Close ITM
AMGN,O:AMGN250411P00290000,2025-04-04,P,2025-04-11,Automatic Execution,290.0,78,261.5,0.985,1037.99,4.9,38220.0,10,60737.5,231306.25,2025-04-07,2025-04-11,296.94,267.4,287.9,277.1,285.98,1P. Option Close ITM
AMGN,O:AMGN250417P00300000,2025-03-26,P,2025-04-17,Single Leg Auction Non ISO,300.0,469,261.5,0.985,1037.99,4.65,218085.0,2,60737.5,231306.25,2025-03-27,2025-04-17,315.0,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00300000,2025-03-26,P,2025-04-17,Automatic Execution,300.0,88,261.5,0.985,1037.99,4.65,40920.0,9,60737.5,231306.25,2025-03-27,2025-04-17,315.0,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00295000,2025-03-27,P,2025-04-17,Stock Options Cross,295.0,2000,261.5,0.985,1037.99,3.0,600000.0,1,60737.5,231306.25,2025-03-28,2025-04-17,315.0,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00290000,2025-03-28,P,2025-04-17,Single Leg Auction Non ISO,290.0,244,261.5,0.985,1037.99,2.2,53680.0,7,60737.5,231306.25,2025-03-31,2025-04-17,315.0,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00305000,2025-03-31,P,2025-04-17,Multi Leg floor trade,305.0,400,261.5,0.985,1037.99,4.55,181600.0,2,60737.5,231306.25,2025-04-01,2025-04-17,314.9,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00300000,2025-04-01,P,2025-04-17,Single Leg Auction Non ISO,300.0,265,261.5,0.985,1037.99,3.57,94605.0,4,60737.5,231306.25,2025-04-02,2025-04-17,314.9,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00300000,2025-04-01,P,2025-04-17,Multi Leg auto-electronic trade,300.0,125,261.5,0.985,1037.99,4.58,57250.0,6,60737.5,231306.25,2025-04-02,2025-04-17,314.9,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00305000,2025-04-03,P,2025-04-17,Automatic Execution,305.0,96,261.5,0.985,1037.99,5.5,52800.0,7,60737.5,231306.25,2025-04-04,2025-04-17,312.11,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00285000,2025-04-04,P,2025-04-17,Multi Leg auto-electronic trade,285.0,250,261.5,0.985,1037.99,5.84,146000.0,3,60737.5,231306.25,2025-04-07,2025-04-17,296.94,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417P00290000,2025-04-04,P,2025-04-17,Automatic Execution,290.0,99,261.5,0.985,1037.99,6.75,66825.0,5,60737.5,231306.25,2025-04-07,2025-04-17,296.94,267.4,278.68,268.5,277.29,1P. Option Close ITM
AMGN,O:AMGN250417C00312500,2025-04-04,C,2025-04-17,Stock Options floor trade,312.5,403,261.5,0.985,1037.99,4.1,165230.0,3,60737.5,231306.25,2025-04-07,2025-04-17,296.94,267.4,278.68,268.5,277.29,4C. Option Stay OTM
AMGN,O:AMGN250425P00290000,2025-04-04,P,2025-04-25,Automatic Execution,290.0,78,261.5,0.985,1037.99,6.5,50700.0,7,60737.5,231306.25,2025-04-07,2025-04-25,296.94,267.4,282.19,276.44,280.84,1P. Option Close ITM
AMGN,O:AMGN250425P00280000,2025-04-04,P,2025-04-25,Automatic Execution,280.0,62,261.5,0.985,1037.99,6.05,37510.0,10,60737.5,231306.25,2025-04-07,2025-04-25,296.94,267.4,282.19,276.44,280.84,2P. Option Close Temp ITM
AMGN,O:AMGN250425P00280000,2025-04-07,P,2025-04-25,Multi Leg auto-electronic trade,280.0,46,261.5,0.985,1037.99,9.13,41998.0,9,60737.5,231306.25,2025-04-08,2025-04-25,296.17,267.4,282.19,276.44,280.84,2P. Option Close Temp ITM
AMGN,O:AMGN250425C00320000,2025-03-26,C,2025-04-25,Multi Leg floor trade,320.0,500,261.5,0.985,1037.99,4.15,207500.0,2,60737.5,231306.25,2025-03-27,2025-04-25,315.0,267.4,282.19,276.44,280.84,4C. Option Stay OTM
AMGN,O:AMGN250425C00330000,2025-03-31,C,2025-04-25,Multi Leg floor trade,330.0,300,261.5,0.985,1037.99,2.29,68700.0,5,60737.5,231306.25,2025-04-01,2025-04-25,314.9,267.4,282.19,276.44,280.84,4C. Option Stay OTM
AMGN,O:AMGN250502P00290000,2025-04-02,P,2025-05-02,Multi Leg auto-electronic trade,290.0,107,261.5,0.985,1037.99,5.29,56603.0,6,60737.5,231306.25,2025-04-03,2025-05-02,314.9,267.4,291.605,275.195,281.22,1P. Option Close ITM
AMGN,O:AMGN250502P00282500,2025-04-14,P,2025-05-02,Automatic Execution,282.5,95,261.5,0.985,1037.99,5.85,55575.0,6,60737.5,231306.25,2025-04-15,2025-05-02,296.17,268.5,291.605,275.195,281.22,1P. Option Close ITM
AMGN,O:AMGN250502P00290000,2025-04-15,P,2025-05-02,Automatic Execution,290.0,56,261.5,0.985,1037.99,7.7,43120.0,8,60737.5,231306.25,2025-04-16,2025-05-02,294.75,268.5,291.605,275.195,281.22,1P. Option Close ITM
AMGN,O:AMGN250502C00290000,2025-05-01,C,2025-05-02,Automatic Execution,290.0,259,261.5,0.985,1037.99,4.5,115255.0,3,60737.5,231306.25,2025-05-02,2025-05-02,291.605,275.195,291.605,275.195,281.22,2C. Option Close Temp ITM
AMGN,O:AMGN250502C00290000,2025-05-01,C,2025-05-02,Multi Leg floor trade,290.0,168,261.5,0.985,1037.99,4.32,72576.0,5,60737.5,231306.25,2025-05-02,2025-05-02,291.605,275.195,291.605,275.195,281.22,2C. Option Close Temp ITM
AMGN,O:AMGN250502P00280000,2025-04-04,P,2025-05-02,Automatic Execution,280.0,100,261.5,0.985,1037.99,4.35,43500.0,8,60737.5,231306.25,2025-04-07,2025-05-02,296.94,267.4,291.605,275.195,281.22,2P. Option Close Temp ITM
AMGN,O:AMGN250502P00280000,2025-04-07,P,2025-05-02,Multi Leg auto-electronic trade,280.0,46,261.5,0.985,1037.99,12.02,54648.0,6,60737.5,231306.25,2025-04-08,2025-05-02,296.17,267.4,291.605,275.195,281.22,2P. Option Close Temp ITM
AMGN,O:AMGN250502P00280000,2025-05-01,P,2025-05-02,Multi Leg floor trade,280.0,168,261.5,0.985,1037.99,4.65,78120.0,5,60737.5,231306.25,2025-05-02,2025-05-02,291.605,275.195,291.605,275.195,281.22,2P. Option Close Temp ITM
AMGN,O:AMGN250502C00295000,2025-04-29,C,2025-05-02,Automatic Execution,295.0,91,261.5,0.985,1037.99,4.35,39585.0,9,60737.5,231306.25,2025-04-30,2025-05-02,292.0,275.195,291.605,275.195,281.22,4C. Option Stay OTM
AMGN,O:AMGN250502C00292500,2025-04-30,C,2025-05-02,Automatic Execution,292.5,100,261.5,0.985,1037.99,5.1,51000.0,7,60737.5,231306.25,2025-05-01,2025-05-02,291.605,275.195,291.605,275.195,281.22,4C. Option Stay OTM
AMGN,O:AMGN250502C00292500,2025-05-01,C,2025-05-02,Multi Leg floor trade,292.5,230,261.5,0.985,1037.99,3.15,72450.0,5,60737.5,231306.25,2025-05-02,2025-05-02,291.605,275.195,291.605,275.195,281.22,4C. Option Stay OTM
AMGN,O:AMGN250502C00295000,2025-05-01,C,2025-05-02,Stock Options floor trade,295.0,150,261.5,0.985,1037.99,2.49,37350.0,10,60737.5,231306.25,2025-05-02,2025-05-02,291.605,275.195,291.605,275.195,281.22,4C. Option Stay OTM
AMGN,O:AMGN250502P00275000,2025-04-29,P,2025-05-02,Multi Leg floor trade,275.0,500,261.5,0.985,1037.99,2.89,144500.0,3,60737.5,231306.25,2025-04-30,2025-05-02,292.0,275.195,291.605,275.195,281.22,4P. Option Stay OTM
AMGN,O:AMGN250516C00290000,2025-04-28,C,2025-05-16,Automatic Execution,290.0,200,261.5,0.985,1037.99,5.15,103000.0,4,60737.5,231306.25,2025-04-29,2025-05-16,292.0,261.43,272.54,267.73,272.41,3C. Option Temp ITM
AMGN,O:AMGN250516C00290000,2025-04-29,C,2025-05-16,Automatic Execution,290.0,50,261.5,0.985,1037.99,8.65,43250.0,8,60737.5,231306.25,2025-04-30,2025-05-16,292.0,261.43,272.54,267.73,272.41,3C. Option Temp ITM
AMGN,O:AMGN250516P00267500,2025-05-06,P,2025-05-16,Automatic Execution,267.5,87,261.5,0.985,1037.99,6.45,56115.0,6,60737.5,231306.25,2025-05-07,2025-05-16,276.68,261.43,272.54,267.73,272.41,3P. Option Temp ITM
AMGN,O:AMGN250516P00265000,2025-05-06,P,2025-05-16,Automatic Execution,265.0,98,261.5,0.985,1037.99,5.25,51450.0,7,60737.5,231306.25,2025-05-07,2025-05-16,276.68,261.43,272.54,267.73,272.41,3P. Option Temp ITM
AMGN,O:AMGN250516C00297500,2025-04-29,C,2025-05-16,Stock Options floor trade,297.5,450,261.5,0.985,1037.99,4.9,220500.0,2,60737.5,231306.25,2025-04-30,2025-05-16,292.0,261.43,272.54,267.73,272.41,4C. Option Stay OTM
AMGN,O:AMGN250516P00255000,2025-04-16,P,2025-05-16,Automatic Execution,255.0,118,261.5,0.985,1037.99,4.05,47790.0,7,60737.5,231306.25,2025-04-17,2025-05-16,292.0,261.43,272.54,267.73,272.41,4P. Option Stay OTM
AMGN,O:AMGN250516P00250000,2025-04-21,P,2025-05-16,Multi Leg floor trade,250.0,500,261.5,0.985,1037.99,4.7,235000.0,1,60737.5,231306.25,2025-04-22,2025-05-16,292.0,261.43,272.54,267.73,272.41,4P. Option Stay OTM
AMGN,O:AMGN250523P00265000,2025-05-06,P,2025-05-23,Automatic Execution,265.0,102,261.5,0.985,1037.99,5.7,58140.0,6,60737.5,231306.25,2025-05-07,2025-05-23,276.9,261.43,272.52,269.1283,271.66,3P. Option Temp ITM
AMGN,O:AMGN250523P00262500,2025-05-12,P,2025-05-23,Automatic Execution,262.5,187,261.5,0.985,1037.99,2.91,54417.0,6,60737.5,231306.25,2025-05-13,2025-05-23,276.9,261.43,272.52,269.1283,271.66,3P. Option Temp ITM
AMGN,O:AMGN250523C00280000,2025-05-06,C,2025-05-23,Automatic Execution,280.0,102,261.5,0.985,1037.99,4.85,49470.0,7,60737.5,231306.25,2025-05-07,2025-05-23,276.9,261.43,272.52,269.1283,271.66,4C. Option Stay OTM
AMGN,O:AMGN250523C00290000,2025-05-12,C,2025-05-23,Automatic Execution,290.0,500,261.5,0.985,1037.99,1.21,60500.0,5,60737.5,231306.25,2025-05-13,2025-05-23,276.9,261.43,272.52,269.1283,271.66,4C. Option Stay OTM
AMGN,O:AMGN250523P00260000,2025-05-06,P,2025-05-23,Automatic Execution,260.0,109,261.5,0.985,1037.99,4.15,45235.0,8,60737.5,231306.25,2025-05-07,2025-05-23,276.9,261.43,272.52,269.1283,271.66,4P. Option Stay OTM
AMGN,O:AMGN250530C00280000,2025-05-06,C,2025-05-30,Automatic Execution,280.0,93,261.5,0.985,1037.99,5.95,55335.0,6,60737.5,231306.25,2025-05-07,2025-05-30,288.81,261.43,288.81,281.04,288.18,1C. Option Close ITM
AMGN,O:AMGN250530C00285000,2025-05-20,C,2025-05-30,Automatic Execution,285.0,998,261.5,0.985,1037.99,2.2,219560.0,2,60737.5,231306.25,2025-05-21,2025-05-30,288.81,269.1,288.81,281.04,288.18,1C. Option Close ITM
AMGN,O:AMGN250530P00265000,2025-05-08,P,2025-05-30,Multi Leg floor trade,265.0,500,261.5,0.985,1037.99,8.35,417500.0,1,60737.5,231306.25,2025-05-09,2025-05-30,288.81,261.43,288.81,281.04,288.18,3P. Option Temp ITM
AMGN,O:AMGN250530P00255000,2025-05-14,P,2025-05-30,Automatic Execution,255.0,101,261.5,0.985,1037.99,5.3,53530.0,7,60737.5,231306.25,2025-05-15,2025-05-30,288.81,264.15,288.81,281.04,288.18,4P. Option Stay OTM
