security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
BYND,Consumer Staples,Food - Meat Products,0.55,,,,463,25__0,25,2,0.0,13549.0,21000.0,99883.08,157104.2,174110.42,175811.04,175981.1
CAG,Consumer Staples,Food - Miscellaneous,0.55,8710.0,8. p75_trade_value,34.0,133,20__0,20,2,0.0,16304.0,22800.0,37500.0,48350.0,49835.0,49983.5,49998.35
CELH,Consumer Staples,Food - Miscellaneous,0.55,900000.0,1. p999999_trade_value,1.0,11311,40__3,40,2,3.0,14550.0,22044.5,59308.8,271541.82,542707.6,860188.8,896018.88
CPB,Consumer Staples,Food - Miscellaneous,0.55,,,,204,25__0,25,2,0.0,24193.0,40364.4,139631.16,278176.21,309125.22,312220.12,312529.61
DAR,Consumer Staples,Food - Miscellaneous,0.55,8064.0,8. p75_trade_value,43.0,172,20__0,20,2,0.0,13975.0,28555.45,61972.0,76084.8,77808.48,77980.85,77998.08
FRPT,Consumer Staples,Food - Miscellaneous,0.55,7800.0,8. p75_trade_value,115.0,451,25__2,25,2,2.0,18000.0,41327.5,211225.0,526327.5,553077.75,555752.77,556020.28
GIS,Consumer Staples,Food - Miscellaneous,0.55,300000.0,1. p999999_trade_value,1.0,462,25__0,25,2,0.0,17833.5,26136.75,102680.7,239701.2,293970.12,299397.01,299939.7
HRL,Consumer Staples,Food - Meat Products,0.55,6800.0,8. p75_trade_value,21.0,81,20__3,20,2,3.0,15000.0,63000.0,319916.0,372416.6,377666.66,378191.67,378244.17
HSY,Consumer Staples,Food - Confectionery,0.55,8680.0,8. p75_trade_value,357.0,1421,30__2,30,2,2.0,17160.0,30000.0,127500.0,249500.0,370682.0,387168.2,388816.82
KHC,Consumer Staples,Food - Miscellaneous,0.55,100000.0,4. p999_trade_value,2.0,1007,30__2,30,2,2.0,12000.0,18000.0,59741.04,99999.7,150366.4,155436.64,155943.66
LW,Consumer Staples,Food - Miscellaneous,0.55,,,,1163,30__0,30,2,0.0,15186.0,26576.0,124145.0,440280.0,1598940.0,1734894.0,1748489.4
MDLZ,Consumer Staples,Food - Miscellaneous,0.55,72000.0,1. p999999_trade_value,1.0,260,25__0,25,2,0.0,17070.0,22385.55,50221.75,68892.0,71689.2,71968.92,71996.89
MKC,Consumer Staples,Food - Miscellaneous,0.55,312500.0,1. p999999_trade_value,1.0,117,20__3,20,2,3.0,12031.2,22294.8,215732.0,302152.8,311465.28,312396.53,312489.65
PPC,Consumer Staples,Food - Meat Products,0.55,,,,61,20__0,20,2,0.0,8800.0,16356.0,30150.0,44865.0,46336.5,46483.65,46498.36
SJM,Consumer Staples,Food - Miscellaneous,0.55,86000.0,5. p99_trade_value,3.0,218,25__0,25,2,0.0,15238.5,27233.0,81197.5,320187.32,351293.73,354404.37,354715.44
SYY,Consumer Staples,Food - Miscellaneous,0.55,,,,179,25__2,25,2,2.0,16205.0,42630.0,366912.0,444600.0,444600.0,444600.0,444600.0
TSN,Consumer Staples,Food - Meat Products,0.55,28750.0,5. p99_trade_value,3.0,259,25__0,25,2,0.0,13107.0,17500.0,27787.2,33387.5,34838.75,34983.88,34998.39
UNFI,Consumer Staples,Food - Miscellaneous,0.55,54466.0,1. p999999_trade_value,1.0,146,20__0,20,2,0.0,17423.0,21681.5,34360.5,51623.13,54181.71,54437.57,54463.16
USFD,Consumer Staples,Food - Miscellaneous,0.55,84525.0,1. p999999_trade_value,1.0,87,20__0,20,2,0.0,12240.0,15908.6,50533.5,81125.85,84185.08,84491.01,84521.6
VITL,Consumer Staples,Food - Miscellaneous,0.55,30480.0,6. p95_trade_value,8.0,156,20__3,20,2,3.0,13945.0,27667.5,58654.25,268445.42,301920.54,305268.05,305602.81
