security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
CLOV,Medical,Medical Info Systems,25__0,25,2,0.0,1. p999999_trade_value,39760.0,39760.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CLOV,Medical,Medical Info Systems,25__0,25,2,0.0,5. p99_trade_value,28458.0,20295.0,3.0,3.0,1.0,0.55,1. ABOVE BASELINE,4.0,4.0,1.0
CLOV,Medical,Medical Info Systems,25__0,25,2,0.0,6. p95_trade_value,20000.0,12909.0,8.0,12.0,0.6666666666666666,0.55,1. ABOVE BASELINE,12.0,16.0,0.75
CLOV,Medical,Medical Info Systems,25__0,25,2,0.0,7. p90_trade_value,12805.000000000002,10000.0,8.0,16.0,0.5,0.55,2. BELOW BASELINE,20.0,32.0,0.625
CLOV,Medical,Medical Info Systems,25__0,25,2,0.0,8. p75_trade_value,9920.0,6299.999999999999,24.0,48.0,0.5,0.55,2. BELOW BASELINE,44.0,80.0,0.55
INSP,Medical,Medical Info Systems,30__2,30,2,2.0,1. p999999_trade_value,223510.00000000003,223510.00000000003,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
INSP,Medical,Medical Info Systems,30__2,30,2,2.0,5. p99_trade_value,222360.0,91680.0,5.0,6.0,0.8333333333333334,0.55,1. ABOVE BASELINE,6.0,7.0,0.8571428571428571
INSP,Medical,Medical Info Systems,30__2,30,2,2.0,6. p95_trade_value,89700.0,35279.99999999999,18.0,28.0,0.6428571428571429,0.55,1. ABOVE BASELINE,24.0,35.0,0.6857142857142857
INSP,Medical,Medical Info Systems,30__2,30,2,2.0,7. p90_trade_value,33880.0,20570.0,25.0,34.0,0.7352941176470589,0.55,1. ABOVE BASELINE,49.0,69.0,0.7101449275362319
INSP,Medical,Medical Info Systems,30__2,30,2,2.0,8. p75_trade_value,20544.0,10080.0,70.0,104.0,0.6730769230769231,0.55,1. ABOVE BASELINE,119.0,173.0,0.6878612716763006
IRTC,Medical,Medical Info Systems,20__0,20,2,0.0,1. p999999_trade_value,202500.00000000003,202500.00000000003,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
IRTC,Medical,Medical Info Systems,20__0,20,2,0.0,5. p99_trade_value,90000.0,90000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
IRTC,Medical,Medical Info Systems,20__0,20,2,0.0,6. p95_trade_value,78000.0,26250.0,3.0,7.0,0.42857142857142855,0.55,2. BELOW BASELINE,5.0,9.0,0.5555555555555556
IRTC,Medical,Medical Info Systems,20__0,20,2,0.0,7. p90_trade_value,23792.999999999996,16713.000000000004,1.0,12.0,0.08333333333333333,0.55,2. BELOW BASELINE,6.0,21.0,0.2857142857142857
IRTC,Medical,Medical Info Systems,20__0,20,2,0.0,8. p75_trade_value,16686.0,10368.0,9.0,25.0,0.36,0.55,2. BELOW BASELINE,15.0,46.0,0.32608695652173914
SDGR,Medical,Medical Info Systems,20__0,20,2,0.0,1. p999999_trade_value,105300.0,105300.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
SDGR,Medical,Medical Info Systems,20__0,20,2,0.0,5. p99_trade_value,67500.0,67500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
SDGR,Medical,Medical Info Systems,20__0,20,2,0.0,6. p95_trade_value,62855.99999999999,14880.000000000002,6.0,7.0,0.8571428571428571,0.55,1. ABOVE BASELINE,8.0,9.0,0.8888888888888888
SDGR,Medical,Medical Info Systems,20__0,20,2,0.0,7. p90_trade_value,11499.999999999998,9630.0,6.0,8.0,0.75,0.55,1. ABOVE BASELINE,14.0,17.0,0.8235294117647058
SDGR,Medical,Medical Info Systems,20__0,20,2,0.0,8. p75_trade_value,9600.0,6400.0,15.0,25.0,0.6,0.55,1. ABOVE BASELINE,29.0,42.0,0.6904761904761905
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,1. p999999_trade_value,659670.0,659670.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,3. p9999_trade_value,570000.0,570000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,4. p999_trade_value,387000.0,215600.0,6.0,15.0,0.4,0.55,2. BELOW BASELINE,8.0,17.0,0.47058823529411764
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,5. p99_trade_value,206550.0,60270.00000000001,68.0,151.0,0.4503311258278146,0.55,2. BELOW BASELINE,76.0,168.0,0.4523809523809524
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,6. p95_trade_value,60160.0,24500.0,325.0,669.0,0.4857997010463378,0.55,2. BELOW BASELINE,401.0,837.0,0.47909199522102747
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,7. p90_trade_value,24420.0,16150.0,437.0,836.0,0.5227272727272727,0.55,2. BELOW BASELINE,838.0,1673.0,0.5008965929468021
TEM,Medical,Medical Info Systems,40__3,40,2,3.0,8. p75_trade_value,16145.999999999998,8550.0,1380.0,2509.0,0.5500199282582702,0.55,2. BELOW BASELINE,2218.0,4182.0,0.5303682448589192
