security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
CHDN,Consumer Discretionary,Gaming,15__0,15,3,0.0,1. p999999_trade_value,216000.0,216000.0,O:CHDN250117P00130000,CHDN,P,130.0,2025-01-17,235,0,301,1.8,1734716546417000000,1200,216000.0,2024-12-20,3000.0,30,True,Multi Leg floor trade,Consumer Discretionary,Gaming,132.56,135.04,131.68,132.23,1,5.334453751150931,20,1,1,1,1,0
CRSR,Consumer Discretionary,Gaming,15__0,15,3,0.0,1. p999999_trade_value,150500.0,150500.0,O:CRSR250516C00007500,CRSR,C,7.5,2025-05-16,235,0,300,0.43,1746111370682000000,3500,150500.0,2025-05-01,3000.0,30,True,Multi Leg floor trade,Consumer Discretionary,Gaming,7.19,7.3,7.015,7.02,1,5.177536499929862,20,1,1,1,1,0
IGT,Consumer Discretionary,Gaming,15__0,15,3,0.0,1. p999999_trade_value,156000.0,156000.0,O:IGT250516P00016000,IGT,P,16.0,2025-05-16,231,0,323,0.65,1746026531816000000,2400,156000.0,2025-04-30,3000.0,30,True,Single Leg Floor Trade,Consumer Discretionary,Gaming,16.31,16.67,16.08,16.4,1,5.193124598354461,20,1,1,0,0,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,8. p75_trade_value,6090.0,10000.0,O:LNW241115P00090000,LNW,P,90.0,2024-11-15,209,0,316,2.9,1729533983227000000,21,6090.0,2024-10-21,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,93.13,93.39,91.15,91.68,8,3.784617292632875,20,4,0,0,0,1
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,7. p90_trade_value,11600.0,11600.0,O:LNW241220C00100000,LNW,C,100.0,2024-12-20,209,0,319,2.0,1732648039092000000,58,11600.0,2024-11-26,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,98.08,99.34,97.62,97.94,3,4.064457989226918,20,2,1,0,0,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,8. p75_trade_value,6090.0,10000.0,O:LNW241220C00100000,LNW,C,100.0,2024-12-20,209,0,308,1.55,1733509036392000000,42,6510.000000000001,2024-12-06,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,98.74,99.58,97.55,97.63,6,3.813580988568192,20,3,0,0,0,1
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,6. p95_trade_value,14000.0,14000.0,O:LNW250221C00100000,LNW,C,100.0,2025-02-21,209,0,320,1.4,1739201187053000000,100,14000.0,2025-02-10,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,91.08,98.33,90.54,97.67,2,4.146128035678238,20,1,1,1,1,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,1. p999999_trade_value,16200.0,16200.0,O:LNW250221C00100000,LNW,C,100.0,2025-02-21,209,0,308,1.2,1739202979746000000,135,16200.0,2025-02-10,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,91.08,98.33,90.54,97.67,1,4.209515014542631,20,1,1,1,1,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,8. p75_trade_value,6090.0,10000.0,O:LNW250321P00105000,LNW,P,105.0,2025-03-21,209,0,308,2.15,1740583291133000000,30,6450.0,2025-02-26,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,106.81,110.3,105.66,108.62,7,3.8095597146352675,20,4,1,1,1,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,8. p75_trade_value,6090.0,10000.0,O:LNW250321P00105000,LNW,P,105.0,2025-03-21,209,0,301,1.6,1741035081401000000,45,7200.0,2025-03-03,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,112.35,113.945,108.96,109.65,5,3.8573324964312685,20,3,1,1,1,0
LNW,Consumer Discretionary,Gaming,15__0,15,3,0.0,8. p75_trade_value,6090.0,10000.0,O:LNW250620C00085000,LNW,C,85.0,2025-06-20,209,0,308,1.0,1749839271662000000,100,10000.0,2025-06-13,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,84.13,84.38,81.86,82.14,4,4.0,20,2,1,0,0,0
MCRI,Consumer Discretionary,Gaming,0__0,0,3,0.0,1. p999999_trade_value,10143.0,10143.0,O:MCRI250321P00090000,MCRI,P,90.0,2025-03-21,232,0,302,2.07,1740775957950000000,49,10143.0,2025-02-28,3000.0,30,True,Multi Leg auto-electronic trade,Consumer Discretionary,Gaming,90.12,91.63,90.12,91.58,1,4.006166425485431,20,1,1,1,1,0
RSI,Consumer Discretionary,Gaming,15__0,15,3,0.0,6. p95_trade_value,41547.99999999999,41850.0,O:RSI250321P00012500,RSI,P,12.5,2025-03-21,229,0,302,0.93,1740421742991000000,450,41850.0,2025-02-24,3000.0,30,True,Single Leg Cross Non ISO,Consumer Discretionary,Gaming,13.65,13.87,13.1033,13.23,2,4.621695462329279,20,1,1,1,1,0
RSI,Consumer Discretionary,Gaming,15__0,15,3,0.0,6. p95_trade_value,41547.99999999999,41850.0,O:RSI250321P00012500,RSI,P,12.5,2025-03-21,229,0,302,0.94,1740429278591000000,442,41547.99999999999,2025-02-24,3000.0,30,True,Single Leg Cross Non ISO,Consumer Discretionary,Gaming,13.65,13.87,13.1033,13.23,3,4.618550122948791,20,1,1,1,1,0
RSI,Consumer Discretionary,Gaming,15__0,15,3,0.0,7. p90_trade_value,19895.0,37600.0,O:RSI250321P00012500,RSI,P,12.5,2025-03-21,209,0,316,1.15,1740409427308000000,173,19895.0,2025-02-24,3000.0,30,True,Automatic Execution,Consumer Discretionary,Gaming,13.65,13.87,13.1033,13.23,5,4.298743943482407,20,2,1,1,1,0
RSI,Consumer Discretionary,Gaming,15__0,15,3,0.0,7. p90_trade_value,19895.0,37600.0,O:RSI250321P00012500,RSI,P,12.5,2025-03-21,229,0,302,0.94,1740427328508000000,400,37600.0,2025-02-24,3000.0,30,True,Single Leg Cross Non ISO,Consumer Discretionary,Gaming,13.65,13.87,13.1033,13.23,4,4.575187844927661,20,2,1,1,1,0
RSI,Consumer Discretionary,Gaming,15__0,15,3,0.0,1. p999999_trade_value,47500.0,47500.0,O:RSI250321P00012500,RSI,P,12.5,2025-03-21,229,0,302,0.95,1740424123679000000,500,47500.0,2025-02-24,3000.0,30,True,Single Leg Cross Non ISO,Consumer Discretionary,Gaming,13.65,13.87,13.1033,13.23,1,4.676693609624866,20,1,1,1,1,0
