security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAPL,Computer and Technology,Computer - Micro Computers,0.55,795832.0,3. p9999_trade_value,44.0,437563,55__0,55,1,0.0,16600.0,25374.5,64504.56,245915.7,784767.28,1644362.5,2375287.93
ADBE,Computer and Technology,Computer - Software,0.55,,,,47204,45__1,45,1,1.0,16249.1,25500.0,70203.7,252453.75,942194.05,1652405.13,1694745.51
AMD,Computer and Technology,Computer - Integrated Systems,0.55,,,,231067,55__0,55,1,0.0,15000.0,23114.1,60060.0,324934.0,1160726.19,1920292.38,2575328.53
CRM,Computer and Technology,Computer - Software,0.55,,,,43859,45__0,45,1,0.0,18000.0,28320.0,70711.5,257894.81,1068271.54,3213641.1,4281364.11
DELL,Computer and Technology,Computer - Micro Computers,0.55,651000.0,1. p999999_trade_value,1.0,30002,45__1,45,1,1.0,16524.0,25475.7,64725.72,202497.0,496615.46,612411.21,647141.12
MSFT,Computer and Technology,Computer - Software,0.55,,,,237443,55__0,55,1,0.0,16250.0,25080.0,63708.12,228000.0,930159.62,3522453.76,4826784.74
MSTR,Computer and Technology,Computer - Software,0.55,5720000.0,3. p9999_trade_value,93.0,925361,60__0,60,1,0.0,20970.0,34983.0,109060.0,704040.96,5715776.32,22960021.55,48237773.41
MU,Computer and Technology,Computer - Integrated Systems,0.55,,,,85254,50__3,50,1,3.0,17500.0,28400.0,82500.0,313735.0,1399804.9,4730803.66,7689503.57
ORCL,Computer and Technology,Computer - Software,0.55,,,,39750,45__0,45,1,0.0,17802.0,29070.0,71000.0,239851.8,770100.4,1390508.03,1651050.8
SMCI,Computer and Technology,Computer- Storage Devices,0.55,,,,241748,55__0,55,1,0.0,17813.2,27688.6,72000.0,342180.21,2139613.11,5869714.5,8492369.88
