security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AISP,Business Services,Technology Services,0.55,,,,92,20__0,20,2,0.0,8777.5,11496.75,19439.7,21347.97,21538.8,21557.88,21559.79
ARBE,Business Services,Technology Services,0.55,6937.0,8. p75_trade_value,33.0,129,20__0,20,2,0.0,9870.0,13254.0,18487.2,19397.6,19489.76,19498.98,19499.9
AUR,Business Services,Technology Services,0.55,,,,601,30__2,30,2,2.0,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1
AYI,Business Services,Technology Services,0.55,,,,216,25__2,25,2,2.0,15960.0,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0
BITF,Business Services,Technology Services,0.55,20000.0,1. p999999_trade_value,1.0,86,20__0,20,2,0.0,11240.0,14597.5,18393.5,19839.35,19983.94,19998.39,19999.84
BKSY,Business Services,Technology Services,0.55,,,,175,20__0,20,2,0.0,17292.0,28248.5,76300.0,88871.24,90553.12,90721.31,90738.13
BTBT,Business Services,Technology Services,0.55,64750.0,1. p999999_trade_value,1.0,272,25__0,25,2,0.0,10250.0,14710.0,38899.95,62378.75,64512.87,64726.29,64747.63
BTDR,Business Services,Technology Services,0.55,10544.999999999998,8. p75_trade_value,424.0,1694,30__2,30,2,2.0,19614.0,30000.0,70208.52,194748.45,344330.09,358346.61,359748.26
BYRN,Business Services,Technology Services,0.55,,,,81,20__0,20,2,0.0,9600.0,12600.0,19390.0,33394.0,34794.4,34934.44,34948.44
CIFR,Business Services,Technology Services,0.55,149990.0,5. p99_trade_value,6.0,548,25__0,25,2,0.0,14439.6,22246.0,111642.7,479275.0,565427.5,574042.75,574904.28
COHR,Business Services,Technology Services,0.55,8988.000000000002,8. p75_trade_value,832.0,3327,35__1,35,2,1.0,19207.0,32000.0,128101.94,607882.28,1150357.5,1296285.75,1310878.57
COUR,Business Services,Technology Services,0.55,44865.0,1. p999999_trade_value,1.0,60,20__0,20,2,0.0,10800.1,15636.5,28908.45,43269.35,44705.43,44849.04,44863.4
DAVE,Business Services,Technology Services,0.55,,,,940,30__2,30,2,2.0,15410.0,29617.5,74400.0,198072.55,282202.26,290615.23,291456.52
DUOL,Business Services,Technology Services,0.55,9303.0,8. p75_trade_value,904.0,3613,35__0,35,2,0.0,17192.0,27188.0,70067.48,285507.84,814992.0,987502.2,1004753.22
FNGR,Business Services,Technology Services,0.55,9000.0,6. p95_trade_value,5.0,93,20__0,20,2,0.0,7960.0,8658.0,13245.6,35142.06,37331.71,37550.67,37572.57
FUTU,Business Services,Technology Services,0.55,550000.0,3. p9999_trade_value,2.0,12107,40__0,40,2,0.0,16835.4,27564.7,73971.0,173951.77,528186.05,550997.6,551121.26
GCT,Business Services,Technology Services,0.55,69859.99999999999,5. p99_trade_value,4.0,397,25__0,25,2,0.0,19692.0,31164.0,61258.4,375992.58,469599.26,478959.93,479895.99
GDS,Business Services,Technology Services,0.55,24900.0,6. p95_trade_value,47.0,925,30__2,30,2,2.0,16440.0,24799.2,69894.64,201326.25,229515.82,232334.78,232616.68
GRRR,Business Services,Technology Services,0.55,,,,1992,35__0,35,2,0.0,13938.0,23872.5,71250.0,200076.95,278909.06,294650.91,296225.09
HOLO,Business Services,Technology Services,0.55,,,,91,20__0,20,2,0.0,9000.0,9880.0,11319.0,14550.9,14874.09,14906.41,14909.64
IBTA,Business Services,Technology Services,0.55,6720.0,8. p75_trade_value,18.0,72,20__3,20,2,3.0,12935.0,33175.0,266227.5,374697.75,385544.78,386629.48,386737.95
J,Business Services,Technology Services,0.55,,,,90,20__1,20,2,1.0,127645.0,287031.25,632824.05,908251.91,935794.69,938548.97,938824.4
KD,Business Services,Technology Services,0.55,,,,295,25__0,25,2,0.0,18750.0,26300.4,34130.1,84190.66,101026.37,102709.94,102878.29
MIR,Business Services,Technology Services,0.55,,,,193,25__0,25,2,0.0,13694.0,21557.0,35704.8,39549.44,39990.94,40035.09,40039.51
MLGO,Business Services,Technology Services,0.55,15500.0,6. p95_trade_value,7.0,125,20__0,20,2,0.0,10944.0,15200.0,17739.6,67800.6,74145.06,74779.51,74842.95
MVST,Business Services,Technology Services,0.55,,,,176,20__0,20,2,0.0,10578.0,13362.5,22380.0,28866.0,29886.6,29988.66,29998.87
NN,Business Services,Technology Services,0.55,,,,148,20__0,20,2,0.0,10306.5,15356.25,27106.0,46648.4,49664.84,49966.48,49996.65
NNOX,Business Services,Technology Services,0.55,,,,84,20__0,20,2,0.0,6210.0,6490.25,10034.0,10183.4,10198.34,10199.83,10199.98
NPO,Business Services,Technology Services,0.55,,,,68,20__0,20,2,0.0,20745.5,47375.0,97950.0,167295.0,174229.5,174922.95,174992.29
PDYN,Business Services,Technology Services,0.55,25080.0,5. p99_trade_value,2.0,112,20__0,20,2,0.0,11900.0,15505.5,24301.2,32120.88,32912.09,32991.21,32999.12
PSN,Business Services,Technology Services,0.55,148800.0,1. p999999_trade_value,1.0,231,25__0,25,2,0.0,9900.0,14812.0,18507.0,119199.0,145839.9,148503.99,148770.4
QFIN,Business Services,Technology Services,0.55,,,,64,20__0,20,2,0.0,9934.5,11467.5,22342.2,35984.22,37348.42,37484.84,37498.48
QXO,Business Services,Technology Services,0.55,,,,104,20__0,20,2,0.0,13555.5,16000.0,35997.3,51266.94,52844.69,53002.47,53018.25
RCAT,Business Services,Technology Services,0.55,,,,1994,35__0,35,2,0.0,12700.0,18021.0,35043.4,76085.97,79149.44,79518.94,79555.89
SNDK,Business Services,Technology Services,0.55,,,,226,25__2,25,2,2.0,20720.0,29828.75,102037.5,1299284.0,1488208.4,1507100.84,1508990.08
SYM,Business Services,Technology Services,0.55,,,,1288,30__2,30,2,2.0,16710.5,26386.5,88143.0,260841.1,626841.36,670184.14,674518.41
UMAC,Business Services,Technology Services,0.55,6900.0,8. p75_trade_value,20.0,79,20__0,20,2,0.0,12651.2,15981.6,38715.42,82914.04,87333.9,87775.89,87820.09
YMM,Business Services,Technology Services,0.55,98000.00000000001,1. p999999_trade_value,1.0,81,20__0,20,2,0.0,24500.0,35000.0,57600.0,93960.0,97596.0,97959.6,97995.96
ZETA,Business Services,Technology Services,0.55,29302.0,6. p95_trade_value,105.0,2085,35__1,35,2,1.0,16368.0,29249.6,105800.0,641760.0,717185.0,724218.5,724921.85
