security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
LMND,Finance,Insurance - Multi line,35__0,35,0.0,1. p999999_trade_value,190000.0,190000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
LMND,Finance,Insurance - Multi line,35__0,35,0.0,4. p999_trade_value,155376.0,142500.0,1.0,3.0,0.3333333333333333,0.75,2. BELOW BASELINE,1.0,4.0,0.25
LMND,Finance,Insurance - Multi line,35__0,35,0.0,5. p99_trade_value,142215.0,59469.99999999999,13.0,32.0,0.40625,0.75,2. BELOW BASELINE,14.0,36.0,0.3888888888888889
LMND,Finance,Insurance - Multi line,35__0,35,0.0,6. p95_trade_value,58140.0,24300.000000000004,76.0,140.0,0.5428571428571428,0.75,2. BELOW BASELINE,90.0,176.0,0.5113636363636364
LMND,Finance,Insurance - Multi line,35__0,35,0.0,7. p90_trade_value,24149.999999999996,16700.0,85.0,177.0,0.480225988700565,0.75,2. BELOW BASELINE,175.0,353.0,0.49575070821529743
LMND,Finance,Insurance - Multi line,35__0,35,0.0,8. p75_trade_value,16650.0,8880.000000000002,270.0,530.0,0.5094339622641509,0.75,2. BELOW BASELINE,445.0,883.0,0.5039637599093998
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,1. p999999_trade_value,158400.0,158400.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,4. p999_trade_value,113400.0,112239.99999999999,1.0,2.0,0.5,0.75,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,5. p99_trade_value,99449.99999999999,46530.0,12.0,25.0,0.48,0.75,2. BELOW BASELINE,14.0,28.0,0.5
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,6. p95_trade_value,46500.00000000001,22100.0,60.0,110.0,0.5454545454545454,0.75,2. BELOW BASELINE,74.0,138.0,0.5362318840579711
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,7. p90_trade_value,22000.0,15200.0,59.0,136.0,0.4338235294117647,0.75,2. BELOW BASELINE,133.0,274.0,0.4854014598540146
ROOT,Finance,Insurance - Property and Casualty,35__0,35,0.0,8. p75_trade_value,15190.0,8330.0,218.0,411.0,0.5304136253041363,0.75,2. BELOW BASELINE,351.0,685.0,0.5124087591240876
