security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ALB,Basic Materials,Chemical - Diversified ,0.55,,,,3014,35__0,35,2,0.0,14721.1,24420.0,67892.05,334102.67,532797.92,580456.59,585222.46
APD,Basic Materials,Chemical - Diversified ,0.55,,,,789,30__2,30,2,2.0,15260.0,20738.0,88699.92,558750.0,558750.0,558750.0,558750.0
ASPI,Basic Materials,Chemical - Diversified ,0.55,75000.0,1. p999999_trade_value,1.0,309,25__0,25,2,0.0,10612.8,14410.0,29720.0,69740.9,74474.09,74947.41,74994.74
CC,Basic Materials,Chemical - Diversified ,0.55,,,,67,20__0,20,2,0.0,18200.0,31050.0,87000.0,116700.0,119670.0,119967.0,119996.7
CE,Basic Materials,Chemical - Specialty,0.55,,,,338,25__2,25,2,2.0,17453.0,33988.5,98774.85,1784329.7,2358142.97,2415524.3,2421262.43
DD,Basic Materials,Chemical - Diversified ,0.55,150660.0,1. p999999_trade_value,1.0,574,30__2,30,2,2.0,16400.0,26085.8,85530.24,150281.82,150622.18,150656.22,150659.62
DOW,Basic Materials,Chemical - Diversified ,0.55,,,,760,30__2,30,2,2.0,16275.0,26786.25,57524.79,129471.0,150647.1,152764.71,152976.47
DQ,Basic Materials,Chemical - Specialty,0.55,10449.0,8. p75_trade_value,72.0,287,25__0,25,2,0.0,25000.0,41163.0,95045.6,104142.0,104914.2,104991.42,104999.14
ECL,Basic Materials,Chemical - Specialty,0.55,9610.0,6. p95_trade_value,9.0,170,20__0,20,2,0.0,8800.0,9461.5,18772.5,169221.45,195527.15,198157.71,198420.77
IFF,Basic Materials,Chemical - Specialty,0.55,,,,123,20__0,20,2,0.0,12532.0,18339.0,66553.9,107424.8,111992.48,112449.25,112494.92
LIN,Basic Materials,Chemical - Specialty,0.55,,,,602,30__2,30,2,2.0,14329.0,18890.0,35994.6,57187.0,64218.7,64921.87,64992.19
LYB,Basic Materials,Chemical - Diversified ,0.55,62825.0,1. p999999_trade_value,1.0,226,25__0,25,2,0.0,11597.5,22780.0,58495.5,62301.88,62772.69,62819.77,62824.48
PPG,Basic Materials,Chemical - Specialty,0.55,,,,223,25__0,25,2,0.0,19840.0,36283.5,95861.52,172223.46,187322.35,188832.23,188983.22
SHW,Basic Materials,Chemical - Specialty,0.55,,,,447,25__0,25,2,0.0,16748.0,31627.2,113774.4,320958.0,331795.8,332879.58,332987.96
