security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AIOT,Transportation,Transportation - Services,0.55,,,,22,15__0,15,3,0.0,79818.0,89526.0,107775.0,112027.5,112452.75,112495.28,112499.53
AL,Transportation,Transportation - Equipment and Leasing,0.55,16000.0,1. p999999_trade_value,1.0,26,15__0,15,3,0.0,9495.0,11062.5,14875.0,15887.5,15988.75,15998.88,15999.89
ARCB,Transportation,Transportation - Truck,0.55,468000.0,1. p999999_trade_value,1.0,44,15__1,15,3,1.0,10971.0,29008.6,326960.0,453896.0,466589.6,467858.96,467985.9
ASC,Transportation,Transportation - Shipping,0.55,4428.0,8. p75_trade_value,3.0,10,10__0,10,3,0.0,4517.6,4758.8,4951.76,4995.18,4999.52,4999.95,5000.0
CAAP,Transportation,Transportation - Airline,0.55,6000.0,1. p999999_trade_value,2.0,5,5__0,5,3,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
CMBT,Transportation,Transportation - Shipping,0.55,3250.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0
CNI,Transportation,Transportation - Rail,0.55,,,,53,15__0,15,3,0.0,10170.8,12443.0,36253.6,53075.86,54758.09,54926.31,54943.13
CYRX,Transportation,Transportation - Services,0.55,3690.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0
DAC,Transportation,Transportation - Shipping,0.55,5050.0,8. p75_trade_value,4.0,16,10__0,10,3,0.0,5250.0,6375.0,8715.0,9241.5,9294.15,9299.42,9299.94
DHT,Transportation,Transportation - Shipping,0.55,,,,50,15__0,15,3,0.0,12594.2,14527.5,55863.42,59586.34,59958.63,59995.86,59999.59
DSX,Transportation,Transportation - Shipping,0.55,,,,1,0__2,0,3,2.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0
EXPD,Transportation,Transportation - Services,0.55,,,,12,10__2,10,3,2.0,104066.0,132956.5,154679.3,159566.93,160055.69,160104.57,160109.46
FLNG,Transportation,Transportation - Shipping,0.55,,,,22,15__0,15,3,0.0,13614.8,18004.8,35362.16,39464.22,39874.42,39915.44,39919.54
GATX,Transportation,Transportation - Equipment and Leasing,0.55,3020.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0
GBX,Transportation,Transportation - Equipment and Leasing,0.55,50745.0,1. p999999_trade_value,1.0,17,10__0,10,3,0.0,8583.0,17541.0,44104.2,50080.92,50678.59,50738.36,50744.34
GNK,Transportation,Transportation - Shipping,0.55,,,,5,5__0,5,3,0.0,4380.0,4690.0,4938.0,4993.8,4999.38,4999.94,4999.99
GOGL,Transportation,Transportation - Shipping,0.55,11360.0,8. p75_trade_value,11.0,42,15__0,15,3,0.0,18225.0,20395.0,27478.7,29297.87,29479.79,29497.98,29499.8
GSL,Transportation,Transportation - Shipping,0.55,,,,7,10__0,10,3,0.0,35240.8,36049.9,36697.18,36842.82,36857.38,36858.84,36858.98
