security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AIRG,Computer and Technology,Communication - Components,0.55,,,,1,0__2,0,2.0,8680.0,8680.0,8680.0,8680.0,8680.0,8680.0,8680.0
ATEN,Computer and Technology,Communication - Network Software,0.55,7227.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0
ATEX,Computer and Technology,Communication - Infrastructure,0.55,,,,1,0__0,0,0.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0
ATUS,Computer and Technology,Communication - Components,0.55,4325.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,4267.5,4296.25,4319.25,4324.43,4324.94,4324.99,4325.0
BAND,Computer and Technology,Communication - Infrastructure,0.55,,,,19,15__0,15,0.0,5280.0,6646.0,14177.2,15871.72,16041.17,16058.12,16059.81
CIEN,Computer and Technology,Communication - Components,0.55,,,,1164,30__0,30,0.0,16005.6,24969.25,98724.0,217300.82,373244.27,391447.43,393267.74
COMM,Computer and Technology,Communication - Infrastructure,0.55,,,,96,20__0,20,0.0,10170.0,17882.5,28147.7,35187.77,35891.78,35962.18,35969.22
FYBR,Computer and Technology,Communication - Network Software,0.55,,,,183,25__0,25,0.0,43450.0,102704.5,345533.1,689265.69,743926.57,749392.66,749939.27
GLW,Computer and Technology,Communication - Components,0.55,,,,1023,30__2,30,2.0,19194.0,38490.0,141072.4,806941.15,880851.09,887085.31,887708.73
HLIT,Computer and Technology,Communication - Components,0.55,,,,8,10__0,10,0.0,18120.0,31560.0,42312.0,44731.2,44973.12,44997.31,44999.73
KN,Computer and Technology,Communication - Components,0.55,7500.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
LITE,Computer and Technology,Communication - Components,0.55,9430.0,8. p75_trade_value,225.0,899,30__2,30,2.0,19040.0,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98
ONDS,Computer and Technology,Communication - Network Software,0.55,6225.0,8. p75_trade_value,17.0,66,20__0,20,0.0,10600.0,23215.0,26586.25,27566.13,27664.11,27673.91,27674.89
OOMA,Computer and Technology,Communication - Components,0.55,4500.0,8. p75_trade_value,2.0,5,5__0,5,0.0,6651.0,7368.0,7941.6,8070.66,8083.57,8084.86,8084.99
VIAV,Computer and Technology,Communication - Components,0.55,,,,25,15__0,15,0.0,10335.0,11645.0,43083.72,51960.67,52848.37,52937.14,52946.01
