security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,security_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
AMCR,Industrial Products,Containers - Paper and Packaging,10__0,10,0.0,1. p999999_trade_value,11844.000000000002,11844.000000000002,O:AMCR250620C00009000,AMCR,C,9.0,2025-06-20,209,0,325,0.28,1748009935250000000,423,11844.000000000002,2025-05-23,Automatic Execution,Industrial Products,Containers - Paper and Packaging,8.95,8.985,8.85,8.96,1,4.073498398717262,1,1,0,0,0
SEE,Industrial Products,Containers - Paper and Packaging,10__2,10,2.0,8. p75_trade_value,95355.0,95355.0,O:SEE250321P00032500,SEE,P,32.5,2025-03-21,235,0,313,1.17,1739985162127000000,815,95355.0,2025-02-19,Multi Leg floor trade,Industrial Products,Containers - Paper and Packaging,33.47,33.47,33.0,33.15,2,4.979343470486138,2,1,1,1,0
SEE,Industrial Products,Containers - Paper and Packaging,10__2,10,2.0,1. p999999_trade_value,150000.0,150000.0,O:SEE250321C00035000,SEE,C,35.0,2025-03-21,242,0,323,0.75,1740063378540000000,2000,150000.0,2025-02-20,Stock Options floor trade,Industrial Products,Containers - Paper and Packaging,33.17,33.32,32.71,33.05,1,5.176091259055681,1,1,0,0,0
