security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
FLS,Industrial Products,Manufacturing - General Industrial ,42,15422.2,28190.7,48841.2,59424.12,60482.41,60588.24,60598.82,15,0.0,15__0,11
FLUT,Consumer Discretionary,Gaming,2104,13968.0,25172.7,79726.6,345932.32,446658.55,451609.86,452104.99,35,0.0,35__0,7
FLWS,Retail-Wholesale,Retail - Mail Order,6,6000.0,6600.0,7080.0,7188.0,7198.8,7199.88,7199.99,10,0.0,10__0,12
FLYW,Computer and Technology,Internet - Software,33,9980.0,28332.0,90960.0,117096.0,119709.6,119970.96,119997.1,15,0.0,15__0,11
FMC,Consumer Staples,Agriculture - Operations,196,13260.0,20488.75,49496.5,136537.5,155403.75,157290.38,157479.04,25,0.0,25__0,9
FMNB,Finance,Banks - Midwest,1,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,0,2.0,0__2,14
FMX,Consumer Staples,Beverages - Soft drinks,9,18692.6,22157.8,24929.96,25553.7,25616.07,25622.31,25622.93,10,0.0,10__0,12
FN,Computer and Technology,Electronics - Miscellaneous Components,336,21080.0,42862.5,470920.0,1364224.0,1564902.4,1584970.24,1586977.02,25,2.0,25__2,9
FND,Retail-Wholesale,Retail - Home Furnishings,709,23840.0,48420.0,166383.8,1087106.0,1409210.6,1441421.06,1444642.11,30,1.0,30__1,8
FNF,Finance,Insurance - Multi line,9,8292.0,11646.0,14329.2,14932.92,14993.29,14999.33,14999.93,10,0.0,10__0,12
FNGR,Business Services,Technology Services,93,7960.0,8658.0,13245.6,35142.06,37331.71,37550.67,37572.57,20,0.0,20__0,10
FNKO,Consumer Discretionary,Consumer Products - Discretionary,45,33730.0,62368.0,747000.0,1222200.0,1269720.0,1274472.0,1274947.2,15,1.0,15__1,11
FNV,Basic Materials,Mining - Gold,174,11382.0,15370.0,21566.96,26862.82,27633.38,27710.44,27718.14,20,0.0,20__0,10
FOA,Finance,Financial - Mortgage & Related Services,3,5742.0,5803.5,5852.7,5863.77,5864.88,5864.99,5865.0,5,0.0,5__0,13
FOLD,Medical,Medical - Biomedical and Genetics,28,52750.0,125075.0,149460.0,149946.0,149994.6,149999.46,149999.95,15,0.0,15__0,11
FOR,Finance,Real Estate - Development,1,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0,2.0,0__2,14
FORM,Computer and Technology,Electronics - Semiconductors,167,15832.8,29145.0,107838.4,212768.41,221189.34,222031.43,222115.64,20,0.0,20__0,10
FOSL,Retail-Wholesale,Retail - Apparel and Shoes,6,10237.5,11156.25,11891.25,12056.63,12073.16,12074.82,12074.98,10,0.0,10__0,12
FOUR,Business Services,Financial Transaction Services,865,18318.0,29580.0,78720.0,283966.72,308476.67,310927.67,311172.77,30,2.0,30__2,8
FOX,Consumer Discretionary,Broadcast Radio and Television,5,6235.2,6498.6,6709.32,6756.73,6761.47,6761.95,6761.99,5,0.0,5__0,13
FOXA,Consumer Discretionary,Broadcast Radio and Television,86,12902.5,22747.5,74097.0,108659.7,112115.97,112461.6,112496.16,20,0.0,20__0,10
FOXF,Auto-Tires-Trucks,Automotive - Domestic,8,37500.0,46250.0,53250.0,54825.0,54982.5,54998.25,54999.83,10,0.0,10__0,12
FPH,Finance,Real Estate - Development,1,3050.0,3050.0,3050.0,3050.0,3050.0,3050.0,3050.0,0,2.0,0__2,14
FRGE,Finance,Financial - Miscellaneous Services,2,5676.0,5753.0,5814.6,5828.46,5829.85,5829.98,5830.0,5,0.0,5__0,13
FRHC,Finance,Financial - Miscellaneous Services,10,9480.0,10740.0,11748.0,11974.8,11997.48,11999.75,11999.97,10,0.0,10__0,12
FRME,Finance,Banks - Midwest,1,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,0,2.0,0__2,14
FRO,Transportation,Transportation - Shipping,273,18747.0,41886.0,179883.2,210000.0,210000.0,210000.0,210000.0,25,0.0,25__0,9
FROG,Computer and Technology,Internet - Software,441,13350.0,32500.0,85571.0,218858.04,247551.8,250421.18,250708.12,25,0.0,25__0,9
FRPT,Consumer Staples,Food - Miscellaneous,451,18000.0,41327.5,211225.0,526327.5,553077.75,555752.77,556020.28,25,0.0,25__0,9
FRSH,Computer and Technology,Internet - Software,329,16686.0,29730.0,73600.0,82202.69,84048.87,84233.49,84251.95,25,0.0,25__0,9
FRSX,Business Services,Technology Services,1,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,0,2.0,0__2,14
FRT,Finance,REIT and Equity Trust - Retail,10,189466.0,192598.0,195103.6,195667.36,195723.74,195729.37,195729.94,10,3.0,10__3,12
FSK,Finance,Financial - SBIC & Commercial Industry,9,7184.0,8292.0,9178.4,9377.84,9397.78,9399.78,9399.98,10,0.0,10__0,12
FSLR,Oils-Energy,Solar,32765,17488.0,29440.0,119037.8,1008005.2,3685833.36,4400000.0,4400000.0,45,3.0,45__3,5
FSLY,Computer and Technology,Internet - Software,377,14917.2,20840.0,90600.0,191224.0,200022.4,200902.24,200990.22,25,0.0,25__0,9
FSM,Basic Materials,Mining - Miscellaneous,9,8724.0,11132.0,13058.4,13491.84,13535.18,13539.52,13539.95,10,0.0,10__0,12
FSS,Conglomerates,Diversified Operations,3,18675.0,18675.0,18675.0,18675.0,18675.0,18675.0,18675.0,5,3.0,5__3,13
FTAI,Aerospace,Aerospace - Defense Equipment,4231,15000.0,22735.0,73135.0,403338.6,1170564.8,1377056.48,1397705.65,35,0.0,35__0,7
FTDR,Construction,Building Products - Miscellaneous,15,49427.6,64492.2,92578.44,98897.84,99529.78,99592.98,99599.3,10,3.0,10__3,12
FTEK,Industrial Products,Pollution Control,1,9970.0,9970.0,9970.0,9970.0,9970.0,9970.0,9970.0,0,0.0,0__0,14
FTI,Oils-Energy,Oil and Gas - Field Services,51,256000.0,269500.0,420000.0,528000.0,538800.0,539880.0,539988.0,15,1.0,15__1,11
FTNT,Computer and Technology,Security,4313,15600.0,22863.0,62837.04,413366.4,897852.76,972235.28,979673.53,35,0.0,35__0,7
FTRE,Medical,Medical - Biomedical and Genetics,111,40250.0,63280.0,95737.5,139761.25,144476.13,144947.61,144994.76,20,0.0,20__0,10
FTV,Computer and Technology,Electronics - Testing Equipment,46,12127.5,70792.5,86135.0,86135.0,86135.0,86135.0,86135.0,15,0.0,15__0,11
FUBO,Consumer Discretionary,Broadcast Radio and Television,1299,13393.6,20201.8,45220.0,128800.24,212696.83,223634.68,224728.47,30,2.0,30__2,8
FUL,Basic Materials,Chemical - Specialty,3,19026.0,20763.0,22152.6,22465.26,22496.53,22499.65,22499.97,5,3.0,5__3,13
FUN,Consumer Discretionary,Leisure and Recreation Services,54,12500.0,14321.85,35935.9,37352.59,37494.26,37508.43,37509.84,15,0.0,15__0,11
FUTU,Business Services,Technology Services,12107,16835.4,27564.7,73971.0,173951.77,528186.05,550997.6,551121.26,40,0.0,40__0,6
FVCB,Finance,Banks - Southeast,1,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,0,2.0,0__2,14
FVRR,Retail-Wholesale,Internet - Commerce,267,12656.0,16971.5,39072.0,111134.59,134089.46,136384.95,136614.49,25,0.0,25__0,9
FWONK,Consumer Discretionary,Media Conglomerates,13,163200.0,210700.0,243040.0,250316.5,251044.15,251116.92,251124.19,10,3.0,10__3,12
FWRD,Transportation,Transportation - Truck,599,11130.0,19953.0,120000.0,332260.44,343681.04,344823.1,344937.31,30,2.0,30__2,8
FWRG,Retail-Wholesale,Retail - Restaurants,3,14898.0,15479.0,15943.8,16048.38,16058.84,16059.88,16059.99,5,3.0,5__3,13
FYBR,Computer and Technology,Communication - Network Software,151,65000.0,122475.0,373147.5,699944.25,744994.43,749499.44,749949.94,20,2.0,20__2,10
G,Computer and Technology,Computers - IT Services,3,3490.8,3530.4,3562.08,3569.21,3569.92,3569.99,3570.0,5,0.0,5__0,13
GALT,Medical,Medical - Drugs,159,12718.4,17425.0,121248.5,316496.15,341249.62,343724.96,343972.5,20,1.0,20__1,10
GAMB,Business Services,Advertising and Marketing,12,11052.0,14113.5,16766.7,17363.67,17423.37,17429.34,17429.93,10,0.0,10__0,12
GANX,Medical,Medical - Drugs,1,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0,2.0,0__2,14
GAP,Retail-Wholesale,Retail - Apparel and Shoes,1591,18830.0,36090.0,147300.0,468450.0,511820.0,514682.0,514968.2,30,0.0,30__0,8
GATX,Transportation,Transportation - Equipment and Leasing,1,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,0,2.0,0__2,14
GBCI,Finance,Banks - West,2,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5,0.0,5__0,13
GBDC,Finance,Financial - SBIC & Commercial Industry,1,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,0,2.0,0__2,14
GBTG,Computer and Technology,Internet - Software,1,3990.0,3990.0,3990.0,3990.0,3990.0,3990.0,3990.0,0,2.0,0__2,14
GBX,Transportation,Transportation - Equipment and Leasing,17,8583.0,17541.0,44104.2,50080.92,50678.59,50738.36,50744.34,10,0.0,10__0,12
GCI,Business Services,Advertising and Marketing,2,5523.0,5611.5,5682.3,5698.23,5699.82,5699.98,5700.0,5,0.0,5__0,13
GCO,Retail-Wholesale,Retail - Apparel and Shoes,16,24040.0,35170.0,54778.0,59189.8,59630.98,59675.1,59679.51,10,0.0,10__0,12
GCT,Business Services,Technology Services,397,19692.0,31164.0,61258.4,375992.58,469599.26,478959.93,479895.99,25,0.0,25__0,9
GD,Aerospace,Aerospace - Defense,741,12950.0,23460.0,55030.0,167807.2,171616.72,171997.67,172035.77,30,2.0,30__2,8
GDDY,Computer and Technology,Internet - Delivery Services,683,13258.0,19881.0,61579.32,719456.4,805265.64,813846.56,814704.66,30,2.0,30__2,8
GDEN,Consumer Discretionary,Gaming,3,21512.0,23426.0,24957.2,25301.72,25336.17,25339.62,25339.96,5,3.0,5__3,13
GDOT,Business Services,Financial Transaction Services,1,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,0,2.0,0__2,14
GDRX,Medical,Medical Services,2,26697.6,27940.8,28935.36,29159.14,29181.51,29183.75,29183.98,5,3.0,5__3,13
GDS,Business Services,Technology Services,925,16440.0,24799.2,69894.64,201326.25,229515.82,232334.78,232616.68,30,2.0,30__2,8
GDYN,Computer and Technology,Computers - IT Services,5,7668.0,7974.0,8218.8,8273.88,8279.39,8279.94,8279.99,5,0.0,5__0,13
GE,Aerospace,Aerospace - Defense,10986,17264.0,25787.5,117000.0,717658.5,2042459.82,2515583.36,2563406.34,40,2.0,40__2,6
GEF,Industrial Products,Containers - Paper and Packaging,5,10400.0,11200.0,11840.0,11984.0,11998.4,11999.84,11999.98,5,0.0,5__0,13
GEHC,Medical,Medical - Products,800,19582.0,35296.0,180070.0,619195.0,759419.5,773441.95,774844.19,30,0.0,30__0,8
GEL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,4,24000.0,27000.0,29400.0,29940.0,29994.0,29999.4,29999.94,5,3.0,5__3,13
GEN,Business Services,Technology Services,23,19488.0,26286.0,45720.0,50472.0,50947.2,50994.72,50999.47,15,0.0,15__0,11
GENI,Computer and Technology,Internet - Content,72,16280.0,19625.0,50072.5,50232.25,50248.23,50249.82,50249.98,20,0.0,20__0,10
GEO,Business Services,Government Services,1879,18654.0,32598.0,116516.02,378660.0,1304917.6,1492191.76,1510919.18,35,2.0,35__2,7
GERN,Medical,Medical - Biomedical and Genetics,19,11000.0,17500.0,35500.0,39550.0,39955.0,39995.5,39999.55,15,0.0,15__0,11
GES,Consumer Discretionary,Textile - Apparel,56,14265.0,16475.0,25668.0,27766.8,27976.68,27997.67,27999.77,15,0.0,15__0,11
GETY,Computer and Technology,Internet - Software,7,6192.0,6696.0,7099.2,7189.92,7198.99,7199.9,7199.99,10,0.0,10__0,12
GEV,Oils-Energy,Alternative Energy - Other,18716,18720.0,29022.0,93310.0,581954.0,1976365.5,2609103.75,2689110.37,45,3.0,45__3,5
GEVO,Oils-Energy,Alternative Energy - Other,28,7749.0,9244.0,17300.0,19730.0,19973.0,19997.3,19999.73,15,0.0,15__0,11
GFF,Conglomerates,Diversified Operations,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,2.0,0__2,14
GFI,Basic Materials,Mining - Gold,112,31078.8,43226.25,73560.0,84756.9,85965.69,86086.57,86098.66,20,0.0,20__0,10
GFL,Business Services,Waste Removal Services,55,8905.4,16600.0,64740.0,77133.0,78372.3,78496.23,78508.62,15,0.0,15__0,11
GFS,Computer and Technology,Electronics - Semiconductors,156,15995.0,29341.25,125637.0,289351.3,306585.13,308308.51,308480.85,20,1.0,20__1,10
GGAL,Finance,Banks - Foreign,404,20005.5,28994.0,112841.75,299517.49,343151.75,347515.17,347951.52,25,0.0,25__0,9
GGG,Industrial Products,Manufacturing - General Industrial ,6,29536.0,35515.5,40299.1,41375.41,41483.04,41493.8,41494.88,10,0.0,10__0,12
GH,Medical,Medical - Biomedical and Genetics,585,17049.0,37915.0,307750.4,523168.0,587816.8,594281.68,594928.17,30,0.0,30__0,8
GHRS,Medical,Medical - Biomedical and Genetics,6,20700.0,21100.0,21420.0,21492.0,21499.2,21499.92,21499.99,10,0.0,10__0,12
GIB,Computer and Technology,Computer - Services,1,3420.0,3420.0,3420.0,3420.0,3420.0,3420.0,3420.0,0,2.0,0__2,14
GIII,Consumer Discretionary,Textile - Apparel,27,8360.0,12470.0,22494.46,25180.55,25449.15,25476.02,25478.7,15,0.0,15__0,11
GIL,Consumer Discretionary,Textile - Apparel,8,7173.0,11061.5,14172.3,14872.23,14942.22,14949.22,14949.92,10,0.0,10__0,12
GILD,Medical,Medical - Biomedical and Genetics,3265,16641.0,26528.0,127500.0,652944.24,1002811.9,1101725.59,1111616.96,35,2.0,35__2,7
GIS,Consumer Staples,Food - Miscellaneous,462,17833.5,26136.75,102680.7,239701.2,293970.12,299397.01,299939.7,25,0.0,25__0,9
GKOS,Medical,Medical - Instruments,1218,16080.0,34257.5,109907.0,301161.6,312190.24,312613.02,312655.3,30,2.0,30__2,8
GL,Finance,Insurance - Accident and Health,232,21271.5,33360.0,61209.5,101597.29,107503.73,108094.37,108153.44,25,0.0,25__0,9
GLAD,Finance,Financial - SBIC & Commercial Industry,1,3339.0,3339.0,3339.0,3339.0,3339.0,3339.0,3339.0,0,2.0,0__2,14
GLBE,Retail-Wholesale,Internet - Commerce,199,12360.0,14400.0,31000.2,356071.41,426229.64,433245.46,433947.05,25,0.0,25__0,9
GLDD,Construction,Building Products - Heavy Construction,2,5503.5,5564.25,5612.85,5623.79,5624.88,5624.99,5625.0,5,0.0,5__0,13
GLNG,Oils-Energy,Oil and Gas - Integrated - International,497,15345.6,24312.0,90200.0,299881.28,314532.13,315997.21,316143.72,25,0.0,25__0,9
GLOB,Computer and Technology,Internet - Software and Services,313,16612.0,21946.0,67657.2,688980.0,905898.0,927589.8,929758.98,25,0.0,25__0,9
GLPG,Medical,Medical - Biomedical and Genetics,15,55330.0,63625.0,72725.0,74772.5,74977.25,74997.73,74999.77,10,0.0,10__0,12
GLPI,Finance,REIT and Equity Trust - Other,13,8750.0,14280.0,20916.0,22409.1,22558.41,22573.34,22574.83,10,0.0,10__0,12
GLUE,Medical,Medical - Biomedical and Genetics,9,11700.0,16380.0,20124.0,20966.4,21050.64,21059.06,21059.91,10,0.0,10__0,12
GLW,Computer and Technology,Communication - Components,1020,19521.2,38501.45,141209.8,808721.9,880871.42,887087.34,887708.93,30,0.0,30__0,8
GLXY,Finance,Financial - Miscellaneous Services,336,17300.0,24040.5,234227.0,549568.6,576956.86,579695.69,579969.57,25,0.0,25__0,9
GM,Auto-Tires-Trucks,Automotive - Domestic,7972,15145.1,24879.1,79432.0,399070.7,950511.53,1235174.75,1263641.08,40,0.0,40__0,6
GMAB,Medical,Medical - Biomedical and Genetics,7,10934.0,10967.0,10993.4,10999.34,10999.93,10999.99,11000.0,10,0.0,10__0,12
GME,Consumer Discretionary,Gaming,51223,14060.0,21099.8,49934.04,151679.13,574284.55,2445544.05,2896128.1,45,1.0,45__1,5
GMED,Medical,Medical - Instruments,117,23660.0,56700.0,235396.0,315926.76,324893.68,325790.37,325880.04,20,1.0,20__1,10
GMS,Retail-Wholesale,Building Products - Retail,24,31921.0,52600.65,185350.51,220056.75,223527.38,223874.44,223909.14,15,0.0,15__0,11
GNK,Transportation,Transportation - Shipping,5,4380.0,4690.0,4938.0,4993.8,4999.38,4999.94,4999.99,5,0.0,5__0,13
GNLX,Medical,Medical - Biomedical and Genetics,1,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,0,2.0,0__2,14
GNRC,Industrial Products,Manufacturing - General Industrial ,863,15032.0,26100.4,66388.8,107716.5,118771.65,119877.17,119987.72,30,2.0,30__2,8
GNW,Finance,Insurance - Life Insurance,28,25000.0,25000.0,33263.6,36014.36,36289.44,36316.94,36319.69,15,0.0,15__0,11
GO,Consumer Staples,Consumer Products - Staples,56,12500.0,20835.0,195459.0,279420.9,287817.09,288656.71,288740.67,15,0.0,15__0,11
GOGL,Transportation,Transportation - Shipping,42,18225.0,20395.0,27478.7,29297.87,29479.79,29497.98,29499.8,15,0.0,15__0,11
GOGO,Computer and Technology,Wireless National,90,11253.6,13978.5,16008.6,19420.86,19762.09,19796.21,19799.62,20,0.0,20__0,10
GOLF,Consumer Discretionary,Leisure and Recreation Products,5,9086.4,10168.2,11033.64,11228.36,11247.84,11249.78,11249.98,5,0.0,5__0,13
GOOG,Computer and Technology,Internet - Services,73761,15795.0,23520.0,56380.6,181657.68,988171.2,5415826.41,5718163.04,50,1.0,50__1,4
GOOGL,Computer and Technology,Internet - Services,150789,16720.0,25517.4,64357.92,264855.34,692404.27,1025863.67,1139726.06,50,3.0,50__3,4
GOOS,Retail-Wholesale,Retail - Apparel and Shoes,19,9208.0,12982.8,27258.96,30471.1,30792.31,30824.43,30827.64,15,0.0,15__0,11
GOTU,Consumer Discretionary,Schools,30,6297.5,7230.0,9245.25,9969.53,10041.95,10049.2,10049.92,15,0.0,15__0,11
GPC,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,329,13920.0,24839.0,273514.0,483734.72,556873.47,564187.35,564918.73,25,0.0,25__0,9
GPCR,Medical,Medical - Biomedical and Genetics,124,23875.0,35300.0,208275.0,262620.0,269262.0,269926.2,269992.62,20,1.0,20__1,10
GPI,Retail-Wholesale,Automotive - Retail and Whole Sales,89,40000.0,57240.0,73560.0,83856.0,84885.6,84988.56,84998.86,20,0.0,20__0,10
GPN,Business Services,Financial Transaction Services,1063,15519.0,24708.5,116533.7,268285.82,578361.0,611336.1,614633.61,30,2.0,30__2,8
GPOR,Oils-Energy,Oil and Gas - Exploration and Production - United States,7,81600.0,103800.0,121560.0,125556.0,125955.6,125995.56,125999.56,10,3.0,10__3,12
GPRE,Basic Materials,Chemical - Specialty,41,24278.0,24978.0,43098.4,47509.84,47950.98,47995.1,47999.51,15,0.0,15__0,11
GPRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,3,5406.0,5448.0,5481.6,5489.16,5489.92,5489.99,5490.0,5,0.0,5__0,13
GPRO,Consumer Discretionary,Audio Video Production,2,4859.0,4919.5,4967.9,4978.79,4979.88,4979.99,4980.0,5,0.0,5__0,13
GRAB,Computer and Technology,Internet - Software,482,14980.0,20741.0,65856.64,103586.31,104561.63,104659.16,104668.92,25,0.0,25__0,9
GRAL,Medical,Medical - Biomedical and Genetics,472,13445.4,18626.0,44526.82,90162.22,92716.22,92971.62,92997.16,25,0.0,25__0,9
GRBK,Finance,Real Estate - Development,26,20750.0,23135.0,23957.5,24040.75,24049.08,24049.91,24049.99,15,0.0,15__0,11
GRFS,Medical,Medical - Drugs,18,9266.1,16892.85,16919.37,16925.34,16925.93,16925.99,16926.0,15,0.0,15__0,11
GRMN,Computer and Technology,Electronics - Miscellaneous Products,596,15625.0,23000.0,77193.75,150882.35,165271.24,166710.12,166854.01,30,2.0,30__2,8
GRND,Computer and Technology,Internet - Software,97,11820.0,19744.0,74051.2,206917.12,220203.71,221532.37,221665.24,20,0.0,20__0,10
GRPN,Retail-Wholesale,Internet - Commerce,764,19241.0,39600.0,143243.25,205569.5,221706.95,223320.7,223482.07,30,0.0,30__0,8
GRRR,Business Services,Technology Services,1992,13938.0,23872.5,71250.0,200076.95,278909.06,294650.91,296225.09,35,0.0,35__0,7
GRWG,Basic Materials,Agriculture - Products,1,5575.0,5575.0,5575.0,5575.0,5575.0,5575.0,5575.0,0,2.0,0__2,14
GS,Finance,Financial - Investment Bank,35238,15400.0,23737.85,66040.0,257222.64,715621.77,1457745.62,1675774.56,45,1.0,45__1,5
GSAT,Computer and Technology,Satellite and Communication,125,13060.0,36480.0,57268.8,200160.0,218016.0,219801.6,219980.16,20,0.0,20__0,10
GSHD,Finance,Insurance - Multi line,36,10035.0,11687.5,31200.0,40020.0,40902.0,40990.2,40999.02,15,0.0,15__0,11
GSK,Medical,Medical - Biomedical and Genetics,429,20738.4,43084.8,155040.0,395041.4,442209.14,446925.91,447397.59,25,0.0,25__0,9
GSL,Transportation,Transportation - Shipping,7,35240.8,36049.9,36697.18,36842.82,36857.38,36858.84,36858.98,10,0.0,10__0,12
GSM,Basic Materials,Mining - Miscellaneous,79,11631.0,15334.5,38146.2,63214.62,65721.46,65972.15,65997.21,20,0.0,20__0,10
GT,Auto-Tires-Trucks,Rubber - Tires,136,20000.0,36145.0,95700.0,104595.0,104959.5,104995.95,104999.6,20,0.0,20__0,10
GTES,Industrial Products,Manufacturing - General Industrial ,41,60000.0,75000.0,94500.0,97200.0,97470.0,97497.0,97499.7,15,0.0,15__0,11
GTLB,Computer and Technology,Internet - Software,2791,15510.0,22497.5,56322.0,168124.1,344978.54,351099.85,351711.99,35,0.0,35__0,7
GTLS,Industrial Products,Manufacturing - General Industrial ,527,13044.0,17979.5,29500.0,302539.0,361003.9,366850.39,367435.04,25,0.0,25__0,9
GTM,Computer and Technology,Internet - Software,16,17009.5,26264.25,43652.85,47565.28,47956.53,47995.65,47999.57,10,0.0,10__0,12
GTX,Auto-Tires-Trucks,Automotive - Original Equipment,6,18000.0,24000.0,28800.0,29880.0,29988.0,29998.8,29999.88,10,0.0,10__0,12
GVA,Construction,Building Products - Heavy Construction,17,13700.0,20312.0,21310.4,21535.04,21557.5,21559.75,21559.98,10,0.0,10__0,12
GWRE,Computer and Technology,Internet - Software,750,18416.4,26780.55,81922.8,276635.84,463425.58,482104.56,483972.46,30,2.0,30__2,8
GWW,Industrial Products,Industrial Services,475,17276.0,27417.6,91385.6,315564.68,354741.07,358658.71,359050.47,25,0.0,25__0,9
GXO,Transportation,Transportation - Air Freight and Cargo,180,12219.0,19949.0,171088.85,180369.62,181386.96,181488.7,181498.87,25,0.0,25__0,9
H,Consumer Discretionary,Hotels and Motels,161,15416.0,45090.0,401956.0,791647.6,836865.76,841387.58,841839.76,20,1.0,20__1,10
HAE,Medical,Medical - Products,164,46473.5,160625.0,705889.5,985110.0,989511.0,989951.1,989995.11,20,2.0,20__2,10
HAIN,Consumer Staples,Food - Miscellaneous,2,4754.0,4807.0,4849.4,4858.94,4859.89,4859.99,4860.0,5,0.0,5__0,13
HAL,Oils-Energy,Oil and Gas - Field Services,858,14720.0,28043.2,69321.32,126314.28,138618.83,139849.28,139972.33,30,2.0,30__2,8
HALO,Medical,Medical - Biomedical and Genetics,91,11200.0,14100.0,32300.0,34730.0,34973.0,34997.3,34999.73,20,0.0,20__0,10
HAS,Consumer Discretionary,Toys - Games - Hobbies,344,19804.5,37540.0,160561.28,643463.59,751766.36,762596.64,763679.66,25,0.0,25__0,9
HASI,Finance,Financial - Miscellaneous Services,31,12000.0,60743.0,104624.0,121542.2,123234.02,123403.2,123420.12,15,0.0,15__0,11
HAYW,Computer and Technology,Electronics - Miscellaneous Products,7,11200.0,13600.0,15520.0,15952.0,15995.2,15999.52,15999.95,10,0.0,10__0,12
