security,sector,industry,level_1,unusual_baseline,trade_value_category,number_of_trades
TRU,Business Services,Business - Information Services,0,,,
TRUE,Computer and Technology,Internet - Services,0,,,
TRUP,Finance,Insurance - Accident and Health,0,,,
TRV,Finance,Insurance - Property and Casualty,0,176000.00000000003,1. p999999_trade_value,1.0
TRVG,Computer and Technology,Internet - Services,0,3990.0000000000005,1. p999999_trade_value,1.0
TRVI,Medical,Medical - Biomedical and Genetics,0,,,
TS,Industrial Products,Steel - Pipe and Tube,0,,,
TSAT,Computer and Technology,Satellite and Communication,0,11000.000000000002,1. p999999_trade_value,2.0
TSCO,Retail-Wholesale,Retail - Miscellaneous,0,263500.0,1. p999999_trade_value,1.0
TSEM,Computer and Technology,Electronics - Semiconductors,0,487500.0,1. p999999_trade_value,1.0
TSHA,Medical,Medical - Generic Drugs,0,5700.0,1. p999999_trade_value,1.0
TSLA,Computer and Technology,Internet - Software and Services,0,,,
TSM,Computer and Technology,Semiconductor - Circuit Foundry,0,,,
TSN,Consumer Staples,Food - Meat Products,0,28750.0,5. p99_trade_value,3.0
TSQ,Consumer Discretionary,Broadcast Radio and Television,0,,,
TSSI,Construction,Engineering - R and D Services,0,26946.000000000004,1. p999999_trade_value,1.0
TT,Construction,Building Products - Air Conditioner and Heating,0,405499.99999999994,1. p999999_trade_value,1.0
TTAN,Computer and Technology,Internet - Software,0,334800.0,4. p999_trade_value,2.0
TTC,Consumer Discretionary,Tools - Handheld,0,,,
TTD,Computer and Technology,Internet - Services,0,646704.0000000001,3. p9999_trade_value,2.0
TTE,Oils-Energy,Oil and Gas - Refining and Marketing,0,234254.99999999997,1. p999999_trade_value,1.0
TTEC,Business Services,Technology Services,0,,,
TTEK,Industrial Products,Pollution Control,0,64740.0,1. p999999_trade_value,1.0
TTMI,Computer and Technology,Electronics - Miscellaneous Components,0,5070.0,1. p999999_trade_value,1.0
TTWO,Consumer Discretionary,Gaming,0,590409.0,1. p999999_trade_value,1.0
TU,Utilities,Diversified Communication Services,0,,,
TUYA,Computer and Technology,Internet - Software,0,,,
TVTX,Medical,Medical - Biomedical and Genetics,0,,,
TW,Finance,Financial - Investment Bank,0,187550.0,5. p99_trade_value,4.0
TWI,Industrial Products,Manufacturing - Farm Equipment,0,3390.0,1. p999999_trade_value,1.0
TWLO,Computer and Technology,Internet - Software,0,260000.0,4. p999_trade_value,6.0
TWO,Finance,REIT and Equity Trust,0,,,
TWST,Medical,Medical - Biomedical and Genetics,0,375000.0,1. p999999_trade_value,1.0
TX,Basic Materials,Steel - Producers,0,4000.0,1. p999999_trade_value,1.0
TXG,Medical,Medical Info Systems,0,,,
TXN,Computer and Technology,Semiconductor - General,0,388500.0,4. p999_trade_value,8.0
TXNM,Oils-Energy,Alternative Energy - Other,0,62500.0,1. p999999_trade_value,2.0
TXO,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,0,4200.0,1. p999999_trade_value,1.0
TXRH,Retail-Wholesale,Retail - Restaurants,0,,,
TXT,Aerospace,Aerospace - Defense,0,86961.0,1. p999999_trade_value,1.0
TYL,Computer and Technology,Internet - Software and Services,0,82800.0,1. p999999_trade_value,1.0
TYRA,Medical,Medical - Biomedical and Genetics,0,295000.0,1. p999999_trade_value,1.0
TZOO,Retail-Wholesale,Internet - Commerce,0,,,
U,Computer and Technology,Internet - Software,0,,,
UA,Consumer Discretionary,Textile - Apparel,0,8700.0,1. p999999_trade_value,1.0
UAA,Consumer Discretionary,Textile - Apparel,0,60952.0,6. p95_trade_value,3.0
UAL,Transportation,Transportation - Airline,0,,,
UAMY,Basic Materials,Mining - Non Ferrous,0,,,
UAN,Basic Materials,Fertilizers,0,25839.999999999996,1. p999999_trade_value,1.0
UBER,Computer and Technology,Internet - Services,0,908000.0,3. p9999_trade_value,4.0
UBFO,Finance,Banks - West,0,,,
UBS,Finance,Banks - Foreign,0,36905.0,6. p95_trade_value,10.0
UCTT,Computer and Technology,Electronics - Manufacturing Machinery,0,,,
UDMY,Computer and Technology,Internet - Software,0,,,
UDR,Finance,REIT and Equity Trust - Residential,0,5000.0,1. p999999_trade_value,1.0
UEC,Basic Materials,Mining - Miscellaneous,0,245400.0,1. p999999_trade_value,1.0
UFPI,Construction,Building Products - Wood,0,19500.0,1. p999999_trade_value,1.0
UFPT,Industrial Products,Containers - Paper and Packaging,0,,,
UGI,Utilities,Utility - Gas Distribution,0,,,
UHAL,Transportation,Transportation - Services,0,,,
UHS,Medical,Medical - Hospital,0,,,
UIS,Computer and Technology,Computers - IT Services,0,4500.0,1. p999999_trade_value,1.0
UL,Consumer Staples,Consumer Products - Staples,0,42845.0,1. p999999_trade_value,1.0
ULCC,Transportation,Transportation - Airline,0,167790.0,1. p999999_trade_value,1.0
ULS,Business Services,Business - Services,0,53000.0,7. p90_trade_value,3.0
ULTA,Retail-Wholesale,Retail - Miscellaneous,0,525000.0,1. p999999_trade_value,1.0
UMAC,Business Services,Technology Services,0,87825.0,1. p999999_trade_value,1.0
UMBF,Finance,Banks - Midwest,0,3135.0,1. p999999_trade_value,1.0
UMC,Computer and Technology,Electronics - Semiconductors,0,45000.0,6. p95_trade_value,2.0
UNF,Industrial Products,Uniform and Related,0,66000.0,7. p90_trade_value,2.0
UNFI,Consumer Staples,Food - Miscellaneous,0,54466.0,1. p999999_trade_value,1.0
UNH,Medical,Medical - HMOs,0,,,
UNIT,Finance,REIT and Equity Trust - Other,0,9300.0,7. p90_trade_value,2.0
UNM,Finance,Insurance - Accident and Health,0,12475.0,8. p75_trade_value,15.0
UNP,Transportation,Transportation - Rail,0,,,
UPBD,Finance,Financial - Leasing Companies,0,4512.0,1. p999999_trade_value,1.0
UPS,Transportation,Transportation - Air Freight and Cargo,0,878162.9999999999,1. p999999_trade_value,1.0
UPST,Finance,Financial - Miscellaneous Services,0,321999.99999999994,4. p999_trade_value,28.0
UPWK,Computer and Technology,Internet - Services,0,760000.0,1. p999999_trade_value,1.0
UPXI,Business Services,Technology Services,0,,,
URBN,Retail-Wholesale,Retail - Apparel and Shoes,0,534720.0,1. p999999_trade_value,1.0
URGN,Medical,Medical - Biomedical and Genetics,0,15625.0,6. p95_trade_value,24.0
URI,Construction,Building Products - Miscellaneous,0,,,
UROY,Oils-Energy,Alternative Energy - Other,0,4360.0,8. p75_trade_value,4.0
USAR,Basic Materials,Mining - Miscellaneous,0,,,
USAU,Basic Materials,Mining - Gold,0,,,
USB,Finance,Banks - Major Regional,0,,,
USFD,Consumer Staples,Food - Miscellaneous,0,84525.0,1. p999999_trade_value,1.0
USLM,Construction,Building Products - Concrete and Aggregates,0,4144.0,1. p999999_trade_value,1.0
USM,Computer and Technology,Wireless National,0,53535.0,1. p999999_trade_value,1.0
USNA,Medical,Medical - Drugs,0,,,
USPH,Medical,Medical - Outpatient and Home Healthcare,0,,,
UTHR,Medical,Medical - Drugs,0,220000.0,1. p999999_trade_value,1.0
UTI,Consumer Discretionary,Schools,0,38592.0,7. p90_trade_value,2.0
UTZ,Consumer Staples,Food - Miscellaneous,0,,,
UUUU,Basic Materials,Mining - Non Ferrous,0,,,
UVE,Finance,Insurance - Property and Casualty,0,,,
UVV,Consumer Staples,Tobacco,0,,,
UWMC,Finance,Financial - Mortgage & Related Services,0,,,
V,Business Services,Financial Transaction Services,0,,,
VAC,Consumer Discretionary,Leisure and Recreation Services,0,670000.0,1. p999999_trade_value,1.0
VAL,Oils-Energy,Oil and Gas - Drilling,0,105042.0,1. p999999_trade_value,1.0
VALE,Basic Materials,Mining - Iron,0,351000.0,1. p999999_trade_value,1.0
VATE,Conglomerates,Diversified Operations,0,,,
VC,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
VCEL,Medical,Medical - Biomedical and Genetics,0,17755.0,8. p75_trade_value,10.0
VCTR,Finance,Financial - Investment Management,0,7600.0,8. p75_trade_value,2.0
VCYT,Medical,Medical - Instruments,0,,,
VECO,Computer and Technology,Electronics - Manufacturing Machinery,0,32500.0,7. p90_trade_value,3.0
VEEV,Medical,Medical Info Systems,0,,,
VEL,Finance,Financial - Mortgage & Related Services,0,,,
VEON,Utilities,Diversified Communication Services,0,27000.0,1. p999999_trade_value,1.0
VERA,Medical,Medical - Biomedical and Genetics,0,,,
VERI,Business Services,Technology Services,0,,,
VERU,Medical,Medical - Products,0,,,
VERV,Medical,Medical - Drugs,0,13100.0,1. p999999_trade_value,1.0
VERX,Computer and Technology,Internet - Software,0,97999.99999999999,1. p999999_trade_value,1.0
VET,Oils-Energy,Oil and Gas - Exploration and Production - International,0,,,
VFC,Consumer Discretionary,Textile - Apparel,0,1005400.0,4. p999_trade_value,2.0
VFS,Auto-Tires-Trucks,Automotive - Domestic,0,,,
VG,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
VIAV,Computer and Technology,Communication - Components,0,,,
VICI,Finance,REIT and Equity Trust - Other,0,12705.0,8. p75_trade_value,12.0
VICR,Computer and Technology,Electronics - Miscellaneous Components,0,250000.0,1. p999999_trade_value,1.0
VIK,Consumer Discretionary,Leisure and Recreation Services,0,320000.0,1. p999999_trade_value,1.0
VIPS,Computer and Technology,Internet - Delivery Services,0,,,
VIR,Medical,Medical - Biomedical and Genetics,0,50000.0,1. p999999_trade_value,1.0
VIRC,Consumer Discretionary,Furniture,0,,,
VIRT,Finance,Financial - Miscellaneous Services,0,17745.0,6. p95_trade_value,3.0
VIST,Oils-Energy,Oil and Gas - Integrated - International,0,,,
VITL,Consumer Staples,Food - Miscellaneous,0,65675.0,5. p99_trade_value,2.0
VKTX,Medical,Medical - Biomedical and Genetics,0,,,
VLN,Computer and Technology,Electronics - Semiconductors,0,,,
VLO,Oils-Energy,Oil and Gas - Refining and Marketing,0,,,
VLRS,Transportation,Transportation - Airline,0,3300.0,1. p999999_trade_value,1.0
VLTO,Business Services,Waste Removal Services,0,8280.0,8. p75_trade_value,20.0
VLY,Finance,Banks - Northeast,0,,,
VMC,Construction,Building Products - Concrete and Aggregates,0,20960.000000000004,7. p90_trade_value,10.0
VMEO,Business Services,Technology Services,0,,,
VMI,Industrial Products,Steel - Pipe and Tube,0,,,
VNDA,Medical,Medical - Biomedical and Genetics,0,6370.0,1. p999999_trade_value,1.0
VNET,Computer and Technology,Internet - Software,0,102165.00000000001,1. p999999_trade_value,1.0
VNO,Finance,REIT and Equity Trust - Other,0,,,
VNOM,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
VNT,Business Services,Technology Services,0,,,
VOD,Computer and Technology,Wireless Non-US ,0,,,
VOYA,Finance,Insurance - Life Insurance,0,,,
VPG,Computer and Technology,Electronics - Miscellaneous Components,0,,,
VRA,Retail-Wholesale,Retail - Apparel and Shoes,0,5000.0,1. p999999_trade_value,3.0
VRAR,Business Services,Technology Services,0,4600.0,7. p90_trade_value,2.0
VRDN,Medical,Medical - Biomedical and Genetics,0,109720.0,1. p999999_trade_value,1.0
VRNA,Medical,Medical - Biomedical and Genetics,0,,,
VRNS,Computer and Technology,Security,0,22599.999999999996,6. p95_trade_value,11.0
VRNT,Computer and Technology,Computer - Software,0,,,
VRRM,Computer and Technology,Internet - Software,0,,,
VRSK,Business Services,Business - Information Services,0,,,
VRSN,Computer and Technology,Internet - Software and Services,0,,,
VRT,Computer and Technology,Computers - IT Services,0,1767000.0,3. p9999_trade_value,3.0
VRTX,Medical,Medical - Biomedical and Genetics,0,231750.0,4. p999_trade_value,5.0
VSAT,Computer and Technology,Wireless Equipment,0,,,
VSCO,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
VSEC,Construction,Engineering - R and D Services,0,,,
VSH,Computer and Technology,Semiconductor - Discretes,0,13929.999999999998,6. p95_trade_value,4.0
VST,Utilities,Utility - Electric Power,0,,,
VSTM,Medical,Medical - Biomedical and Genetics,0,,,
VSTS,Industrial Products,Uniform and Related,0,,,
VTLE,Oils-Energy,Alternative Energy - Other,0,52500.0,5. p99_trade_value,2.0
VTR,Finance,REIT and Equity Trust - Other,0,38961.0,6. p95_trade_value,2.0
VTRS,Medical,Medical Services,0,77952.0,1. p999999_trade_value,1.0
VTS,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,5400.0,8. p75_trade_value,2.0
VTSI,Aerospace,Electronics - Military,0,6900.0,8. p75_trade_value,2.0
VTYX,Medical,Medical - Biomedical and Genetics,0,,,
VUZI,Computer and Technology,Computer - Peripheral Equipment,0,18600.0,6. p95_trade_value,2.0
VVV,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0,6000.0,1. p999999_trade_value,1.0
VVX,Business Services,Technology Services,0,3800.0,1. p999999_trade_value,1.0
VXRT,Medical,Medical - Drugs,0,,,
VYGR,Medical,Medical - Biomedical and Genetics,0,,,
VZ,Computer and Technology,Wireless National,0,214957.00000000003,4. p999_trade_value,5.0
W,Retail-Wholesale,Internet - Commerce,0,,,
WAB,Transportation,Transportation - Equipment and Leasing,0,,,
WAL,Finance,Banks - West,0,149950.0,1. p999999_trade_value,1.0
WAT,Medical,Medical - Instruments,0,,,
WAY,Computer and Technology,Internet - Software,0,,,
WB,Computer and Technology,Internet - Content,0,75000.0,1. p999999_trade_value,1.0
WBA,Retail-Wholesale,Retail - Pharmacies and Drug Stores,0,145548.0,4. p999_trade_value,2.0
WBD,Consumer Discretionary,Broadcast Radio and Television,0,,,
WBS,Finance,Banks - Northeast,0,,,
WCC,Computer and Technology,Electronics - Parts Distribution,0,113600.0,5. p99_trade_value,6.0
WCN,Business Services,Waste Removal Services,0,114000.0,6. p95_trade_value,2.0
WDAY,Computer and Technology,Internet - Software,0,,,
WDC,Computer and Technology,Computer- Storage Devices,0,980000.0,1. p999999_trade_value,1.0
WDFC,Consumer Staples,Consumer Products - Staples,0,10170.0,7. p90_trade_value,9.0
WDS,Oils-Energy,Alternative Energy - Other,0,3750.0,1. p999999_trade_value,1.0
WEC,Utilities,Utility - Electric Power,0,,,
WELL,Finance,REIT and Equity Trust - Other,0,117600.0,5. p99_trade_value,2.0
WEN,Retail-Wholesale,Retail - Restaurants,0,19920.0,7. p90_trade_value,7.0
WERN,Transportation,Transportation - Truck,0,90000.0,1. p999999_trade_value,3.0
WES,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0,,,
WEX,Business Services,Financial Transaction Services,0,,,
WFC,Finance,Financial - Investment Bank,0,,,
WFG,Construction,Building Products - Wood,0,7761.0,8. p75_trade_value,8.0
WFRD,Oils-Energy,Oil and Gas - Field Services,0,,,
WGO,Construction,Building Products - Mobile Homes and RV Builders,0,18900.0,6. p95_trade_value,10.0
WGS,Medical,Medical Services,0,,,
WH,Consumer Discretionary,Hotels and Motels,0,8500.0,1. p999999_trade_value,1.0
WHD,Oils-Energy,Oil and Gas - Integrated - United States,0,6000.0,1. p999999_trade_value,1.0
WHR,Consumer Discretionary,Household Appliances,0,,,
WIMI,Computer and Technology,Internet - Content,0,,,
WING,Retail-Wholesale,Retail - Restaurants,0,670680.0,4. p999_trade_value,2.0
WIX,Computer and Technology,Computers - IT Services,0,570964.0,1. p999999_trade_value,1.0
WK,Computer and Technology,Internet - Software,0,,,
WKHS,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
WKSP,Retail-Wholesale,Automotive - Retail and Whole Sales,0,4140.000000000001,1. p999999_trade_value,1.0
WLDN,Business Services,Business - Services,0,5400.0,1. p999999_trade_value,1.0
WLK,Basic Materials,Chemical - Plastic,0,161200.0,7. p90_trade_value,4.0
WLY,Consumer Staples,Publishing - Books,0,,,
WM,Business Services,Waste Removal Services,0,,,
WMB,Oils-Energy,Oil and Gas - Production and Pipelines,0,,,
WMG,Consumer Discretionary,Film and Television Production and Distribution,0,,,
WMS,Construction,Building Products - Miscellaneous,0,258000.0,1. p999999_trade_value,1.0
WMT,Retail-Wholesale,Retail - Supermarkets,0,,,
WNC,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
WNS,Business Services,Business - Services,0,86580.0,6. p95_trade_value,5.0
WOLF,Computer and Technology,Semiconductor - Discretes,0,819786.0,1. p999999_trade_value,1.0
WOOF,Retail-Wholesale,Retail - Miscellaneous,0,,,
WOR,Construction,Building Products - Wood,0,13500.0,1. p999999_trade_value,1.0
WOW,Consumer Discretionary,Cable Television,0,,,
WPC,Finance,REIT and Equity Trust - Other,0,15525.0,7. p90_trade_value,2.0
WPM,Basic Materials,Mining - Miscellaneous,0,100992.0,1. p999999_trade_value,1.0
WPP,Business Services,Advertising and Marketing,0,,,
WRAP,Industrial Products,Security and Safety Services,0,5000.0,1. p999999_trade_value,1.0
WRB,Finance,Insurance - Property and Casualty,0,,,
WRBY,Consumer Staples,Consumer Products - Staples,0,349160.00000000006,1. p999999_trade_value,1.0
WRD,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
WS,Basic Materials,Steel - Speciality,0,,,
WSC,Finance,Real Estate - Operations,0,,,
WSM,Retail-Wholesale,Retail - Home Furnishings,0,362000.0,4. p999_trade_value,3.0
WSO,Construction,Building Products - Air Conditioner and Heating,0,45000.0,6. p95_trade_value,6.0
WST,Medical,Medical - Dental Supplies,0,631200.0,1. p999999_trade_value,1.0
WT,Finance,Financial - Miscellaneous Services,0,,,
WTFC,Finance,Banks - Midwest,0,5850.0,1. p999999_trade_value,1.0
WTS,Computer and Technology,Instruments - Control,0,,,
WTW,Finance,Insurance - Brokerage,0,175250.0,5. p99_trade_value,3.0
WU,Business Services,Financial Transaction Services,0,,,
WULF,Finance,Financial - Miscellaneous Services,0,,,
WVE,Medical,Medical - Biomedical and Genetics,0,,,
WWD,Aerospace,Aerospace - Defense Equipment,0,29475.0,7. p90_trade_value,23.0
WWW,Consumer Discretionary,Shoes and Retail Apparel ,0,80000.0,6. p95_trade_value,7.0
WY,Construction,Building Products - Wood,0,,,
WYNN,Consumer Discretionary,Gaming,0,,,
X,Basic Materials,Steel - Producers,0,6133500.0,3. p9999_trade_value,2.0
XEL,Utilities,Utility - Electric Power,0,,,
XENE,Medical,Medical - Biomedical and Genetics,0,490000.0,1. p999999_trade_value,1.0
XERS,Medical,Medical - Drugs,0,5200.0,1. p999999_trade_value,1.0
XFOR,Medical,Medical - Biomedical and Genetics,0,,,
XIFR,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,0,11400.0,7. p90_trade_value,2.0
XMTR,Industrial Products,Manufacturing - General Industrial ,0,,,
XNET,Computer and Technology,Internet - Services,0,34965.0,1. p999999_trade_value,1.0
XOM,Oils-Energy,Oil and Gas - Integrated - International,0,552900.0,1. p999999_trade_value,1.0
XP,Finance,Financial - Miscellaneous Services,0,219560.0,5. p99_trade_value,4.0
XPEL,Auto-Tires-Trucks,Automotive - Original Equipment,0,13860.0,1. p999999_trade_value,2.0
XPER,Business Services,Technology Services,0,,,
XPEV,Auto-Tires-Trucks,Automotive - Foreign,0,600000.0,4. p999_trade_value,4.0
XPO,Transportation,Transportation - Truck,0,325347.99999999994,4. p999_trade_value,2.0
XPOF,Consumer Discretionary,Leisure and Recreation Services,0,,,
XPRO,Oils-Energy,Oil and Gas - Production and Pipelines,0,4260.0,1. p999999_trade_value,1.0
XRAY,Medical,Medical - Dental Supplies,0,,,
XRX,Industrial Products,Office Supplies,0,13169.999999999998,6. p95_trade_value,3.0
XXII,Consumer Staples,Tobacco,0,,,
XYL,Business Services,Waste Removal Services,0,,,
XYZ,Computer and Technology,Internet - Software,0,,,
