security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,6. p95_trade_value,36600.0,48620.00000000001,O:GSAT241115C00002000,GSAT,C,2.0,2024-11-15,231,0,301,0.05,1731510462181000000,9724,48620.00000000001,2024-11-13,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Satellite and Communication,1.89,1.92,1.725,1.75,3,4.686814954507317,20,1,0,0,0,1
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,5. p99_trade_value,60000.0,60000.0,O:GSAT241220C00002000,GSAT,C,2.0,2024-12-20,235,0,313,0.06,1734620173397000000,10000,60000.0,2024-12-19,3000.0,30,True,Multi Leg floor trade,Computer and Technology,Satellite and Communication,1.9,1.97,1.82,1.88,2,4.778151250383644,20,1,1,1,0,0
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,1. p999999_trade_value,220000.0,220000.0,O:GSAT250117C00002000,GSAT,C,2.0,2025-01-17,235,0,313,0.22,1734620173397000000,10000,220000.0,2024-12-19,3000.0,30,True,Multi Leg floor trade,Computer and Technology,Satellite and Communication,1.9,1.97,1.82,1.88,1,5.342422680822207,20,1,1,0,0,0
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,6. p95_trade_value,36600.0,48620.00000000001,O:GSAT250117C00002000,GSAT,C,2.0,2025-01-17,231,0,313,0.15,1734965063256000000,3000,45000.0,2024-12-23,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Satellite and Communication,1.98,1.9997,1.9,1.93,4,4.653212513775344,20,1,1,0,0,0
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,6. p95_trade_value,36600.0,48620.00000000001,O:GSAT250117C00002000,GSAT,C,2.0,2025-01-17,231,0,313,0.2,1734965063256000000,2000,40000.0,2024-12-23,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Satellite and Communication,1.98,1.9997,1.9,1.93,5,4.6020599913279625,20,1,1,0,0,0
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,6. p95_trade_value,36600.0,48620.00000000001,O:GSAT250417C00023000,GSAT,C,23.0,2025-04-17,209,0,323,1.5,1742485717552000000,244,36600.0,2025-03-20,3000.0,30,True,Automatic Execution,Computer and Technology,Satellite and Communication,21.48,22.23,21.48,21.62,7,4.563481085394411,20,1,1,0,0,0
GSAT,Computer and Technology,Satellite and Communication,20__0,20,0.0,6. p95_trade_value,36600.0,48620.00000000001,O:GSAT250417C00023000,GSAT,C,23.0,2025-04-17,209,0,323,1.55,1742582949281000000,244,37820.0,2025-03-21,3000.0,30,True,Automatic Execution,Computer and Technology,Satellite and Communication,21.28,22.5899,21.06,21.97,6,4.577721524509021,20,1,1,0,0,0
SATL,Computer and Technology,Satellite and Communication,10__0,10,0.0,1. p999999_trade_value,6950.0,6950.0,O:SATL250221C00005000,SATL,C,5.0,2025-02-21,209,0,309,0.25,1739201561859000000,278,6950.0,2025-02-10,3000.0,30,True,Automatic Execution,Computer and Technology,Satellite and Communication,4.04,4.6,3.91,4.51,1,3.8419848045901137,20,1,1,0,0,0
SATS,Computer and Technology,Satellite and Communication,25__0,25,0.0,1. p999999_trade_value,699525.0,699525.0,O:SATS241018C00030000,SATS,C,30.0,2024-10-18,235,0,301,0.75,1727107011142000000,9327,699525.0,2024-09-23,3000.0,30,True,Multi Leg floor trade,Computer and Technology,Satellite and Communication,27.0,27.0,25.33,26.17,1,5.844803240154555,20,1,1,0,0,0
TSAT,Computer and Technology,Satellite and Communication,15__0,15,0.0,1. p999999_trade_value,11000.000000000002,11000.000000000002,O:TSAT241018C00015000,TSAT,C,15.0,2024-10-18,209,0,313,0.55,1727800018046000000,200,11000.000000000002,2024-10-01,3000.0,30,True,Automatic Execution,Computer and Technology,Satellite and Communication,13.25,13.3354,12.4401,13.075,2,4.041392685158225,20,1,1,0,0,0
TSAT,Computer and Technology,Satellite and Communication,15__0,15,0.0,1. p999999_trade_value,11000.000000000002,11000.000000000002,O:TSAT241018C00015000,TSAT,C,15.0,2024-10-18,209,0,313,0.55,1727799953033000000,200,11000.000000000002,2024-10-01,3000.0,30,True,Automatic Execution,Computer and Technology,Satellite and Communication,13.25,13.3354,12.4401,13.075,1,4.041392685158225,20,1,1,0,0,0
