security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
AGL,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,60000.0,60000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AGL,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,17989.999999999996,13894.999999999998,2.0,2.0,1.0,0.55,1. ABOVE BASELINE,3.0,3.0,1.0
AMN,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,37450.0,37450.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
AMN,Medical,Medical Services,15__0,15,3,0.0,6. p95_trade_value,23219.0,17664.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,0.0,3.0,0.0
AMN,Medical,Medical Services,15__0,15,3,0.0,7. p90_trade_value,16092.000000000002,11160.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,0.0,6.0,0.0
AMN,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,10500.0,8715.0,4.0,7.0,0.5714285714285714,0.55,2. BELOW BASELINE,4.0,13.0,0.3076923076923077
ARDT,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,33810.0,33810.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ARDT,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,27900.0,27900.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
BDSX,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,11400.0,11400.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BDSX,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,9000.0,9000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
BLCO,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,26412.0,26412.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BLCO,Medical,Medical Services,15__0,15,3,0.0,6. p95_trade_value,24000.0,24000.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
BLCO,Medical,Medical Services,15__0,15,3,0.0,7. p90_trade_value,18225.0,18225.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
BLCO,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,15250.0,12500.0,1.0,5.0,0.2,0.55,2. BELOW BASELINE,3.0,8.0,0.375
BTSG,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,55000.0,55000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BTSG,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,49500.0,49500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
CDNA,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,22500.0,22500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CDNA,Medical,Medical Services,15__0,15,3,0.0,6. p95_trade_value,15125.0,15125.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
CDNA,Medical,Medical Services,15__0,15,3,0.0,7. p90_trade_value,13200.0,12750.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,3.0,4.0,0.75
CDNA,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,10950.0,8200.0,1.0,5.0,0.2,0.55,2. BELOW BASELINE,4.0,9.0,0.4444444444444444
CMPS,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,11115.0,11115.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CMPS,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,4500.0,4500.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,3.0,4.0,0.75
DCGO,Medical,Medical Services,5__0,5,3,0.0,1. p999999_trade_value,7000.0,7000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
DCGO,Medical,Medical Services,5__0,5,3,0.0,8. p75_trade_value,3790.0,3790.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
GDRX,Medical,Medical Services,5__3,5,3,3.0,1. p999999_trade_value,29183.999999999996,29183.999999999996,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
MODV,Medical,Medical Services,10__0,10,3,0.0,1. p999999_trade_value,17325.0,17325.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
MODV,Medical,Medical Services,10__0,10,3,0.0,7. p90_trade_value,9481.0,9481.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
MODV,Medical,Medical Services,10__0,10,3,0.0,8. p75_trade_value,9154.0,7830.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,0.0,5.0,0.0
OGN,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,130000.0,130000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
OGN,Medical,Medical Services,15__0,15,3,0.0,6. p95_trade_value,16080.000000000002,15260.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
OGN,Medical,Medical Services,15__0,15,3,0.0,7. p90_trade_value,15000.0,10131.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,5.0,0.4
OGN,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,9960.0,7500.0,4.0,6.0,0.6666666666666666,0.55,2. BELOW BASELINE,6.0,11.0,0.5454545454545454
PINC,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,75000.0,75000.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,0.0,3.0,0.0
PINC,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,8670.0,5000.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,0.0,6.0,0.0
SHC,Medical,Medical Services,5__3,5,3,3.0,1. p999999_trade_value,28800.0,28800.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
SKIN,Medical,Medical Services,0__2,0,3,2.0,1. p999999_trade_value,3890.0000000000005,3890.0000000000005,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
VTRS,Medical,Medical Services,15__0,15,3,0.0,1. p999999_trade_value,77952.0,77952.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
VTRS,Medical,Medical Services,15__0,15,3,0.0,6. p95_trade_value,54000.0,53707.99999999999,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
VTRS,Medical,Medical Services,15__0,15,3,0.0,7. p90_trade_value,45000.0,29568.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,2.0,5.0,0.4
VTRS,Medical,Medical Services,15__0,15,3,0.0,8. p75_trade_value,25000.0,9700.0,2.0,7.0,0.2857142857142857,0.55,2. BELOW BASELINE,4.0,12.0,0.3333333333333333
