data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-04-22,AX,O:AX250620C00060000,2025-06-20,C,60.0,20,1,0,20.0,33
2025-05-09,AX,O:AX250620C00072500,2025-06-20,C,72.5,44,6,0,20.0,20
2025-04-04,AX,O:AX250620P00037500,2025-06-20,P,37.5,20,3,0,20.0,44
2025-05-12,AX,O:AX250620P00060000,2025-06-20,P,60.0,20,1,0,20.0,19
2025-05-09,AX,O:AX250620P00060000,2025-06-20,P,60.0,21,3,0,20.0,20
2025-05-21,AX,O:AX250620P00067500,2025-06-20,P,67.5,44,1,0,20.0,12
2025-05-13,AX,O:AX250620P00072500,2025-06-20,P,72.5,30,17,0,20.0,18
2025-05-29,AX,O:AX250718C00072500,2025-07-18,C,72.5,100,1,0,20.0,7
2025-05-14,AX,O:AX250718C00072500,2025-07-18,C,72.5,92,12,0,20.0,17
2025-04-14,AX,O:AX250718C00080000,2025-07-18,C,80.0,214,31,0,20.0,38
2025-05-20,AX,O:AX250718C00085000,2025-07-18,C,85.0,33,2,0,20.0,13
2025-04-09,AX,O:AX250718C00085000,2025-07-18,C,85.0,153,26,0,20.0,41
2025-04-09,AX,O:AX250718C00087500,2025-07-18,C,87.5,66,20,0,20.0,41
2025-05-20,AX,O:AX250718P00037500,2025-07-18,P,37.5,25,1,0,20.0,13
2025-05-16,AX,O:AX250718P00037500,2025-07-18,P,37.5,25,1,0,20.0,15
2025-04-07,AX,O:AX250718P00040000,2025-07-18,P,40.0,20,1,0,20.0,43
2025-04-03,AX,O:AX250718P00055000,2025-07-18,P,55.0,180,13,0,20.0,45
2025-05-16,AX,O:AX250718P00062500,2025-07-18,P,62.5,50,1,0,20.0,15
2025-05-20,AX,O:AX250718P00065000,2025-07-18,P,65.0,33,2,0,20.0,13
