data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-13,PFS,O:PFS250620C00015000,2025-06-20,C,15.0,20,2,0,20.0,18
2025-04-22,PFS,O:PFS250620C00015000,2025-06-20,C,15.0,20,1,0,20.0,33
2025-05-05,PFS,O:PFS250620C00017500,2025-06-20,C,17.5,29,6,0,20.0,24
2025-04-29,PFS,O:PFS250718C00012500,2025-07-18,C,12.5,20,1,0,20.0,28
2025-04-07,PFS,O:PFS250718C00012500,2025-07-18,C,12.5,20,1,0,20.0,43
2025-04-22,PFS,O:PFS250718C00020000,2025-07-18,C,20.0,32,1,0,20.0,33
