data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-06-06,TRMK,O:TRMK250718P00035000,2025-07-18,P,35.0,50,2,0,21.657,1
