data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-08,TBBK,O:TBBK250620C00050000,2025-06-20,C,50.0,10,1,0,10.0,21
2025-05-06,TBBK,O:TBBK250620C00050000,2025-06-20,C,50.0,10,1,0,10.0,23
2025-05-05,TBBK,O:TBBK250620C00055000,2025-06-20,C,55.0,12,5,0,10.0,24
2025-05-01,TBBK,O:TBBK250620C00055000,2025-06-20,C,55.0,21,2,0,10.0,26
2025-05-15,TBBK,O:TBBK250620C00060000,2025-06-20,C,60.0,10,1,0,10.0,16
2025-05-19,TBBK,O:TBBK250620P00050000,2025-06-20,P,50.0,10,1,0,10.0,14
2025-05-16,TBBK,O:TBBK250718C00050000,2025-07-18,C,50.0,377,6,0,10.0,15
2025-05-20,TBBK,O:TBBK250718C00060000,2025-07-18,C,60.0,20,1,0,10.0,13
2025-06-05,TBBK,O:TBBK250718P00030000,2025-07-18,P,30.0,10,1,0,10.0,2
