security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,7. p90_trade_value,7200.0,7200.0,O:ACIC241115C00013000,ACIC,C,13.0,2024-11-15,227,0,300,0.8,1729799652111000000,90,7200.0,2024-10-24,3000,30,True,Single Leg Auction Non ISO,Finance,Insurance - Property and Casualty,10.95,12.73,10.95,12.65,2,3.8573324964312685,20,2,1,1,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC241220C00015000,ACIC,C,15.0,2024-12-20,209,0,304,0.4,1732559207562000000,131,5240.000000000001,2024-11-25,3000,30,True,Automatic Execution,Finance,Insurance - Property and Casualty,13.55,13.91,13.45,13.57,4,3.719331286983727,20,4,1,0,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC250117P00012000,ACIC,P,12.0,2025-01-17,227,0,323,0.38,1734725220206000000,150,5700.0,2024-12-20,3000,30,True,Single Leg Auction Non ISO,Finance,Insurance - Property and Casualty,12.85,13.3,12.78,13.13,3,3.7558748556724915,20,3,1,0,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC250221P00012500,ACIC,P,12.5,2025-02-21,233,0,302,0.1,1739997710163000000,499,4990.000000000001,2025-02-19,3000,30,True,Multi Leg Auction,Finance,Insurance - Property and Casualty,12.76,13.5,12.69,13.38,5,3.69810054562339,20,5,0,0,0,1
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,1. p999999_trade_value,7350.0,7350.0,O:ACIC250321P00012000,ACIC,P,12.0,2025-03-21,209,0,318,0.7,1740079321608000000,105,7350.0,2025-02-20,3000,30,True,Automatic Execution,Finance,Insurance - Property and Casualty,13.28,13.4482,12.6,12.7,1,3.8662873390841948,20,1,1,1,1,0
AFG,Finance,Insurance - Property and Casualty,0__2,0,2.0,1. p999999_trade_value,3750.0,3750.0,O:AFG250117C00131000,AFG,C,131.0,2025-01-17,209,0,308,0.5,1736531803554000000,75,3750.0,2025-01-10,3000,30,True,Automatic Execution,Finance,Insurance - Property and Casualty,129.79,130.8163,127.6,129.86,1,3.574031267727719,20,1,1,1,1,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,5. p99_trade_value,136375.0,150000.0,O:AFL241220P00105000,AFL,P,105.0,2024-12-20,229,0,313,0.6,1733506045531000000,2500,150000.0,2024-12-06,3000,30,True,Single Leg Cross Non ISO,Finance,Insurance - Accident and Health,107.77,108.35,107.09,107.31,2,5.176091259055681,20,1,1,1,1,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,5. p99_trade_value,136375.0,150000.0,O:AFL250417C00110000,AFL,C,110.0,2025-04-17,227,0,308,1.25,1742586291396000000,1091,136375.0,2025-03-21,3000,30,True,Single Leg Auction Non ISO,Finance,Insurance - Accident and Health,108.56,108.8175,107.2301,108.24,3,5.1347347635963985,20,1,1,0,0,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,1. p999999_trade_value,182025.0,182025.0,O:AFL250516C00110000,AFL,C,110.0,2025-05-16,228,0,308,2.25,1744919070000000000,809,182025.0,2025-04-17,3000,30,True,Single Leg Auction ISO,Finance,Insurance - Accident and Health,107.83,109.23,107.01,107.44,1,5.2601310397236345,20,1,1,0,0,0
AIZ,Finance,Insurance - Multi line,5__3,5,3.0,1. p999999_trade_value,15480.000000000002,15480.000000000002,O:AIZ241115C00210000,AIZ,C,210.0,2024-11-15,235,0,313,1.8,1729268404534000000,86,15480.000000000002,2024-10-18,3000,30,True,Multi Leg floor trade,Finance,Insurance - Multi line,198.71,198.8,196.99,197.5,1,4.189770956346874,20,1,1,1,1,0
AON,Finance,Insurance - Brokerage,25__0,25,0.0,1. p999999_trade_value,520000.0,520000.0,O:AON250516P00370000,AON,P,370.0,2025-05-16,235,0,323,10.4,1744823699596000000,500,520000.0,2025-04-16,3000,30,True,Multi Leg floor trade,Finance,Insurance - Brokerage,381.86,382.32,371.25,372.82,1,5.7160033436347994,20,1,1,1,1,0
BRO,Finance,Insurance - Brokerage,15__0,15,0.0,1. p999999_trade_value,191040.0,191040.0,O:BRO250117C00105000,BRO,C,105.0,2025-01-17,227,0,301,1.6,1734727982466000000,1194,191040.0,2024-12-20,3000,30,True,Single Leg Auction Non ISO,Finance,Insurance - Brokerage,102.3,103.86,101.91,102.93,1,5.281124309449275,20,1,1,1,1,0
CB,Finance,Insurance - Property and Casualty,30__2,30,2.0,1. p999999_trade_value,57000.0,57000.0,O:CB250221P00270000,CB,P,270.0,2025-02-21,235,0,323,5.7,1738086288479000000,100,57000.0,2025-01-28,3000,30,True,Multi Leg floor trade,Finance,Insurance - Property and Casualty,276.48,277.29,271.985,272.27,1,4.7558748556724915,20,1,1,1,1,0
CIA,Finance,Insurance - Life Insurance,0__2,0,2.0,1. p999999_trade_value,3240.0,3240.0,O:CIA250221P00005000,CIA,P,5.0,2025-02-21,219,0,301,0.45,1738789146751000000,72,3240.0,2025-02-05,3000,30,True,Intermarket Sweep Order,Finance,Insurance - Life Insurance,5.09,5.25,5.05,5.22,1,3.510545010206612,20,1,1,1,0,0
CINF,Finance,Insurance - Property and Casualty,15__0,15,0.0,6. p95_trade_value,38000.0,229840.0,O:CINF250117C00145000,CINF,C,145.0,2025-01-17,227,0,308,2.6,1734727592318000000,884,229840.0,2024-12-20,3000,30,True,Single Leg Auction Non ISO,Finance,Insurance - Property and Casualty,141.35,144.85,141.03,144.57,2,5.361425612983891,20,1,1,0,0,0
CINF,Finance,Insurance - Property and Casualty,15__0,15,0.0,1. p999999_trade_value,267730.0,267730.0,O:CINF250516C00135000,CINF,C,135.0,2025-05-16,228,0,308,4.1,1744918972298000000,653,267730.0,2025-04-17,3000,30,True,Single Leg Auction ISO,Finance,Insurance - Property and Casualty,133.01,133.79,131.59,132.24,1,5.427697037994809,20,1,1,1,1,0
CINF,Finance,Insurance - Property and Casualty,15__0,15,0.0,6. p95_trade_value,38000.0,229840.0,O:CINF250620C00150000,CINF,C,150.0,2025-06-20,209,0,325,2.5,1747850577890000000,152,38000.0,2025-05-21,3000,30,True,Automatic Execution,Finance,Insurance - Property and Casualty,149.3,149.76,146.43,146.52,3,4.57978359661681,20,1,1,0,0,0
CNA,Finance,Insurance - Property and Casualty,5__3,5,3.0,1. p999999_trade_value,36000.0,36000.0,O:CNA250221C00050000,CNA,C,50.0,2025-02-21,209,0,325,1.8,1738961130122000000,200,36000.0,2025-02-07,3000,30,True,Automatic Execution,Finance,Insurance - Property and Casualty,49.63,49.72,48.93,49.01,1,4.556302500767287,20,1,1,1,0,0
EG,Finance,Insurance - Multi line,25__0,25,0.0,1. p999999_trade_value,660000.0000000001,660000.0000000001,O:EG241018C00400000,EG,C,400.0,2024-10-18,235,0,323,4.4,1728493194299000000,1500,660000.0000000001,2024-10-09,3000,30,True,Multi Leg floor trade,Finance,Insurance - Multi line,371.0,391.99,369.37,388.89,1,5.819543935541868,20,1,1,0,0,0
EQH,Finance,Insurance - Multi line,10__3,10,3.0,7. p90_trade_value,13319.999999999998,13319.999999999998,O:EQH240920P00040000,EQH,P,40.0,2024-09-20,235,0,300,0.37,1725373934433000000,360,13319.999999999998,2024-09-03,3000,30,True,Multi Leg floor trade,Finance,Insurance - Multi line,41.99,42.35,41.14,41.35,2,4.124504224834282,20,2,1,0,0,0
EQH,Finance,Insurance - Multi line,10__3,10,3.0,8. p75_trade_value,7650.0,9360.0,O:EQH241115P00045000,EQH,P,45.0,2024-11-15,236,0,313,0.9,1730317369044000000,104,9360.0,2024-10-30,3000,30,True,Multi Leg auto-electronic trade against single leg(s),Finance,Insurance - Multi line,45.87,46.48,45.66,46.19,3,3.971275848738105,20,3,1,0,0,0
EQH,Finance,Insurance - Multi line,10__3,10,3.0,8. p75_trade_value,7650.0,9360.0,O:EQH241115P00045000,EQH,P,45.0,2024-11-15,236,0,308,0.9,1730317369044000000,85,7650.0,2024-10-30,3000,30,True,Multi Leg auto-electronic trade against single leg(s),Finance,Insurance - Multi line,45.87,46.48,45.66,46.19,4,3.8836614351536176,20,4,1,0,0,0
