security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
KSPI,Business Services,Financial Transaction Services,1,30,31,11,3100.0,4600.0,13500.0,8900.0,26850.0,28980.0,48970.0,72327.0,77081.7,77557.17,77604.72,77609.47
KSS,Retail-Wholesale,Retail - Regional Department Stores,1,30,1985,3,3002.0,3750.0,7980.0,4230.0,14325.0,15465.2,29500.0,283190.4,761647.49,1239393.95,1241486.5,1241695.75
KTB,Consumer Discretionary,Textile - Apparel,8,30,24,12,3060.0,3990.0,7840.0,3850.0,13615.0,11400.0,14677.5,59309.5,71180.95,72368.1,72486.81,72498.68
KTOS,Aerospace,Aerospace - Defense Equipment,1,30,359,5,3045.0000000000005,3960.0,8100.0,4140.0,14310.0,15000.0,18462.7,32492.88,107194.14,132219.41,134721.94,134972.19
KULR,Computer and Technology,Electronics - Semiconductors,1,30,608,4,3010.0,3748.25,7340.0,3591.75,12727.625,12033.0,19176.95,37255.25,80831.33,88937.33,89747.93,89828.99
KURA,Medical,Medical - Biomedical and Genetics,3,29,19,13,3080.0000000000005,4170.0,7450.0,3280.0,12370.0,12069.0,16709.7,19335.54,19926.35,19985.44,19991.34,19991.93
KVUE,Consumer Staples,Consumer Products - Staples,1,30,486,5,3002.9999999999995,3866.75,10365.25,6498.5,20113.0,22468.0,47875.0,209062.5,262704.67,277710.67,279211.27,279361.33
KVYO,Computer and Technology,Internet - Software,1,30,206,7,3015.9999999999995,3882.0,9645.0,5763.0,18289.5,15244.0,21656.25,75585.0,99591.25,101759.13,101975.91,101997.59
KW,Finance,Real Estate - Operations,24,24,2,18,4740.0,9986.25,20478.75,10492.5,36217.5,23626.5,24675.75,25515.15,25704.02,25722.9,25724.79,25724.98
KWR,Basic Materials,Chemical - Specialty,9,9,5,16,3360.0,3840.0,4320.0,480.0,5040.0,5508.0,5904.0,6220.8,6292.08,6299.21,6299.92,6299.99
KXIN,Auto-Tires-Trucks,Automotive - Foreign,10,11,2,18,19500.0,20100.75,21302.25,1201.5,23104.5,21662.7,21782.85,21878.97,21900.6,21902.76,21902.98,21903.0
KYMR,Medical,Medical - Biomedical and Genetics,14,30,21,13,3150.0,4025.0,5550.0,1525.0,7837.5,6160.0,7000.0,7416.0,7509.6,7518.96,7519.9,7519.99
KZIA,Medical,Medical - Biomedical and Genetics,28,28,1,20,3885.0,3885.0,3885.0,0.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0
L,Finance,Insurance - Multi line,6,30,14,14,3120.0000000000005,3648.75,4695.0,1046.25,6264.375,4830.0,5302.5,6004.5,6162.45,6178.24,6179.82,6179.98
LAC,Basic Materials,Mining - Miscellaneous,1,30,50,10,3072.0,3944.25,7837.5,3893.25,13677.375,19258.4,21000.0,50137.5,61713.75,62871.38,62987.14,62998.71
LAD,Retail-Wholesale,Automotive - Retail and Whole Sales,1,30,139,8,3150.0,3275.0,12160.0,8885.0,25487.5,20688.0,35541.0,100150.8,181675.86,190994.59,191926.46,192019.65
LAES,Computer and Technology,Electronics - Semiconductors,1,30,237,6,3029.9999999999995,3750.0,7363.0,3613.0,12782.5,14160.0,20000.0,33254.0,42437.7,43483.77,43588.38,43598.84
LAKE,Industrial Products,Security and Safety Services,8,11,7,15,3200.0,5000.0,9075.0,4075.0,15187.5,12232.0,12991.0,13598.2,13734.82,13748.48,13749.85,13749.98
LAMR,Finance,REIT and Equity Trust - Other,17,29,7,15,3190.0,3365.0,6565.0,3200.0,11365.0,9640.0,10870.0,11854.0,12075.4,12097.54,12099.75,12099.98
LANC,Consumer Staples,Food - Miscellaneous,8,30,10,15,3500.0,3700.0,4300.0,600.0,5200.0,10173.5,12236.75,13887.35,14258.73,14295.87,14299.59,14299.96
LASE,Industrial Products,Manufacturing - General Industrial ,7,30,34,11,3150.0,4001.25,7093.75,3092.5,11732.5,7758.5,9327.0,13677.15,14908.21,15031.32,15043.63,15044.86
LASR,Computer and Technology,Electronics - Semiconductors,30,30,1,19,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
LAZ,Finance,Financial - Miscellaneous Services,10,30,33,11,3125.0,3384.0,6095.0,2711.0,10161.5,7330.0,20907.0,32600.4,32609.04,32609.9,32609.99,32610.0
LAZR,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,337,5,3002.0000000000005,3840.0,7400.0,3560.0,12740.0,11850.0,16354.4,35268.48,272800.0,333280.0,339328.0,339932.8
LB,Oils-Energy,Oil and Gas - Integrated - United States,8,30,66,9,3040.0,3819.0,8971.5,5152.5,16700.25,18950.0,22600.0,46539.0,71073.9,73527.39,73772.74,73797.27
LBRDK,Consumer Discretionary,Cable Television,24,24,1,19,3219.9999999999995,3220.0,3220.0,0.0,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0
LBRT,Oils-Energy,Oil and Gas - Field Services,2,30,59,10,3008.0,4865.0,9460.0,4595.0,16352.5,11709.0,13789.0,19065.0,19456.5,19495.65,19499.57,19499.96
LBTYA,Utilities,Diversified Communication Services,9,30,23,12,3120.0,4500.0,8445.0,3945.0,14362.5,11405.0,16671.0,31581.0,35234.1,35599.41,35635.94,35639.59
LC,Finance,Financial - Miscellaneous Services,1,30,113,8,3030.0,3860.0,8200.0,4340.0,14710.0,11496.0,16372.8,34064.0,61506.8,64515.68,64816.57,64846.66
LCID,Auto-Tires-Trucks,Automotive - Domestic,1,30,856,4,3002.9999999999995,3643.75,6400.75,2757.0,10536.25,9855.0,14031.25,42366.0,519970.0,519970.0,519970.0,519970.0
LCII,Auto-Tires-Trucks,Automotive - Original Equipment,3,30,22,13,3250.0,3789.0,6755.25,2966.25,11204.625,9055.0,24210.0,40010.0,43601.0,43960.1,43996.01,43999.6
LDOS,Computer and Technology,Computers - IT Services,1,30,300,6,3010.0,3700.0,7215.0,3515.0,12487.5,11526.0,18003.0,37509.4,84350.05,101855.01,103605.5,103780.55
LE,Retail-Wholesale,Retail - Catalog Shopping,8,16,6,16,3315.0,3558.75,4100.0,541.25,4911.875,4395.0,4492.5,4570.5,4588.05,4589.8,4589.98,4590.0
LEA,Auto-Tires-Trucks,Automotive - Original Equipment,1,29,63,10,3014.0,3735.0,6776.0,3041.0,11337.5,20248.0,52050.0,138000.0,193800.0,199380.0,199938.0,199993.8
LECO,Industrial Products,Manufacturing - Tools & Related Products,14,30,10,15,3040.0,4020.0,8225.0,4205.0,14532.5,11756.7,14878.35,17375.67,17937.57,17993.76,17999.38,17999.94
LEG,Consumer Discretionary,Furniture,9,24,6,16,3496.0,3520.5,4504.5,984.0,5980.5,10839.5,13856.25,16269.65,16812.67,16866.97,16872.4,16872.94
LEGH,Finance,Real Estate - Operations,21,21,1,20,3300.0,3300.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
LEGN,Medical,Medical - Biomedical and Genetics,7,30,171,7,3078.0,3947.0,7530.0,3583.0,12904.5,13000.0,16512.5,38015.0,152150.0,168215.0,169821.5,169982.15
LEN,Construction,Building Products - Home Builders,1,30,3587,2,3010.0,3825.0,8200.0,4375.0,14762.5,15918.0,24189.8,78182.8,414468.48,2615772.9,3591577.29,3689157.73
LESL,Consumer Staples,Consumer Products - Staples,7,29,12,14,3150.0,3433.5,5310.0,1876.5,8124.75,17079.0,20135.0,22027.0,22452.7,22495.27,22499.53,22499.95
LEU,Basic Materials,Mining - Non Ferrous,1,30,2362,2,3008.0,3781.0,7835.0,4054.0,13916.0,13676.0,21066.5,64292.4,110323.41,208536.38,229653.64,231765.36
LEVI,Retail-Wholesale,Retail - Apparel and Shoes,7,30,143,8,3036.0,3670.5,6912.5,3242.0,11775.5,16546.0,29860.0,95800.0,443200.0,494320.0,499432.0,499943.2
LFCR,Medical,Medical - Biomedical and Genetics,15,22,2,18,3450.0,3497.5,3592.5,95.0,3735.0,3621.0,3630.5,3638.1,3639.81,3639.98,3640.0,3640.0
LFMD,Medical,Medical Services,4,30,113,8,3010.0,3960.0,7530.0,3570.0,12885.0,13673.0,28650.0,40301.2,119962.0,128996.2,129899.62,129989.96
LFST,Medical,Medical - Outpatient and Home Healthcare,23,30,6,16,4160.0,4935.0,8187.5,3252.5,13066.25,76655.0,110702.5,137940.5,144069.05,144681.91,144743.19,144749.32
LFUS,Computer and Technology,Electronics - Miscellaneous Components,9,24,4,17,4900.0,4975.0,17268.0,12293.0,35707.5,19147.2,19773.6,20274.72,20387.47,20398.75,20399.87,20399.99
LFVN,Medical,Medical - Dental Supplies,15,16,5,16,3100.0,3168.0,3632.0,464.0,4328.0,4452.8,4726.4,4945.28,4994.53,4999.45,4999.95,4999.99
LFWD,Computer and Technology,Internet - Software,11,29,2,18,3690.0,5763.75,9911.25,4147.5,16132.5,11155.5,11570.25,11902.05,11976.71,11984.17,11984.92,11984.99
LGIH,Finance,Real Estate - Development,8,28,24,12,3100.0,3778.5,8962.5,5184.0,16738.5,22088.0,44376.0,49524.6,49934.46,49975.45,49979.54,49979.95
LGND,Medical,Medical - Biomedical and Genetics,14,22,6,16,3120.0,3877.5,4830.0,952.5,6258.75,6300.0,6950.0,7470.0,7587.0,7598.7,7599.87,7599.99
LH,Medical,Medical Services,2,30,111,8,3060.0,4030.0,12425.0,8395.0,25017.5,18232.0,48100.0,256830.0,474007.0,497400.7,499740.07,499974.01
LHX,Aerospace,Aerospace - Defense,1,30,289,6,3010.0,3500.0,9100.0,5600.0,17500.0,16240.4,26008.0,199979.76,744019.63,885454.96,899598.5,901012.85
LI,Auto-Tires-Trucks,Automotive - Foreign,1,30,2593,2,3002.0000000000005,3760.0,8352.0,4592.0,15240.0,13990.8,21980.0,51072.08,109099.56,226077.76,240587.78,242038.78
LIF,Industrial Products,Security and Safety Services,4,30,15,13,3465.0,4625.0,13253.0,8628.0,26195.0,17870.4,37900.2,73210.44,81155.24,81949.72,82029.17,82037.12
LII,Construction,Building Products - Air Conditioner and Heating,2,30,310,6,3010.0,4066.5,7275.0,3208.5,12087.75,15441.6,32066.4,96040.0,315146.25,345389.63,348413.96,348716.4
LILA,Computer and Technology,Wireless National,30,30,1,19,4760.0,4760.0,4760.0,0.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0
LIN,Basic Materials,Chemical - Specialty,1,30,601,4,3010.0,3768.0,7350.0,3582.0,12723.0,13690.0,18700.0,36000.0,57200.0,64220.0,64922.0,64992.2
LINC,Consumer Discretionary,Schools,7,21,4,17,3080.0,3395.0,4937.5,1542.5,7251.25,6265.0,6707.5,7061.5,7141.15,7149.12,7149.91,7149.99
LINE,Finance,REIT and Equity Trust - Other,9,29,29,12,3168.0,3500.0,6500.0,3000.0,11000.0,8928.0,15580.0,28826.4,32132.64,32463.26,32496.33,32499.63
LION,Consumer Discretionary,Media Conglomerates,7,21,2,18,3100.0,3165.0,3295.0,130.0,3490.0,3334.0,3347.0,3357.4,3359.74,3359.97,3360.0,3360.0
LITE,Computer and Technology,Communication - Components,1,30,899,4,3010.0,3900.0,9415.0,5515.0,17687.5,19040.0,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98
LITM,Oils-Energy,Alternative Energy - Other,4,30,33,11,3020.0000000000005,3735.0,6000.0,2265.0,9397.5,7198.0,8368.0,9686.8,9833.68,9848.37,9849.84,9849.98
LIVN,Medical,Medical - Instruments,14,29,17,13,3060.0,3770.0,7100.0,3330.0,12095.0,8415.0,8727.0,9725.4,9950.04,9972.5,9974.75,9974.98
LKQ,Auto-Tires-Trucks,Automotive - Replacement Parts,2,29,75,9,3149.9999999999995,4000.0,9302.5,5302.5,17256.25,22066.4,48375.0,190698.4,423025.84,446258.58,448581.86,448814.19
LLY,Medical,Large Cap Pharmaceuticals,1,30,85127,1,3001.0,3850.0,9000.0,5150.0,16725.0,16830.0,25979.8,70000.0,273933.0,823297.72,3080185.9,4639268.59
LLYVA,Utilities,Diversified Communication Services,7,30,4,17,3236.9999999999995,4791.75,9190.0,4398.25,15787.375,11476.0,12238.0,12847.6,12984.76,12998.48,12999.85,12999.98
LMAT,Medical,Medical - Products,14,17,2,18,4975.0,15512.5,36587.5,21075.0,68200.0,42910.0,45017.5,46703.5,47082.85,47120.79,47124.58,47124.96
LMB,Business Services,Building Products - Maintenance Service,9,30,17,13,3060.0,3500.0,6290.0,2790.0,10475.0,6907.2,8198.4,11873.28,12700.13,12782.81,12791.08,12791.91
LMND,Finance,Insurance - Multi line,1,30,3512,2,3010.0,3803.0,8857.5,5054.5,16439.25,16650.0,24150.0,59323.7,142354.37,177843.51,188784.35,189878.44
LMNR,Consumer Staples,Agriculture - Operations,11,28,10,15,3400.0,3400.0,4018.75,618.75,4946.875,5990.1,6445.05,6809.01,6890.9,6899.09,6899.91,6899.99
LMT,Aerospace,Aerospace - Defense,1,30,7461,1,3006.0,3700.0,7505.0,3805.0,13212.5,13125.0,20160.0,47712.0,190189.2,781663.24,1881456.72,1991436.07
LNC,Finance,Insurance - Life Insurance,6,30,202,7,3045.0000000000005,3750.0,8400.0,4650.0,15375.0,12960.0,19237.5,39785.76,96981.63,108698.16,109869.82,109986.98
LNG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,2450,2,3010.0,4000.0,10247.5,6247.5,19618.75,22443.0,40000.0,205487.1,626955.78,857820.64,898365.06,902419.51
LNN,Industrial Products,Manufacturing - Farm Equipment,10,28,25,12,3025.0,3150.0,4010.0,860.0,5300.0,4884.0,9950.0,12720.0,13152.0,13195.2,13199.52,13199.95
LNSR,Medical,Medical - Instruments,28,28,2,18,9200.0,13800.0,23000.0,9200.0,36800.0,25760.0,26680.0,27416.0,27581.6,27598.16,27599.82,27599.98
LNT,Utilities,Utility - Electric Power,4,30,12,14,3024.0,3500.0,20805.0,17305.0,46762.5,44925.0,88370.0,129994.0,139359.4,140295.94,140389.59,140398.96
LNTH,Medical,Medical - Products,3,30,453,5,3010.0,4056.0,8208.0,4152.0,14436.0,15276.6,33644.0,402300.0,913338.0,1083583.8,1100608.38,1102310.84
LNW,Consumer Discretionary,Gaming,3,29,29,12,3145.0,3475.0,6090.0,2615.0,10012.5,10320.0,13040.0,15584.0,16138.4,16193.84,16199.38,16199.94
LNZA,Business Services,Technology Services,10,22,3,17,8701.0,9975.5,12127.5,2152.0,15355.5,12654.0,12829.5,12969.9,13001.49,13004.65,13004.96,13005.0
LOAR,Aerospace,Aerospace - Defense Equipment,1,28,35,11,3100.0,3465.0,6305.0,2840.0,10565.0,14529.0,64493.0,141715.9,171739.09,174741.41,175041.64,175071.66
LODE,Basic Materials,Mining - Gold,14,30,53,10,3080.0,3500.0,6090.0,2590.0,9975.0,8560.0,9780.0,19893.6,24489.36,24948.94,24994.89,24999.49
LOGC,Retail-Wholesale,Internet - Commerce,11,29,12,14,3050.0,3437.5,5437.5,2000.0,8437.5,91840.5,112862.25,124172.45,126717.25,126971.72,126997.17,126999.72
LOGI,Computer and Technology,Computer - Peripheral Equipment,1,30,329,5,3010.0,3800.0,8272.0,4472.0,14980.0,15990.0,24552.0,96100.0,185227.2,222710.22,226458.52,226833.35
LOMA,Construction,Building Products - Home Builders,14,25,9,15,3069.0,3605.0,6285.0,2680.0,10305.0,11636.0,18318.0,23663.6,24866.36,24986.64,24998.66,24999.87
LOPE,Consumer Discretionary,Schools,8,27,14,14,3010.0,3725.0,4835.0,1110.0,6500.0,8745.0,33357.5,68431.5,76323.15,77112.31,77191.23,77199.12
LOVE,Retail-Wholesale,Retail - Home Furnishings,2,30,124,8,3010.0,3818.75,8400.0,4581.25,15271.875,13922.5,19201.7,27172.25,50008.2,52849.32,53133.43,53161.84
LOW,Retail-Wholesale,Retail - Home Furnishings,1,30,3181,2,3003.0,3640.0,7070.0,3430.0,12215.0,12800.0,20559.0,52398.0,237252.35,574850.0,696485.0,708648.5
LPG,Transportation,Transportation - Shipping,17,30,24,12,3040.0,3781.0,6727.5,2946.5,11147.25,7930.0,11917.0,16991.3,18169.13,18286.91,18298.69,18299.87
LPLA,Finance,Financial - Investment Bank,2,30,300,6,3010.0,3900.0,9350.0,5450.0,17525.0,36730.0,117459.0,287055.0,908446.92,995344.69,1004034.47,1004903.45
LPRO,Finance,Financial - Consumer Loans,17,17,3,17,3745.0000000000005,4367.5,5775.5,1408.0,7887.5,6246.8,6403.9,6529.58,6557.86,6560.69,6560.97,6561.0
LPSN,Computer and Technology,Internet - Services,10,30,26,12,3060.0,3452.75,4770.0,1317.25,6745.875,6753.0,7635.0,9015.0,9415.5,9455.55,9459.56,9459.96
LPTX,Medical,Medical - Biomedical and Genetics,7,16,3,17,3200.0,3350.0,4000.0,650.0,4975.0,4300.0,4400.0,4480.0,4498.0,4499.8,4499.98,4500.0
LPX,Construction,Building Products - Wood,1,30,112,8,3042.0,3600.0,7407.75,3807.75,13119.375,12692.6,17674.8,31432.4,40072.12,40979.21,41069.92,41078.99
LQDA,Medical,Medical - Biomedical and Genetics,1,30,214,6,3010.0,3810.0,8476.25,4666.25,15475.625,16321.5,35336.0,83526.0,256343.4,281877.84,284431.28,284686.63
LQDT,Business Services,Auction and Valuation Services,3,24,24,12,3058.0,4410.0,9822.5,5412.5,17941.25,14992.0,17122.5,24843.5,26820.35,27018.04,27037.8,27039.78
LRCX,Computer and Technology,Electronics - Semiconductors,1,30,13457,1,3002.0,3776.0,8030.0,4254.0,14411.0,15000.0,24260.8,60174.4,156979.14,284422.4,331424.19,336381.22
LRMR,Medical,Medical - Drugs,8,30,6,16,3179.9999999999995,3485.0,5472.5,1987.5,8453.75,7470.0,8235.0,8847.0,8984.7,8998.47,8999.85,8999.98
LRN,Consumer Discretionary,Schools,2,30,664,4,3016.0,3760.0,8242.5,4482.5,14966.25,15458.0,23691.0,59468.5,270597.75,381434.78,392518.48,393626.85
LSCC,Computer and Technology,Electronics - Semiconductors,1,30,363,5,3024.0,3750.0,8277.5,4527.5,15068.75,14076.0,19036.8,35841.5,658226.09,961075.11,991360.01,994388.5
LSEA,Finance,Real Estate - Development,15,15,1,20,5800.0,5800.0,5800.0,0.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0
LSPD,Computer and Technology,Internet - Software,9,30,43,11,3216.0000000000005,3860.0,9472.5,5612.5,17891.25,15784.0,62950.0,165520.0,182152.0,183815.2,183981.52,183998.15
LSTR,Transportation,Transportation - Truck,8,30,28,12,3100.0,3405.0,5850.0,2445.0,9517.5,11500.0,38287.5,336846.4,432996.64,442611.66,443573.17,443669.32
LTBR,Oils-Energy,Alternative Energy - Other,2,30,609,4,3010.0,3760.0,7590.0,3830.0,13335.0,12500.0,17418.0,28063.6,53200.87,58366.99,58883.6,58935.26
LTH,Consumer Discretionary,Leisure and Recreation Services,2,30,58,10,3120.0,3775.0,7218.75,3443.75,12384.375,12675.0,15000.0,24675.0,36217.5,37371.75,37487.18,37498.72
LTRX,Computer and Technology,Computer - Networking,11,21,2,18,4620.0,4698.75,4856.25,157.5,5092.5,4903.5,4919.25,4931.85,4934.68,4934.97,4935.0,4935.0
LU,Finance,Financial - Miscellaneous Services,8,29,27,12,3160.0,3825.0,8625.0,4800.0,15825.0,16414.4,20228.3,22263.4,22476.34,22497.63,22499.76,22499.98
LUCK,Consumer Discretionary,Leisure and Recreation Services,14,25,18,13,3040.0,3800.0,5696.25,1896.25,8540.625,7736.5,9129.5,10033.9,10237.39,10257.74,10259.77,10259.98
LULU,Consumer Discretionary,Textile - Apparel,1,30,25436,1,3002.0,3804.0,8770.5,4966.5,16220.25,16701.0,25623.75,67060.0,199365.0,850483.52,2144106.48,2244540.65
LUMN,Utilities,Diversified Communication Services,1,30,538,4,3010.0,3600.0,6486.0,2886.0,10815.0,11907.6,17262.85,53498.94,267780.0,296778.0,299677.8,299967.78
LUNR,Aerospace,Aerospace - Defense,1,30,7153,1,3003.0,3770.0,8220.0,4450.0,14895.0,14000.0,20162.0,44647.36,150765.84,360160.54,576016.05,597601.61
LUV,Transportation,Transportation - Airline,1,30,1825,3,3003.0,3763.0,9504.0,5741.0,18115.5,21780.0,39620.0,122194.56,398926.4,463108.2,469310.82,469931.08
LVS,Consumer Discretionary,Gaming,1,30,2232,2,3002.0000000000005,3720.0,8370.0,4650.0,15345.0,15596.1,24897.8,131889.08,342500.0,547771.18,599097.12,604229.71
LVWR,Auto-Tires-Trucks,Automotive - Domestic,9,28,11,14,3200.0,3580.0,6562.5,2982.5,11036.25,9300.0,9450.0,9570.0,9597.0,9599.7,9599.97,9600.0
LW,Consumer Staples,Food - Miscellaneous,2,30,1163,3,3002.9999999999995,3720.0,7787.5,4067.5,13888.75,15186.0,26576.0,124145.0,440280.0,1598940.0,1734894.0,1748489.4
LWLG,Basic Materials,Chemical - Plastic,30,30,2,18,3500.0,3540.0,3620.0,80.0,3740.0,3644.0,3652.0,3658.4,3659.84,3659.98,3660.0,3660.0
LX,Finance,Financial - Consumer Loans,3,30,102,8,3025.0,3912.5,7481.25,3568.75,12834.375,11408.6,17196.9,30469.75,68350.43,72175.04,72557.5,72595.75
LXEO,Medical,Medical - Drugs,24,24,1,19,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
LXRX,Medical,Medical - Biomedical and Genetics,11,30,11,14,3010.0,3245.0,7995.0,4750.0,15120.0,8370.0,10685.0,12537.0,12953.7,12995.37,12999.54,12999.95
LXU,Basic Materials,Chemical - Diversified ,18,29,3,17,3510.0,4305.0,5545.0,1240.0,7405.0,5812.0,5901.0,5972.2,5988.22,5989.82,5989.98,5990.0
LYB,Basic Materials,Chemical - Diversified ,7,30,226,6,3020.9999999999995,3600.0,7151.25,3551.25,12478.125,11597.5,22780.0,58495.5,62301.88,62772.69,62819.77,62824.48
LYFT,Computer and Technology,Internet - Services,1,30,3174,2,3002.0,3690.5,7900.0,4209.5,14214.25,15326.4,21203.5,60104.7,178888.76,485428.54,489107.25,489475.13
LYV,Consumer Discretionary,Film and Television Production and Distribution,1,30,1267,3,3010.0,3912.5,8807.5,4895.0,16150.0,16181.4,27862.0,90218.8,886293.36,1504978.65,1579580.87,1587041.09
LZ,Industrial Products,Industrial Services,11,30,29,12,3150.0,3800.0,7550.0,3750.0,13175.0,14320.0,29788.0,49384.8,52746.48,53082.65,53116.26,53119.63
LZB,Consumer Discretionary,Furniture,3,3,1,20,4565.000000000001,4565.0,4565.0,0.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0
M,Retail-Wholesale,Retail - Regional Department Stores,1,30,1067,3,3008.0,3652.5,7509.0,3856.5,13293.75,13417.8,25262.4,70087.2,347026.98,443074.69,452052.47,452950.25
MA,Business Services,Financial Transaction Services,1,30,5761,2,3004.9999999999995,3712.0,7770.0,4058.0,13857.0,14385.0,23184.0,65079.0,179884.8,422231.07,431473.11,432397.31
MAA,Finance,REIT and Equity Trust - Residential,21,29,17,13,3375.0,3900.0,5820.0,1920.0,8700.0,7185.6,12618.2,25463.64,28353.86,28642.89,28671.79,28674.68
MAC,Finance,REIT and Equity Trust - Retail,2,30,39,11,3010.0,3212.5,8505.0,5292.5,16443.75,13846.0,19950.0,46456.8,58645.68,59864.57,59986.46,59998.65
MAG,Basic Materials,Mining - Silver,4,30,17,13,3200.0,4500.0,6000.0,1500.0,8250.0,7700.0,8200.0,8840.0,8984.0,8998.4,8999.84,8999.98
MAGN,Construction,Engineering - R and D Services,15,22,6,16,3818.0,3921.5,81287.5,77366.0,197336.5,119500.0,125750.0,130750.0,131875.0,131987.5,131998.75,131999.88
MAIN,Finance,Financial - SBIC & Commercial Industry,2,30,85,9,3040.0,3565.0,6825.0,3260.0,11715.0,9348.0,16048.0,24298.2,50489.82,53108.98,53370.9,53397.09
MAMA,Consumer Staples,Food - Miscellaneous,4,29,7,15,3060.0,3587.5,5000.0,1412.5,7118.75,7280.0,8990.0,10358.0,10665.8,10696.58,10699.66,10699.97
MAN,Business Services,Staffing Firms,15,23,15,14,3200.0,3896.0,8210.0,4314.0,14681.0,15015.0,51512.5,114302.5,128430.25,129843.02,129984.3,129998.43
MANH,Computer and Technology,Computer - Software,2,30,241,6,3010.0,3855.0,8610.0,4755.0,15742.5,14690.0,25884.0,57088.0,507605.6,611784.56,622202.46,623244.25
MANU,Consumer Discretionary,Leisure and Recreation Services,4,17,2,18,5000.0,5500.0,6500.0,1000.0,8000.0,6800.0,6900.0,6980.0,6998.0,6999.8,6999.98,7000.0
MAPS,Business Services,Technology Services,30,30,1,20,4980.0,4980.0,4980.0,0.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0
MAR,Consumer Discretionary,Hotels and Motels,1,30,1629,3,3003.0,3630.0,7900.0,4270.0,14305.0,15540.0,26952.0,111413.04,684887.72,882537.27,909053.73,911705.37
