security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AEYE,Computer and Technology,Internet - Software,0.55,,,,22,15__0,15,3,0.0,9905.0,12037.75,15177.81,15903.38,15975.94,15983.19,15983.92
AIP,Computer and Technology,Internet - Software,0.55,8640.0,8. p75_trade_value,3.0,9,10__0,10,3,0.0,10792.0,11376.0,11843.2,11948.32,11958.83,11959.88,11959.99
ALKT,Computer and Technology,Internet - Software,0.55,,,,53,15__0,15,3,0.0,9990.0,15078.0,48408.0,75715.8,78446.58,78719.66,78746.97
ANGI,Computer and Technology,Internet - Content,0.55,,,,34,15__0,15,3,0.0,116850.0,137893.0,172317.55,179227.25,179918.23,179987.32,179994.23
ARLO,Computer and Technology,Internet - Software,0.55,,,,4,5__0,5,3,0.0,4489.5,4494.75,4498.95,4499.89,4499.99,4500.0,4500.0
ASUR,Computer and Technology,Internet - Delivery Services,0.55,,,,2,5__0,5,3,0.0,5238.0,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0
ATHM,Computer and Technology,Internet - Services,0.55,10000.0,8. p75_trade_value,3.0,10,10__0,10,3,0.0,10001.0,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0
AZ,Computer and Technology,Internet - Software,0.55,,,,6,10__0,10,3,0.0,9750.0,10125.0,10425.0,10492.5,10499.25,10499.93,10499.99
BASE,Computer and Technology,Internet - Software,0.55,13860.000000000002,1. p999999_trade_value,1.0,46,15__0,15,3,0.0,8722.5,10507.5,13043.25,13778.32,13851.83,13859.18,13859.92
BIGC,Computer and Technology,Internet - Software,0.55,,,,8,10__0,10,3,0.0,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0
BL,Computer and Technology,Internet - Software,0.55,152950.0,1. p999999_trade_value,1.0,22,15__0,15,3,0.0,11813.6,15716.5,124171.6,150072.16,152662.22,152921.22,152947.12
