security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ASH,Basic Materials,Chemical - Specialty,15__0,15,3,0.0,1. p999999_trade_value,120000.0,120000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ASH,Basic Materials,Chemical - Specialty,15__0,15,3,0.0,7. p90_trade_value,68000.0,68000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
ASH,Basic Materials,Chemical - Specialty,15__0,15,3,0.0,8. p75_trade_value,37722.99999999999,22260.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,3.0,5.0,0.6
AXTA,Basic Materials,Chemical - Specialty,10__0,10,3,0.0,1. p999999_trade_value,14500.0,14500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AXTA,Basic Materials,Chemical - Specialty,10__0,10,3,0.0,7. p90_trade_value,10000.0,10000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
AXTA,Basic Materials,Chemical - Specialty,10__0,10,3,0.0,8. p75_trade_value,8625.0,6825.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,4.0,0.5
BCPC,Basic Materials,Chemical - Specialty,0__2,0,3,2.0,1. p999999_trade_value,3500.0,3500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CBT,Basic Materials,Chemical - Diversified ,10__0,10,3,0.0,1. p999999_trade_value,21000.0,21000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CBT,Basic Materials,Chemical - Diversified ,10__0,10,3,0.0,8. p75_trade_value,10540.0,10540.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
CMP,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,1. p999999_trade_value,147960.0,147960.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CMP,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,6. p95_trade_value,38120.00000000001,38120.00000000001,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
CMP,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,7. p90_trade_value,24000.0,24000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
CMP,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,8. p75_trade_value,20580.0,17875.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,5.0,6.0,0.8333333333333334
EMN,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,1. p999999_trade_value,77350.0,77350.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EMN,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,6. p95_trade_value,68808.0,60755.99999999999,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
EMN,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,7. p90_trade_value,59500.0,16800.0,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,3.0,6.0,0.5
EMN,Basic Materials,Chemical - Diversified ,15__0,15,3,0.0,8. p75_trade_value,16000.0,10230.0,4.0,8.0,0.5,0.55,2. BELOW BASELINE,7.0,14.0,0.5
ESI,Basic Materials,Chemical - Specialty,15__0,15,3,0.0,1. p999999_trade_value,212500.0,212500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
