security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ASB,Finance,Banks - Midwest,0__0,0,3,0.0,1. p999999_trade_value,13500.0,13500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BANC,Finance,Banks - Southwest,10__0,10,3,0.0,1. p999999_trade_value,34454.0,34454.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BANC,Finance,Banks - Southwest,10__0,10,3,0.0,7. p90_trade_value,10800.0,10800.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
BANC,Finance,Banks - Southwest,10__0,10,3,0.0,8. p75_trade_value,8595.0,6266.0,3.0,3.0,1.0,0.55,1. ABOVE BASELINE,5.0,5.0,1.0
BAP,Finance,Banks - Foreign,5__0,5,3,0.0,3. p9999_trade_value,4509.999999999999,4509.999999999999,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BBAR,Finance,Banks - Foreign,10__0,10,3,0.0,1. p999999_trade_value,26145.0,26145.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BBAR,Finance,Banks - Foreign,10__0,10,3,0.0,7. p90_trade_value,8750.0,8750.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
BBAR,Finance,Banks - Foreign,10__0,10,3,0.0,8. p75_trade_value,8190.000000000001,7200.0,2.0,2.0,1.0,0.55,1. ABOVE BASELINE,4.0,4.0,1.0
BBVA,Finance,Banks - Foreign,15__0,15,3,0.0,1. p999999_trade_value,45640.0,45640.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BBVA,Finance,Banks - Foreign,15__0,15,3,0.0,6. p95_trade_value,35385.0,35385.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
BBVA,Finance,Banks - Foreign,15__0,15,3,0.0,7. p90_trade_value,35000.0,17500.0,4.0,4.0,1.0,0.55,1. ABOVE BASELINE,6.0,6.0,1.0
BBVA,Finance,Banks - Foreign,15__0,15,3,0.0,8. p75_trade_value,17430.0,10010.0,3.0,3.0,1.0,0.55,1. ABOVE BASELINE,9.0,9.0,1.0
BCS,Finance,Banks - Foreign,15__0,15,3,0.0,1. p999999_trade_value,159872.0,159872.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BCS,Finance,Banks - Foreign,15__0,15,3,0.0,6. p95_trade_value,47520.00000000001,37800.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
BCS,Finance,Banks - Foreign,15__0,15,3,0.0,7. p90_trade_value,26840.000000000004,20840.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,5.0,6.0,0.8333333333333334
BCS,Finance,Banks - Foreign,15__0,15,3,0.0,8. p75_trade_value,20300.0,11960.0,5.0,8.0,0.625,0.55,2. BELOW BASELINE,10.0,14.0,0.7142857142857143
BKU,Finance,Banks - Major Regional,0__2,0,3,2.0,1. p999999_trade_value,3750.0,3750.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BMA,Finance,Banks - Foreign,15__0,15,3,0.0,1. p999999_trade_value,29000.0,29000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BMA,Finance,Banks - Foreign,15__0,15,3,0.0,6. p95_trade_value,20160.0,20160.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
BMA,Finance,Banks - Foreign,15__0,15,3,0.0,7. p90_trade_value,19200.0,13340.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,4.0,0.5
BMA,Finance,Banks - Foreign,15__0,15,3,0.0,8. p75_trade_value,12960.000000000002,8750.0,2.0,5.0,0.4,0.55,2. BELOW BASELINE,4.0,9.0,0.4444444444444444
BNS,Finance,Banks - Foreign,15__0,15,3,0.0,1. p999999_trade_value,27600.0,27600.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BNS,Finance,Banks - Foreign,15__0,15,3,0.0,6. p95_trade_value,21000.0,21000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
BNS,Finance,Banks - Foreign,15__0,15,3,0.0,7. p90_trade_value,20000.0,11200.0,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,3.0,5.0,0.6
BNS,Finance,Banks - Foreign,15__0,15,3,0.0,8. p75_trade_value,10500.0,9720.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,6.0,8.0,0.75
BOH,Finance,Banks - West,10__0,10,3,0.0,1. p999999_trade_value,18000.0,18000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BOH,Finance,Banks - West,10__0,10,3,0.0,8. p75_trade_value,9000.0,5800.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
BOKF,Finance,Banks - Southwest,5__0,5,3,0.0,1. p999999_trade_value,9900.0,9900.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BPOP,Finance,Banks - Southeast,5__0,5,3,0.0,1. p999999_trade_value,13097.999999999998,13097.999999999998,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BPOP,Finance,Banks - Southeast,5__0,5,3,0.0,8. p75_trade_value,3750.0,3750.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
CADE,Finance,Banks - Southeast,0__2,0,3,2.0,1. p999999_trade_value,3750.0,3750.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CBSH,Finance,Banks - Midwest,0__0,0,3,0.0,1. p999999_trade_value,9300.0,9300.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CCB,Finance,Banks - West,5__0,5,3,0.0,1. p999999_trade_value,9000.0,9000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CFR,Finance,Banks - Southwest,10__0,10,3,0.0,1. p999999_trade_value,12150.000000000002,12150.000000000002,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CFR,Finance,Banks - Southwest,10__0,10,3,0.0,7. p90_trade_value,7830.000000000001,7830.000000000001,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
CFR,Finance,Banks - Southwest,10__0,10,3,0.0,8. p75_trade_value,6750.0,6750.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
COLB,Finance,Banks - West,5__0,5,3,0.0,1. p999999_trade_value,6400.0,6400.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CPF,Finance,Banks - West,0__0,0,3,0.0,1. p999999_trade_value,11250.0,11250.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CUBI,Finance,Banks - Southeast,15__0,15,3,0.0,1. p999999_trade_value,50000.0,50000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CUBI,Finance,Banks - Southeast,15__0,15,3,0.0,6. p95_trade_value,40000.0,30000.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,0.0,3.0,0.0
CUBI,Finance,Banks - Southeast,15__0,15,3,0.0,7. p90_trade_value,24800.0,19800.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,5.0,0.2
CUBI,Finance,Banks - Southeast,15__0,15,3,0.0,8. p75_trade_value,11760.0,8811.0,7.0,7.0,1.0,0.55,2. BELOW BASELINE,8.0,12.0,0.6666666666666666
DCOM,Finance,Banks - Southeast,5__0,5,3,0.0,1. p999999_trade_value,6480.000000000001,6480.000000000001,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
EBC,Finance,Banks - Northeast,10__0,10,3,0.0,1. p999999_trade_value,15000.0,15000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EBC,Finance,Banks - Northeast,10__0,10,3,0.0,7. p90_trade_value,12000.0,12000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
EBC,Finance,Banks - Northeast,10__0,10,3,0.0,8. p75_trade_value,11200.000000000002,5500.000000000001,4.0,4.0,1.0,0.55,1. ABOVE BASELINE,6.0,6.0,1.0
EFSC,Finance,Banks - Midwest,0__2,0,3,2.0,1. p999999_trade_value,4500.0,4500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EWBC,Finance,Banks - West,15__0,15,3,0.0,1. p999999_trade_value,54060.0,54060.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EWBC,Finance,Banks - West,15__0,15,3,0.0,6. p95_trade_value,44400.0,44400.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
EWBC,Finance,Banks - West,15__0,15,3,0.0,7. p90_trade_value,27000.0,27000.0,2.0,2.0,1.0,0.55,1. ABOVE BASELINE,4.0,4.0,1.0
EWBC,Finance,Banks - West,15__0,15,3,0.0,8. p75_trade_value,18850.0,13666.999999999998,1.0,5.0,0.2,0.55,2. BELOW BASELINE,5.0,9.0,0.5555555555555556
FBK,Finance,Banks - Northeast,0__2,0,3,2.0,1. p999999_trade_value,6500.0,6500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
FCBC,Finance,Banks - Southeast,0__0,0,3,0.0,1. p999999_trade_value,11925.0,11925.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
FMNB,Finance,Banks - Midwest,0__2,0,3,2.0,1. p999999_trade_value,3540.0,3540.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
FRME,Finance,Banks - Midwest,0__2,0,3,2.0,1. p999999_trade_value,4750.0,4750.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
FVCB,Finance,Banks - Southeast,0__2,0,3,2.0,1. p999999_trade_value,6550.0,6550.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
GBCI,Finance,Banks - West,5__0,5,3,0.0,1. p999999_trade_value,5000.0,5000.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,2.0,0.5
HDB,Finance,Banks - Foreign,15__0,15,3,0.0,1. p999999_trade_value,240000.0,240000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
HDB,Finance,Banks - Foreign,15__0,15,3,0.0,6. p95_trade_value,40000.0,20100.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
HDB,Finance,Banks - Foreign,15__0,15,3,0.0,7. p90_trade_value,13000.0,10500.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,5.0,6.0,0.8333333333333334
HDB,Finance,Banks - Foreign,15__0,15,3,0.0,8. p75_trade_value,8400.0,7550.0,6.0,7.0,0.8571428571428571,0.55,2. BELOW BASELINE,11.0,13.0,0.8461538461538461
HWC,Finance,Banks - Southeast,5__0,5,3,0.0,2. p99999_trade_value,6759.999999999999,6759.999999999999,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
INBK,Finance,Banks - Northeast,0__2,0,3,2.0,1. p999999_trade_value,3600.0,3600.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ING,Finance,Banks - Foreign,10__0,10,3,0.0,1. p999999_trade_value,7475.0,7475.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ING,Finance,Banks - Foreign,10__0,10,3,0.0,8. p75_trade_value,5355.0,5355.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
ITUB,Finance,Banks - Foreign,10__0,10,3,0.0,1. p999999_trade_value,25000.0,25000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
ITUB,Finance,Banks - Foreign,10__0,10,3,0.0,8. p75_trade_value,7030.0,7030.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
KB,Finance,Banks - Foreign,5__0,5,3,0.0,4. p999_trade_value,3444.9999999999995,3444.9999999999995,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
