security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ASB,Finance,Banks - Midwest,0.55,13500.0,1. p999999_trade_value,1.0,1,0__0,0,3,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0
BANC,Finance,Banks - Southwest,0.55,6266.0,8. p75_trade_value,5.0,13,10__0,10,3,0.0,10359.0,20261.6,31615.52,34170.15,34425.62,34451.16,34453.72
BAP,Finance,Banks - Foreign,0.55,4509.999999999999,3. p9999_trade_value,1.0,3,5__0,5,3,0.0,4468.0,4489.0,4505.8,4509.58,4509.96,4510.0,4510.0
BBAR,Finance,Banks - Foreign,0.55,7200.0,8. p75_trade_value,4.0,17,10__0,10,3,0.0,8414.0,12229.0,23361.8,25866.68,26117.17,26142.22,26144.72
BBVA,Finance,Banks - Foreign,0.55,10010.0,8. p75_trade_value,9.0,33,15__0,15,3,0.0,17500.0,35154.0,42358.4,45311.84,45607.18,45636.72,45639.67
BCS,Finance,Banks - Foreign,0.55,,,,53,15__0,15,3,0.0,20732.0,31224.0,101448.96,154029.7,159287.77,159813.58,159866.16
BKU,Finance,Banks - Major Regional,0.55,3750.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
BMA,Finance,Banks - Foreign,0.55,29000.0,1. p999999_trade_value,1.0,35,15__0,15,3,0.0,13188.0,19488.0,25994.4,28699.44,28969.94,28996.99,28999.7
BNS,Finance,Banks - Foreign,0.55,21000.0,6. p95_trade_value,2.0,32,15__0,15,3,0.0,11200.0,20450.0,25554.0,27395.4,27579.54,27597.95,27599.8
BOH,Finance,Banks - West,0.55,,,,9,10__0,10,3,0.0,10800.0,14400.0,17280.0,17928.0,17992.8,17999.28,17999.93
BOKF,Finance,Banks - Southwest,0.55,9900.0,1. p999999_trade_value,1.0,4,5__0,5,3,0.0,9705.0,9802.5,9880.5,9898.05,9899.81,9899.98,9900.0
BPOP,Finance,Banks - Southeast,0.55,13097.999999999998,1. p999999_trade_value,1.0,5,5__0,5,3,0.0,9358.8,11228.4,12724.08,13060.61,13094.26,13097.63,13097.96
CADE,Finance,Banks - Southeast,0.55,3750.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
CBSH,Finance,Banks - Midwest,0.55,,,,1,0__0,0,3,0.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0
CCB,Finance,Banks - West,0.55,9000.0,1. p999999_trade_value,1.0,4,5__0,5,3,0.0,8392.5,8696.25,8939.25,8993.92,8999.39,8999.94,8999.99
CFR,Finance,Banks - Southwest,0.55,,,,13,10__0,10,3,0.0,7614.0,9558.0,11631.6,12098.16,12144.82,12149.48,12149.95
COLB,Finance,Banks - West,0.55,,,,3,5__0,5,3,0.0,5870.0,6135.0,6347.0,6394.7,6399.47,6399.95,6399.99
CPF,Finance,Banks - West,0.55,11250.0,1. p999999_trade_value,1.0,1,0__0,0,3,0.0,11250.0,11250.0,11250.0,11250.0,11250.0,11250.0,11250.0
CUBI,Finance,Banks - Southeast,0.55,,,,48,15__0,15,3,0.0,14172.0,28180.0,45300.0,49530.0,49953.0,49995.3,49999.53
DCOM,Finance,Banks - Southeast,0.55,,,,2,5__0,5,3,0.0,6398.4,6439.2,6471.84,6479.18,6479.92,6479.99,6480.0
EBC,Finance,Banks - Northeast,0.55,5500.000000000001,8. p75_trade_value,6.0,16,10__0,10,3,0.0,11600.0,12750.0,14550.0,14955.0,14995.5,14999.55,14999.95
EFSC,Finance,Banks - Midwest,0.55,4500.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
EWBC,Finance,Banks - West,0.55,27000.0,7. p90_trade_value,4.0,36,15__0,15,3,0.0,22925.0,31350.0,50679.0,53721.9,54026.19,54056.62,54059.66
FBK,Finance,Banks - Northeast,0.55,6500.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
FCBC,Finance,Banks - Southeast,0.55,,,,1,0__0,0,3,0.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0
FMNB,Finance,Banks - Midwest,0.55,,,,1,0__2,0,3,2.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0
FRME,Finance,Banks - Midwest,0.55,,,,1,0__2,0,3,2.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0
FVCB,Finance,Banks - Southeast,0.55,,,,1,0__2,0,3,2.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0
GBCI,Finance,Banks - West,0.55,,,,2,5__0,5,3,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
HDB,Finance,Banks - Foreign,0.55,240000.0,1. p999999_trade_value,1.0,51,15__0,15,3,0.0,10500.0,16550.0,140000.0,230000.0,239000.0,239900.0,239990.0
HWC,Finance,Banks - Southeast,0.55,,,,2,5__0,5,3,0.0,6434.0,6597.0,6727.4,6756.74,6759.67,6759.97,6760.0
INBK,Finance,Banks - Northeast,0.55,,,,1,0__2,0,3,2.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
ING,Finance,Banks - Foreign,0.55,,,,6,10__0,10,3,0.0,6415.0,6945.0,7369.0,7464.4,7473.94,7474.89,7474.99
ITUB,Finance,Banks - Foreign,0.55,7030.0,8. p75_trade_value,2.0,7,10__0,10,3,0.0,14218.0,19609.0,23921.8,24892.18,24989.22,24998.92,24999.89
KB,Finance,Banks - Foreign,0.55,3444.9999999999995,4. p999_trade_value,1.0,2,5__0,5,3,0.0,3443.5,3444.25,3444.85,3444.98,3445.0,3445.0,3445.0
NBTB,Finance,Banks - Northeast,0.55,,,,4,5__0,5,3,0.0,5280.0,5340.0,5388.0,5398.8,5399.88,5399.99,5400.0
NWG,Finance,Banks - Foreign,0.55,,,,6,10__0,10,3,0.0,9300.0,11355.0,12999.0,13368.9,13405.89,13409.59,13409.96
PB,Finance,Banks - Southwest,0.55,,,,1,0__2,0,3,2.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0
PNFP,Finance,Banks - Southeast,0.55,40460.0,1. p999999_trade_value,1.0,2,5__1,5,3,1.0,36796.5,38628.25,40093.65,40423.37,40456.34,40459.63,40459.96
SAN,Finance,Banks - Foreign,0.55,4420.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,4288.0,4354.0,4406.8,4418.68,4419.87,4419.99,4420.0
SUPV,Finance,Banks - Foreign,0.55,,,,12,10__0,10,3,0.0,6823.5,8156.25,9311.25,9571.13,9597.11,9599.71,9599.97
SYBT,Finance,Banks - Southeast,0.55,,,,2,5__0,5,3,0.0,7550.0,7650.0,7730.0,7748.0,7749.8,7749.98,7750.0
TBBK,Finance,Banks - Northeast,0.55,,,,34,15__0,15,3,0.0,24400.0,50331.25,52785.0,52785.0,52785.0,52785.0,52785.0
TCBI,Finance,Banks - Southwest,0.55,4776.0,8. p75_trade_value,2.0,7,10__0,10,3,0.0,4833.6,4876.8,4911.36,4919.14,4919.91,4919.99,4920.0
THFF,Finance,Banks - Midwest,0.55,3304.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3304.0,3304.0,3304.0,3304.0,3304.0,3304.0,3304.0
TMP,Finance,Banks - Northeast,0.55,,,,1,0__2,0,3,2.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
UBFO,Finance,Banks - West,0.55,,,,1,0__0,0,3,0.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0
UMBF,Finance,Banks - Midwest,0.55,3135.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0
VLY,Finance,Banks - Northeast,0.55,,,,24,15__0,15,3,0.0,20238.0,45075.0,184600.5,220960.05,224596.01,224959.6,224995.96
WBS,Finance,Banks - Northeast,0.55,,,,30,15__0,15,3,0.0,25448.0,31231.2,101490.96,125601.1,128012.11,128253.21,128277.32
WTFC,Finance,Banks - Midwest,0.55,5850.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0
