security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAP,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,,,,1663,30__2,30,2.0,14290.6,24192.4,67657.08,238815.14,308854.32,321135.43,322363.54
ABG,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,8800.0,8. p75_trade_value,7.0,25,15__0,15,0.0,31500.0,46620.0,56936.0,58793.6,58979.36,58997.94,58999.79
ACVA,Retail-Wholesale,Internet - Commerce,0.65,123400.0,1. p999999_trade_value,1.0,57,20__0,20,0.0,8277.0,16260.0,104704.4,121530.44,123213.04,123381.3,123398.13
AEO,Retail-Wholesale,Retail - Apparel and Shoes,0.65,200000.0,5. p99_trade_value,4.0,371,25__0,25,0.0,14946.0,26519.0,182500.0,230199.68,246162.37,247758.64,247918.26
AN,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,16554.0,6. p95_trade_value,8.0,146,20__0,20,0.0,9870.0,16165.5,34660.5,54102.03,56710.2,56971.02,56997.1
ANF,Retail-Wholesale,Retail - Apparel and Shoes,0.65,,,,7582,40__0,40,0.0,16590.0,26659.0,83271.0,406894.53,789153.05,1102665.31,1134016.53
ARHS,Retail-Wholesale,Retail - Miscellaneous,0.65,,,,11,10__0,10,0.0,10000.0,11237.5,12227.5,12450.25,12472.53,12474.75,12474.98
AZO,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,,,,4423,35__0,35,0.0,12600.0,19295.0,62354.4,170917.13,281471.6,290227.16,291102.72
BABA,Retail-Wholesale,Internet - Commerce,0.65,,,,136981,50__4,50,4.0,19536.0,30740.0,85649.6,339084.0,1048423.72,1575249.6,2056441.74
BBW,Retail-Wholesale,Retail - Miscellaneous,0.65,10319.999999999998,8. p75_trade_value,15.0,58,20__2,20,2.0,23702.0,26029.05,127199.2,237719.92,248771.99,249877.2,249987.72
BBWI,Retail-Wholesale,Retail - Miscellaneous,0.65,443250.0,1. p999999_trade_value,1.0,602,30__1,30,1.0,18324.0,38038.0,199619.82,393216.75,438246.67,442749.67,443199.97
BBY,Retail-Wholesale,Retail - Consumer Electronics,0.65,,,,2920,35__2,35,2.0,15763.2,26201.75,102265.38,254424.36,961691.67,1151639.67,1170634.47
BGFV,Retail-Wholesale,Retail - Miscellaneous,0.65,,,,1,0__2,0,2.0,7640.0,7640.0,7640.0,7640.0,7640.0,7640.0,7640.0
BIRD,Retail-Wholesale,Retail - Apparel and Shoes,0.65,,,,2,5__0,5,0.0,11675.0,12012.5,12282.5,12343.25,12349.33,12349.93,12349.99
BJRI,Retail-Wholesale,Retail - Restaurants,0.65,,,,11,10__0,10,0.0,23400.0,27237.5,30307.5,30998.25,31067.33,31074.23,31074.92
